stock_code,transaction_date,window_id,small_passive_buy_amount,active_inferred_count,order_age_missing_count,order_age_fifo_count,Q_rule_t,active_sell_amount,active_buy_amount,active_sell_count,window_trade_count,signal_deal_sell_amount,small_passive_sell_amount,signal_deal_buy_amount,pi_max_price_impact_pct,R_seed_t,window_close_price,order_age_recovered_count,deal_amount,active_buy_count,signed_mix_qr_amount,large_active_buy_amount,side_fallback_count,window_open_price,order_age_unresolved_count,order_age_direct_count,passive_retail_amount,unknown_side_amount,large_active_sell_amount,passive_quant_amount,signed_large_active_amount,active_non_large_amount,CH_rule_t
000027.SZ,20260709,23,1642649,178,0,0,1449360,314257,2366291,57,178,435225,435225,2245323,0.0050761421319797375,0,5.94,178,2680548,121,1207424,602674,0,5.91,0,178,0,0,0,0,602674,1449360,602674
000027.SZ,20260709,24,759070,451,0,0,-699901,2056713,759070,300,451,2056713,1458971,759070,-0.0033670033670034445,0,5.92,451,2815783,151,-699901,0,0,5.94,0,451,0,0,597742,0,-597742,-699901,-597742
000027.SZ,20260709,25,829713.15,199,0,0,-246113.85,855505,640820.15,109,208,698041,698041,829713.15,0.0016891891891891533,0,5.93,208,1527754.15,90,131672.15000000002,0,0,5.92,0,208,0,0,0,-31429,0,-214684.85,0
000027.SZ,20260709,26,956440,244,0,0,-35943,997711,956440,151,244,997711,992383,956440,0,0,5.93,244,1954151,93,-35943,0,0,5.94,0,244,0,0,5328,0,-5328,-35943,-5328
000027.SZ,20260709,27,384397,224,0,0,-453795,713879,260084,181,224,589566,589566,384397,-0.0016863406408094076,0,5.92,224,973963,43,-205169,0,0,5.93,0,224,0,0,0,0,0,-453795,0
000027.SZ,20260709,28,1221675,294,0,0,-1752587,2971898,1219311,251,294,2969534,2969534,1221675,-0.0033783783783783066,0,5.9,294,4191209,43,-1747859,0,0,5.91,0,294,0,0,0,0,0,-1752587,0
000027.SZ,20260709,29,3078664,266,0,0,1969021,1109643,4284977,113,266,1109643,1109643,4284977,0.0033898305084745037,0,5.92,266,5394620,153,1969021,1206313,0,5.9,0,266,0,0,0,0,1206313,1969021,1206313
000027.SZ,20260709,30,470641,176,0,0,509860,144893,654753,63,176,329005,329005,470641,-0.0016891891891891533,0,5.91,176,799646,113,141636,0,0,5.92,0,176,0,0,0,0,0,509860,0
000027.SZ,20260709,31,908274,272,0,0,367988,439646,807634,127,272,339006,339006,908274,0.003384094754653058,0,5.93,272,1247280,145,569268,0,0,5.92,0,272,0,0,0,0,0,367988,0
000027.SZ,20260709,32,436529,258,0,3,-608226,924969,316743,170,258,805183,805183,436529,0,0,5.93,258,1241712,88,-368654,0,0,5.93,0,255,0,0,0,0,0,-608226,0
000027.SZ,20260709,33,812756,380,0,0,-470659,2108283,1452524,236,383,2095242,1257333,1468535,0,0,5.93,383,3563777,144,-444577,655779,0,5.94,0,383,0,0,837909,2970,-182130,-473629,-182130
000027.SZ,20260709,34,1362184,368,0,2,259640,1678866,1334906,246,373,1109586,1065778,1915453,-0.0016863406408094076,0,5.92,373,3025039,122,296406,0,0,5.93,0,371,0,0,597077,6523,-597077,253117,-597077
000027.SZ,20260709,35,953544,293,0,1,-690440,1643984,953544,136,293,1643984,1643984,953544,0.0016891891891891533,0,5.93,293,2597528,157,-690440,0,0,5.92,0,292,0,0,0,0,0,-690440,0
000027.SZ,20260709,36,2728162,451,0,6,1758494,979755,3454771,192,453,996974,994602,3442304,0.0016863406408095575,0,5.94,453,4439278,259,1733560,714142,0,5.93,0,447,0,0,2372,-4752,711770,1763246,711770
000027.SZ,20260709,37,586144,373,0,0,-907947,1566428,667985,253,373,1638765,1638765,595648,-0.001683501683501797,0,5.93,373,2234413,120,-1052621,9504,0,5.94,0,373,0,0,0,0,9504,-907947,9504
000027.SZ,20260709,38,1302300,389,0,1,96845,2894013,1175187,255,396,2153595,959531,1919756,0.0016863406408095575,0,5.94,396,4073351,134,342769,0,0,5.93,0,395,0,0,1811520,4151,-1811520,92694,-1811520
000027.SZ,20260709,39,2482065,426,0,4,548081.4,4893472.6,2523783,254,426,4935190.6,2017419.6,2482065,-0.001683501683501797,0,5.93,426,7417255.6,172,464645.4,0,0,5.95,0,422,0,0,2917771,0,-2917771,548081.4,-2917771
000027.SZ,20260709,40,1683500,362,0,3,249221.6000000001,1226831.8,1394827,244,362,938158.8,856932.4,1683500,0.0016863406408095575,0,5.94,362,2621658.8000000003,118,826567.6000000001,0,0,5.93,0,359,0,0,81226.4,0,-81226.4,249221.6000000001,-81226.4
000027.SZ,20260709,41,1053772,356,0,15,574961,557946,1132907,80,356,637081,637081,1053772,0.0016835016835016474,0,5.95,356,1690853,276,416691,0,0,5.94,0,341,0,0,0,0,0,574961,0
000027.SZ,20260709,42,890919,597,0,1,-776751.94,1464391.94,679931,379,597,1253403.94,1245694.94,890919,0,0,5.95,597,2144322.94,218,-354775.94,0,0,5.95,0,596,0,0,7709,0,-7709,-776751.94,-7709
000027.SZ,20260709,43,1590531,481,0,13,631583,1027362,1682161,199,487,1148742,1142208,1590531,0.0016806722689075271,0,5.96,487,2739273,282,448323,0,0,5.95,0,474,0,0,6534,-29750,-6534,661333,-6534
000027.SZ,20260709,44,2861528,545,0,3,453597,2081936,3478822,259,560,1752973,1745237,3818519,0,0,5.96,560,5571492,286,1116291,956991,0,5.96,0,557,0,0,7736,5966,949255,447631,949255
000027.SZ,20260709,45,2199469,616,0,1,932436,1263636,2196670,244,616,1260239,1260239,2200067,0.0033557046979866547,0,5.98,616,3460306,372,939230,598,0,5.97,0,615,0,0,0,0,598,932436,598
000027.SZ,20260709,46,2100545,764,0,1,354628,2244984,2605049,372,769,2729151,2714251,2123867,-0.001672240802675698,0,5.97,769,4853018,392,-613706,23322,0,5.97,0,768,0,0,14900,2985,8422,351643,8422
000027.SZ,20260709,47,2272040,561,0,1,2599671,1520187,4118664,320,561,3366811,3365617,2272040,0.0016750418760470144,0,5.98,561,5638851,241,-1093577,0,0,5.97,0,560,0,0,1194,0,-1194,2599671,-1194
000028.SZ,20260709,0,1216649.4,582,3,6,90744.40000000002,1460736,1476139.2000000002,243,630,1671702.2000000002,1256054.2,1523640.6,-0.009205426356589209,0,20.45,627,3195342.8000000003,339,-39404.80000000005,335792.19999999995,0,20.64,3,621,0,0,386847,24286.4,-51054.79999999999,66458,-51054.79999999999
000028.SZ,20260709,1,835146.3,442,1,1,-127863.70000000001,1748128.77,1057002.6800000002,199,468,1439235.28,967014,1429190.17,-0.001955990220048858,0,20.41,467,2868425.4499999997,243,-131867.7,270908.38,0,20.43,1,466,0,0,795356.77,38814,-524448.39,-166677.7,-524448.39
000028.SZ,20260709,2,571058.6,179,0,1,130027.2,441798,699466.2,77,192,453885.1,423784.6,763115.0999999999,0.004409603135717779,0,20.5,192,1217000.2,102,147274,192286,0,20.41,0,191,0,0,29871,34774,162415,95253.2,162415
000028.SZ,20260709,3,848932.3,233,0,0,526350.2,540118.7,1120181.3,55,250,512222.69999999995,229730.09999999998,1193348.3,0.007804878048780495,0,20.66,250,1705571.0000000002,178,619202.2000000001,350599,0,20.5,0,250,0,0,276309.6,20577,74289.4,505773.2,74289.4
000028.SZ,20260709,4,588293.4,292,0,1,328635.4,774228.6,578160.4,117,333,786896.6,362954,689154.4,-0.0038722168441433615,0,20.58,333,1476051,175,225339.4,30952,0,20.65,0,332,0,0,493851.60000000003,61804,-462899.60000000003,266831.4,-462899.60000000003
000028.SZ,20260709,5,1113805.5,308,0,7,664027.2999999999,723416.4,1589092.22,82,341,1047613.8,564853,1465131.12,0.0009718172983480625,0,20.6,341,2512744.9199999995,226,548952.5,487761.62,0,20.6,0,334,0,0,346324.80000000005,-60211.7,141436.82,724239,141436.82
000028.SZ,20260709,6,537723.0000000001,280,0,2,17807.180000000004,493206.9,543924.16,88,309,549137.98,528543.98,582942.0800000001,-0.002427184466019452,0,20.55,309,1132080.06,192,9179.019999999971,49349.08,0,20.62,0,307,0,0,16464,-25,32885.08,17832.180000000004,32885.08
000028.SZ,20260709,7,390646.5,180,0,1,121597,295665,439860,50,192,353061.5,346902.5,425566.5,-0.0004866180048662561,0,20.54,192,778628,130,43744,39028,0,20.57,0,191,0,0,2051,14379,36977,107218,36977
000028.SZ,20260709,8,237135,140,0,0,-524466,792317,198815,88,153,792337,745233,237135,-0.0053554040895812775,0,20.43,153,1029472,52,-508098,0,0,20.55,0,153,0,0,47104,21932,-47104,-546398,-47104
000028.SZ,20260709,9,388432,162,0,0,198561,238953,457949,53,174,324835,320747,415008,-0.0004894762604012731,0,20.42,174,739843,109,67685,30664,0,20.43,0,174,0,0,0,10229,30664,188332,30664
000028.SZ,20260709,10,369053.6,220,0,0,-628888.1000000001,1340222.2000000002,428291.6,147,222,1379026.2000000002,1059207.7000000002,397654.6,-0.0009794319294810542,0,20.4,222,1776680.8,73,-690154.1000000001,30646,0,20.41,0,222,0,0,317773.5,-4085.000000000001,-287127.5,-624803.1000000001,-287127.5
000028.SZ,20260709,11,583774.98,130,0,0,332478.18,378301.6,677439.98,55,133,482142.6,446774.8,583774.98,-0.0019607843137254485,0,20.36,133,1065917.58,75,137000.17999999996,0,0,20.4,0,133,0,0,35367.8,-2027.9999999999998,-35367.8,334506.18,-35367.8
000028.SZ,20260709,12,179144,90,0,0,51007,154618,187291,37,100,189235,189235,179144,-0.000982318271119822,0,20.34,100,368379,53,-10091,0,0,20.36,0,100,0,0,0,18334,0,32673,0
000028.SZ,20260709,13,352904.98,130,0,0,26069.800000000003,353200.2,383390,46,146,412201.22,404057.22,369238.98,0.0029498525073745683,0,20.4,146,781440.2,84,-51152.240000000005,16334,0,20.35,0,146,0,0,8144,4070,8190,21999.800000000003,8190
000028.SZ,20260709,14,294072.1,99,0,0,-239973.59999999998,542831.7999999999,299197.2,44,100,551617.9,551617.9,294479.1,-0.004411764705882346,0,20.31,100,846097,55,-257545.8,407,0,20.39,0,100,0,0,0,4068,407,-244041.59999999998,407
000028.SZ,20260709,15,601801.05,159,0,0,335231.05,225826.59999999998,602750.65,49,161,227902.2,185083.2,606280.05,0.004923682914820356,0,20.41,161,834182.25,110,416717.85,47298,0,20.33,0,161,0,0,0,5605,47298,329626.05,47298
000028.SZ,20260709,16,572422.05,167,0,1,256252.45,312546,525525,49,175,308922.4,308922.4,603145.05,0.0004899559039687194,0,20.42,175,912067.45,118,263499.65,30723,0,20.41,0,174,0,0,0,73996.45,30723,182256.00000000003,30723
000028.SZ,20260709,17,210963.19999999998,82,0,0,-115402.90000000002,309834.39999999997,159055.7,40,87,274239.89999999997,242943.09999999998,210963.19999999998,-0.0009794319294810542,0,20.4,87,485203.1,42,-31979.90000000001,0,0,20.4,0,87,0,0,31296.8,4079,-31296.8,-119481.90000000002,-31296.8
000028.SZ,20260709,18,379219.50000000006,135,0,1,224366.40000000002,147094.1,365135.30000000005,25,142,147493.1,147493.1,383309.50000000006,0.0014705882352941736,0,20.43,142,530802.6,110,231726.40000000002,4090,0,20.4,0,141,0,0,0,10415.2,4090,213951.2,4090
000028.SZ,20260709,19,320931.9,120,0,0,97697.29999999999,100700.6,406856.9,20,144,300948.6,300948.6,378216.9,0.0009789525208027201,0,20.45,144,679165.5,100,19983.29999999999,57285,0,20.43,0,144,0,0,0,-151174,57285,248871.30000000005,57285
000028.SZ,20260709,20,338952.6,120,0,0,187525.5,143407.6,376430.5,23,130,180454.1,180454.1,376023.4,0.0014669926650367304,0,20.48,130,556477.5,97,158498.5,37070.8,0,20.45,0,130,0,0,0,-8426.6,37070.8,195952.1,37070.8
000028.SZ,20260709,21,497212,150,0,0,349849,410885,581113,48,153,286287,175953,717996,-0.0004882812500000763,0,20.47,153,1004283,102,321259,73700,0,20.48,0,153,0,0,257418,-4097,-183718,353946,-183718
000028.SZ,20260709,22,325723.89999999997,104,0,7,207631.8,87441.1,337985.9,24,107,138522.1,138522.1,327770.89999999997,-0.0014655593551537657,0,20.44,107,466293,80,187201.8,2047,0,20.47,0,100,0,0,0,-40866,2047,248497.8,2047
000028.SZ,20260709,23,255049,68,0,1,-120347,393819,214275,43,73,361205,306098,263211,-0.0019569471624267466,0,20.4,73,624416,25,-51049,4079.9999999999995,0,20.47,0,72,0,0,59189,4088,-55109,-124435,-55109
000028.SZ,20260709,24,719423.2,82,0,0,160594.8,331446.2,514494,29,90,167322,165280,723507.2,0,0,20.4,90,890829.2,53,554143.2,4084.0000000000005,0,20.37,0,90,0,0,2042.0000000000002,-20411,2042.0000000000002,181005.8,2042.0000000000002
000028.SZ,20260709,25,75622.9,25,0,0,-26089.20000000001,107829.1,81739.9,8,25,113946.1,113946.1,75622.9,0.0014705882352941736,0,20.43,25,189569,17,-38323.20000000001,0,0,20.37,0,25,0,0,0,0,0,-26089.20000000001,0
000028.SZ,20260709,26,18350,33,0,0,-195931.7,208160.7,16309,29,34,210199.7,210199.7,18350,-0.0024473813020068876,0,20.38,34,228549.7,4,-191849.7,0,0,20.41,0,34,0,0,0,-4079.9999999999995,0,-191851.7,0
000028.SZ,20260709,27,44730,115,0,0,-933318.2999999999,1095475.2999999998,44730,99,125,1200785.9,1010153.8999999999,58926,-0.004906771344455244,-32105.6,20.28,125,1259711.9,16,-965423.9,0,0,20.37,0,125,-32105.6,0,204828,-87401,-204828,-845917.2999999999,-204828
000028.SZ,20260709,28,113604,46,0,0,-66910,143963,129833,28,50,221092,221092,113604,0.0004930966469427027,0,20.29,50,334696,18,-107488,0,0,20.28,0,50,0,0,0,-52780,0,-14130,0
000028.SZ,20260709,29,56827,60,0,0,-178483,290053,56827,47,63,308324,235310,56827,0,0,20.29,63,365151,13,-178483,0,0,20.31,0,63,0,0,73014,-18271,-73014,-160212,-73014
000028.SZ,20260709,30,119510,66,0,0,-663920.8,1111784.8,143810,47,69,1223224.8,832030.8,119510,-0.001971414489896459,0,20.25,69,1342734.8,19,-712520.8,0,0,20.29,0,69,0,0,391194,-87140,-391194,-576780.8,-391194
000028.SZ,20260709,31,104949,59,0,0,-56145,250278,194133,35,59,339462,339462,104949,0,0,20.25,59,444411,24,-234513,0,0,20.25,0,59,0,0,0,0,0,-56145,0
000028.SZ,20260709,32,105419.9,135,0,2,-433240.6,560915.5,113522.9,100,135,569018.5,554866.5,105419.9,-0.0019753086419752666,0,20.21,135,674438.4,35,-449446.6,0,0,20.25,0,133,0,0,14152,0,-14152,-433240.6,-14152
000028.SZ,20260709,33,208113.5,162,0,1,-314992.5,525121.5,204071.5,113,166,539261.5,531186,208113.5,0.0004948045522017818,0,20.22,166,747375,49,-323072.5,0,0,20.21,0,165,0,0,8075.5,-2018,-8075.5,-312974.5,-8075.5
000028.SZ,20260709,34,167812,151,0,2,-501208,621508.5,80892,133,151,534588.5,495180,167812,-0.0014836795252224325,0,20.19,151,702400.5,18,-327368,0,0,20.22,0,149,0,0,39408.5,0,-39408.5,-501208,-39408.5
000028.SZ,20260709,35,919243,224,0,4,-1544056.5,2259846.5,238121,188,228,1586770.5,1092955.5,929338,-0.0009905894006933915,0,20.17,228,2516108.5,36,-173712.50000000006,10095,0,20.19,0,224,0,0,493815,-6051,-483720,-1538005.5,-483720
000028.SZ,20260709,36,227852.99999999997,153,0,0,-139649.2,387084.8,286264.8,101,157,453569.6,394589.39999999997,227852.99999999997,0.0004957858205254343,0,20.18,157,681422.6,52,-166736.40000000002,50924.2,0,20.17,0,157,0,0,8056,4039,42868.2,-143688.2,42868.2
000028.SZ,20260709,37,254742.4,242,0,1,-353155,646665.4,304214.5,165,248,671320.4,632999.4,293685.5,-0.0004955401387511403,0,20.17,248,965005.9,77,-378257,42979.100000000006,0,20.18,0,247,0,0,34285,-2010.000000000001,8694.100000000002,-351145,8694.100000000002
000028.SZ,20260709,38,202101.2,239,0,1,-434166.8,668529,238411.2,176,241,700802,668530,214209.2,0.0004957858205254343,0,20.18,241,915011.2,63,-466428.8,20179,0,20.17,0,240,0,0,24201,-8071,-4022,-426095.8,-4022
000028.SZ,20260709,39,244151,160,0,2,-122951,401371,264334,115,162,415500,359036,258277,0.0004955401387513164,0,20.19,162,673777,45,-114885,28252,0,20.18,0,160,0,0,42338,0,-14086,-122951,-14086
000028.SZ,20260709,40,238758,108,0,3,18712,222068,254925,53,111,234185,232166,250884,0.0004952947003466077,0,20.2,111,485069,55,6592,12126,0,20.19,0,108,0,0,2019.0000000000002,-4038.000000000001,10107,22750,10107
000028.SZ,20260709,41,111089,133,0,0,-244442.9,371698.9,129277,106,134,393926.9,391907.9,111089,-0.0004950495049503966,0,20.19,134,505015.9,27,-280818.9,0,0,20.2,0,134,0,0,2019.0000000000002,-4040,-2019.0000000000002,-240402.9,-2019.0000000000002
000028.SZ,20260709,42,202263.69999999998,230,0,1,-463694.02,635686.71,509332.99,170,234,686088.9999999999,572758.2999999999,475088.69999999995,-0.0004952947003467837,0,20.18,234,1161177.7,60,-370494.60000000003,357707,0,20.2,0,233,0,0,28448.7,-8082,329258.3,-455612.02,329258.3
000028.SZ,20260709,43,248545.8,197,0,0,-187183.40000000002,407666.9,218259.8,136,203,399594.9,395357.2,248545.8,-0.0004955401387511403,0,20.17,203,648140.7,61,-146811.40000000002,0,0,20.19,0,203,0,0,4237.7,-2014.0000000000011,-4237.7,-185169.40000000005,-4237.7
000028.SZ,20260709,44,498518.49999999994,233,0,0,-55255.2,576057.4,524027.99999999994,134,244,623804.9,621785.9,498518.49999999994,0.0024789291026275236,0,20.22,244,1122323.4,99,-123267.40000000001,0,0,20.17,0,244,0,0,2019.0000000000002,-5244.799999999999,-2019.0000000000002,-50010.40000000001,-2019.0000000000002
000028.SZ,20260709,45,381378.7,174,0,1,-390570.5299999999,709402.0299999999,290500.5,106,185,669127.83,659012.83,381378.7,0.0009891196834816802,0,20.24,185,1050506.53,68,-277634.13,0,0,20.23,0,184,0,0,10115,18216,-10115,-408786.5299999999,-10115
000028.SZ,20260709,46,532212.36,295,0,1,-625686.7899999999,1305334.9000000004,730838.46,207,307,1345984.0000000005,1210865.35,730669.36,-0.0024703557312251564,0,20.19,307,2076653.3599999999,88,-678652.9899999999,198457,0,20.24,0,306,0,0,135118.65,12147.999999999998,63338.350000000006,-637834.7899999999,63338.350000000006
000028.SZ,20260709,47,680370.9,241,0,0,-1009997.8999999998,1213629.15,159139.5,193,249,713599.2499999999,668095.9999999998,682387.9,-0.0004952947003467837,0,20.18,249,1395987.1500000006,48,12274.900000000169,0,0,20.19,0,249,0,0,47520.25,-3028.4999999999995,-47520.25,-1006969.3999999998,-47520.25
000029.SZ,20260709,0,2147398,620,3,2,1275801,2295871,2642622,248,746,2690992,1322017,2936762,-0.008516360376512672,0,22.12,743,5627754,372,825381,679015,0,22.31,3,741,0,0,1479324,128741,-800309,1147060,-800309
000029.SZ,20260709,1,1584718,407,0,2,489582,2353596,1926831,184,437,2115242,1156570,2330195,-0.004972875226039757,0,22.01,437,4445437,223,428148,410359,0,22.08,0,435,0,0,1293790,32916,-883431,456666,-883431
000029.SZ,20260709,2,1393368,373,0,0,-1121823,1366348,5023222,102,408,4521965,2451295,3199995,0.016356201726487933,0,22.37,408,7721960,271,-1057927,3855233,0,22.04,0,408,0,0,22064,-945528,3833169,-176295,3833169
000029.SZ,20260709,3,1067912.2,321,0,1,331718.79999999993,2151423.4,1709496.4000000001,119,358,2461032.4,1301851.4,1539063,-0.0049172999552972475,0,22.26,358,4000095.4,202,-233939.19999999998,451100.8,0,22.37,0,357,0,0,1179231,45515.6,-728130.2,286203.19999999995,-728130.2
000029.SZ,20260709,4,833497,343,0,0,-117408,1050914,866952,160,353,1051067,924401,933496,-0.003144654088050327,0,22.19,353,1984563,183,-90904,66699,0,22.26,0,353,0,0,159966,-26713,-93267,-90695,-93267
000029.SZ,20260709,5,1131570,320,0,0,405024,877772,1200608,120,333,920154,686612,1218278,0.0027039206849931822,0,22.25,333,2138432,200,444958,129053,0,22.23,0,333,0,0,191197,20044,-62144,384980,-62144
000029.SZ,20260709,6,841394,285,0,3,357889,944592,887927,105,313,913778,619029,1043157,-0.004494382022471974,-2214,22.15,313,1956935,180,222365,71031,0,22.25,0,310,-2214,0,425481,60104,-354450,297785,-354450
000029.SZ,20260709,7,1193439,324,0,0,661345,1254595,1632432,97,344,1691081,824976,1554234,0.0018058690744922213,0,22.19,344,3245315,227,368463,573446,0,22.15,0,344,0,0,653454,203500,-80008,457845,-80008
000029.SZ,20260709,8,802023,139,0,0,691025,124329,822027,29,142,150980,150980,917474,0.0027039206849931822,0,22.25,142,1068454,110,651043,115451,0,22.18,0,142,0,0,0,108778,115451,582247,115451
000029.SZ,20260709,9,877881,111,0,0,176975,547608,827312,39,119,412122,407674,1056315,0.0008988764044943629,0,22.27,119,1468437,72,470207,178434,0,22.22,0,119,0,0,4448,71257,173986,105718,173986
000029.SZ,20260709,10,645781,121,0,0,467719,184748,674754,27,121,191434,191434,668068,-0.0008980691513246329,0,22.25,121,859502,94,454347,22287,0,22.25,0,121,0,0,0,0,22287,467719,22287
000029.SZ,20260709,11,295703,98,0,0,-337556,595475,277938,53,102,615489,615489,295703,-0.0017977528089887257,0,22.21,102,911192,45,-319786,0,0,22.25,0,102,0,0,0,-20019,0,-317537,0
000029.SZ,20260709,12,757703,155,0,0,391932,416721,795365,66,162,438897,392383,804234,-0.001350742908599781,0,22.18,162,1243131,89,365320,46531,0,22.2,0,162,0,0,46514,13305,17,378627,17
000029.SZ,20260709,13,935183.6,195,0,0,551905.6,681944,1338914.6,62,209,1087795,556070,1050553.6,-0.000901713255184832,0,22.16,209,2138348.6,133,379113.6,335068,0,22.16,0,209,0,0,312027,-82024,23041,633929.6,23041
000029.SZ,20260709,14,653278,181,0,2,227141,787847,805768,85,194,821272,607403,829830,-0.004061371841155228,0,22.07,194,1651102,96,45875,79532,0,22.15,0,192,0,0,310889,-22137,-231357,249278,-231357
000029.SZ,20260709,15,650090,233,0,1,287925,474985,873523,80,244,618733,618733,802742,0.002265518803806104,0,22.12,244,1421475,153,31357,152652,0,22.08,0,243,0,0,0,42039,152652,245886,152652
000029.SZ,20260709,16,706266,263,0,3,-52360,990924,859150,101,272,1086171,887040,819254,0.0004520795660035267,0,22.13,272,1905425,162,-180774,113050,0,22.12,0,269,0,0,199069,-6605,-86019,-45755,-86019
000029.SZ,20260709,17,371353,129,0,0,-428621,894901,327180,66,132,848512,707196,384622,-0.00045187528242196165,0,22.12,132,1233134,63,-335843,13269,0,22.13,0,132,0,0,141316,11053,-128047,-439674,-128047
000029.SZ,20260709,18,674168,232,0,0,-200575,861416,764806,77,249,1166333,976421,725010,-0.0009041591320072139,0,22.1,249,1891343,155,-302253,61906,0,22.12,0,249,0,0,178848,-220907,-116942,20332,-116942
000029.SZ,20260709,19,881707,274,0,0,208072,777387,1045096,137,278,883349,876731,956808,0.00045248868778271535,0,22.11,278,1840157,137,4976,75101,0,22.1,0,278,0,0,6618,8846,68483,199226,68483
000029.SZ,20260709,20,678453,226,0,0,6587,689528,724950,78,236,716052,716052,731698,0.0049751243781094275,0,22.22,236,1447750,148,-37599,53245,0,22.13,0,236,0,0,0,24410,53245,-17823,53245
000029.SZ,20260709,21,1668837,357,0,1,714868,791133,3957209,89,377,641664,592677,4356064,0.004500450045004565,0,22.32,377,4997728,268,1076160,2705030,0,22.22,0,376,0,0,31184,222638,2673846,492230,2673846
000029.SZ,20260709,22,3810391,800,0,4,2216024,2234564,10708965,180,831,3290816,1855427,9958762,0.016577060931899687,0,22.69,831,13249578,620,1954964,7042510,0,22.32,0,827,0,0,541250,242883,6501260,1973141,6501260
000029.SZ,20260709,23,917287,233,0,0,-602920,1443174,1300080,122,248,1441058,1411627,1429117,-0.002203613926840049,0,22.64,248,2870175,111,-494340,480148,0,22.69,0,248,0,0,61113,-40791.00000000001,419035,-562129,419035
000029.SZ,20260709,24,1235097,649,0,0,-500502,3174253,5443950,251,674,3519314,1978545,5386124,0.00574204946996462,0,22.77,674,8905438,398,-743448,4219641,0,22.64,0,674,0,0,1472155,-22713,2747486,-477789,2747486
000029.SZ,20260709,25,1026961,194,0,0,-663564,1452040,802269,115,201,976874,831271,1327552,0.0017566974088712845,0,22.81,201,2304426,79,195690,232281,0,22.83,0,201,0,0,213913,4575,18368,-668139,18368
000029.SZ,20260709,26,1047563,249,0,1,-283416,1349150,2622774,90,263,1536909,1415728,2588479,0.0021920210434020477,-80185,22.86,263,4125388,159,-368165,1600386,0,22.8,0,262,-80185,0,61711,-18365,1538675,-265051,1538675
000029.SZ,20260709,27,316809,108,0,0,-732008,1023808,275826,90,109,989683,980567,316809,-0.005686789151356037,0,22.73,109,1306492,18,-663758,0,0,22.87,0,109,0,0,9116,6858,-9116,-738866,-9116
000029.SZ,20260709,28,1026533,244,0,0,306800,571894,3528505,51,253,367009,296013,3781350,0.007039155301363843,0,22.89,253,4148359,193,730520,2761792,0,22.73,0,253,0,0,64021,47960,2697771,258840,2697771
000029.SZ,20260709,29,1596716,438,0,0,-216403,2217713,5423125,127,453,2462465,2118019,5363572,0.008300567933595357,0,23.08,453,7826037,311,-521303,3798941,0,22.88,0,453,0,0,312361,64765,3486580,-281168,3486580
000029.SZ,20260709,30,1049497,382,0,0,-1803503,3424224,4689413,228,402,3844433,2525834,4887586,-0.002599653379549338,0,23.02,402,8732019,154,-1476337,3955699,0,23.08,0,402,0,0,1200989,-313982,2754710,-1489521,2754710
000029.SZ,20260709,31,1593823,315,0,0,400692,1116974,4489240,133,339,1119869,931059,4643521,0.009122502172024365,0,23.23,339,5763390,182,662764,3065947,0,23.04,0,339,0,0,172561,-78188,2893386,478880,2893386
000029.SZ,20260709,32,475242,222,0,2,-548738,1272511,747097,142,232,1477004,1405220,591246,-0.004735256134309059,0,23.12,232,2068250,80,-929978,97468,0,23.25,0,230,0,0,90320,-16176,7148,-532562,7148
000029.SZ,20260709,33,531938,178,0,3,-721108,1035630,268433,131,208,834662,767650,587404,-0.00043252595155716104,0,23.11,208,1422066,47,-235712,23140,0,23.18,0,205,0,0,99338,-30109,-76198,-690999,-76198
000029.SZ,20260709,34,605799,257,0,3,-374347,1118792,511008,185,276,1176577,1017122,656653,0.0008654262224145207,0,23.13,276,1833230,72,-411323,62407,0,23.14,0,273,0,0,147902,147942,-85495,-522289,-85495
000029.SZ,20260709,35,3226349,564,0,3,1337287,2021546,9225259,184,588,2514999,2154450,8984405,0.026805015131863424,0,23.75,588,11499404,380,1071899,5976093,0,23.12,0,585,0,0,142512,-32845,5833581,1370132,5833581
000029.SZ,20260709,36,1376871.8,765,2,3,-2309377.2,5943467,4963430.8,389,810,6911630,3914911,4656336.8,-0.0025263157894736305,0,23.69,808,11567966.8,376,-2538039.2,3624245,0,23.75,2,805,0,0,2651939,-357035,972306,-1952342.2,972306
000029.SZ,20260709,37,787449.7,357,0,2,-1416443,2967581.7,1046092.2,232,390,2960428.2,2122155.7,1249469.7,-0.006753904601097515,0,23.53,390,4209897.9,125,-1334706,327909,0,23.67,0,388,0,0,972383.5,-139428,-644474.5,-1277015,-644474.5
000029.SZ,20260709,38,908076,325,0,2,-1151596,2332622,710460,239,336,2071550,1608000,1089150,-0.0008499787505312186,0,23.51,336,3160700,86,-699924,32926,0,23.52,0,334,0,0,611698,-108206,-578772,-1043390,-578772
000029.SZ,20260709,39,668258,239,0,3,-653534,1611171,1052194,145,261,1618383,1284398,1202684,0,0,23.51,261,2821067,94,-616140,454415,0,23.51,0,258,0,0,413996,-54138,40419,-599396,40419
000029.SZ,20260709,40,1165608,294,0,2,-922909,1999262,1318160,155,305,1832241,1759253,1767572,0.005954912803062399,0,23.65,305,3599813,139,-593645,576048,0,23.52,0,303,0,0,98904,235337,477144,-1158246,477144
