stock_code,transaction_date,window_id,small_passive_buy_amount,active_inferred_count,order_age_missing_count,order_age_fifo_count,Q_rule_t,active_sell_amount,active_buy_amount,active_sell_count,window_trade_count,signal_deal_sell_amount,small_passive_sell_amount,signal_deal_buy_amount,pi_max_price_impact_pct,R_seed_t,window_close_price,order_age_recovered_count,deal_amount,active_buy_count,signed_mix_qr_amount,large_active_buy_amount,side_fallback_count,window_open_price,order_age_unresolved_count,order_age_direct_count,passive_retail_amount,unknown_side_amount,large_active_sell_amount,passive_quant_amount,signed_large_active_amount,active_non_large_amount,CH_rule_t
000301.SZ,20260709,40,2444073,975,0,4,212934,2294158,2803654,565,986,2365742,2308781,2769689,0.0033057851239670184,0,12.14,986,5135431,410,135292,325616,0,12.1,0,982,0,0,56961,-27907,268655,240841,268655
000301.SZ,20260709,41,3542806,654,0,2,-301198,3385437,3291386,303,655,2791691,2656512,3886350,0.0032948929159801604,0,12.18,655,6678041,351,886294,343544,0,12.14,0,653,0,0,135179,1218,208365,-302416,208365
000301.SZ,20260709,42,4297990.68,1486,0,9,1539749.52,3623391.94,5791212.4,813,1534,4532131.66,3517494.5999999996,5219474.68,0.0057471264367816325,7356,12.25,1534,9751606.34,673,780496.0800000001,1236135,0,12.18,0,1525,7356,0,699986.06,-91922,536148.94,1631671.52,536148.94
000301.SZ,20260709,43,3337339.4800000004,1453,0,37,-1932011.98,6638096.52,3449298.74,958,1483,6802527.779999999,5430557.9799999995,3686920.4800000004,-0.004081632653061282,9816,12.2,1483,10489448.259999998,495,-2093218.5,252950,0,12.25,0,1446,9816,0,1468600.8,41135,-1215650.8,-1973146.98,-1215650.8
000301.SZ,20260709,44,3893430.6,1287,0,4,300970.80000000005,3837579,4117864.8,724,1295,4044944.2,3992526.2,3925163.6,0.0024590163934427164,0,12.23,1295,7970107.8,563,-99095.59999999986,31733,0,12.2,0,1291,0,0,52418,0,-20685,300970.80000000005,-20685
000301.SZ,20260709,45,8438887,1795,0,7,1795634,6521836,10782813,595,1854,6964641,6244347,11153186,0.017170891251022002,0,12.44,1854,18117827,1200,2194540,2638366,0,12.24,0,1847,0,0,796227,-623204,1842139,2418838,1842139
000301.SZ,20260709,46,8650515,2046,0,13,2248724,8715345,11995972,890,2089,9138143,6282841,11783764,0.012057877813504852,0,12.59,2089,20921907,1156,2367674,3442358,0,12.43,0,2076,0,0,2546193,-135738,896165,2384462,896165
000301.SZ,20260709,47,5666085.6,1179,0,10,8005561,3645768,13594591,384,1203,9861947.4,9201661.4,7539980.6,-0.008737092930897493,-10016,12.48,1203,17401928,795,-3535575.8,2251940,0,12.59,0,1193,-10016,0,282241,26437,1969699,7979124,1969699
000333.SZ,20260709,0,36224907.76,4025,1,17,-1200133.2399999998,69058957.47,56134754,2154,4800,71223894,33086806,71140940.47,-0.0003797949107482104,-749438,78.96,4799,142364834.47,1871,3138101.76,31937933.74,0,78.99,1,4782,-749438,0,41115186.97,2546817,-9177253.23,-3746950.24,-9177253.23
000333.SZ,20260709,1,21233784.5,3409,0,11,-8942094.5,63653181.5,31953714.5,2232,3900,54121541.5,21947335,50357581.5,-0.0007598784194527364,0,78.9,3900,104479123,1177,-713550.4999999999,19330923,0,78.92,0,3889,0,0,41967080.5,121215,-22636157.5,-9063309.5,-22636157.5
000333.SZ,20260709,2,21208695.58,5331,1,7,-8505030.42,144575610.6,45405007.34,3891,5691,143659625.76,25590478,54948508.18,-0.0036755386565273285,0,78.61,5690,198608133.94,1440,-4381782.42,31212837.76,0,78.89,1,5683,0,0,120596122.60000001,1282288,-89383284.84,-9787318.42,-89383284.84
000333.SZ,20260709,3,23142786,2571,0,2,2021909.2999999998,27121429.38,44854126.65,1136,2961,30802960.65,16406445.7,48171008.379999995,0.008650298944154774,7887,79.29,2961,78973969.03,1435,6736340.3,27186774.65,0,78.67,0,2959,7887,0,12237962.68,-761976,14948811.97,2783885.3,14948811.97
000333.SZ,20260709,4,10356311,1535,0,2,-7102224,24677559.35,27809732.65,849,1750,34582848.35,17159307,25156794.65,-0.005675368898978469,0,78.84,1750,59739643,686,-6802996,20039364.65,0,79.26,0,1748,0,0,12184660.35,-2379693,7854704.299999999,-4722531,7854704.299999999
000333.SZ,20260709,5,17406556.12,1540,0,2,10379364.120000001,15060879.09,23957077.12,649,1757,17639438.939999998,10384494,26413485.27,0.002790461694571269,0,79.06,1757,44052924.21,891,7022062.12,7385430,0,78.83,0,1755,0,0,8876444.09,-7848,-1491014.0899999999,10387212.120000001,-1491014.0899999999
000333.SZ,20260709,6,8942011,1519,0,4,-4158235,26562842,11356360.22,964,1633,21792062.22,13069874,18115840,-0.0036681001770807772,0,78.77,1633,39907902.22,555,-4127863,3644996.22,0,79.05,0,1629,0,0,14251021,442222,-10606024.78,-4600457,-10606024.78
000333.SZ,20260709,7,8255450,1215,0,1,-1591967,13516891,14154381,655,1317,13170406,8869679,16276752,0.0024120858194743903,0,78.96,1317,29447158,560,-614229,6932656,0,78.76,0,1316,0,0,5389373,-686174,1543283,-905793,1543283
000333.SZ,20260709,8,8343526,1160,0,5,-2781882,13363768,9960547,619,1251,14483941,11567070,10054907,-0.0021529888551163564,0,78.79,1251,24538848,541,-3223544,1814141,0,78.96,0,1246,0,0,2814111,-378631,-999970,-2403251,-999970
000333.SZ,20260709,9,10507026,1459,0,3,-471102,16673116,22762045,659,1557,20555052,10192260,20690698,0.00456910775479121,0,79.15,1557,41245750,800,314766,13541618,0,78.79,0,1554,0,0,7004846,-23259,6536772,-447843,6536772
000333.SZ,20260709,10,11315481,1480,0,2,4338011,12054646,19121200,702,1582,13449064,7912722,19445260,-0.00012634238787119538,0,79.14,1582,32894324,778,3402759,7932117,0,79.15,0,1580,0,0,5734004,-530430,2198113,4868441,2198113
000333.SZ,20260709,11,7361153,1060,0,0,-3895089,14062217,6997563,682,1132,12703189,9438310,9321001,-0.0006317917614353949,0,79.09,1132,22024190,378,-2077157,893219,0,79.13,0,1132,0,0,4331508,-268724,-3438289,-3626365,-3438289
000333.SZ,20260709,12,15873668,1411,0,1,2399221,20223083,17023831,868,1477,17882960,12857211,24781131,-0.001896573523833679,0,78.94,1477,42664091,543,3016457,6061919,0,79.07,0,1476,0,0,7871293,3789099,-1809374,-1389878,-1809374
000333.SZ,20260709,13,15841730,1574,0,8,1846231,19677485,37638920,762,1603,16889443,11764585,40885789,0.0032936407398024463,0,79.2,1603,57775232,812,4077145,23165716,0,78.95,0,1595,0,0,7003201,47311,16162515,1798920,16162515
000333.SZ,20260709,14,9570594,1113,0,1,4501539,10265979,20209929,462,1190,12872791,8128049,19155851,0.0007575757575757863,0,79.26,1190,32028642,651,1442545,9624919,0,79.2,0,1189,0,0,4705080,-522572,4919839,5024111,4919839
000333.SZ,20260709,15,23313893,1655,0,1,3451071,20653416,26745005,771,1761,16800865,11454597,33023824,0.002271006813020346,214191,79.44,1761,49824689,884,11859296,8797273,0,79.26,0,1760,214191,0,6258926,-102171,2538347,3553242,2538347
000333.SZ,20260709,16,15337231,2519,0,1,1931852,21460100,30545667,894,2608,21491530,13212961,31778059,0.0008811681772407778,0,79.51,2608,53269589,1625,2124270,15900724,0,79.44,0,2607,0,0,8818673,-71664,7082051,2003516,7082051
000333.SZ,20260709,17,7551628,1026,0,3,-2471565,13288977,9150142,609,1047,13559676,10389229,9308694,-0.00176078480694253,0,79.37,1047,22868370,417,-2837601,1518761,0,79.51,0,1044,0,0,3408752,-222721,-1889991,-2248844,-1889991
000333.SZ,20260709,18,10470095,1487,0,2,-1830270,16706506,13506691,822,1555,16002165,9946916,15439705,-0.001511906261811825,-23799,79.25,1555,31441870,665,523179,4930549,0,79.38,0,1553,-23799,0,6094310,205784,-1163761,-2036054,-1163761
000333.SZ,20260709,19,10803880,1444,0,1,2044634,24965477,14748920,879,1476,22179616,8426886,18208060,-0.0007570977917981359,0,79.19,1476,40387676,565,2376994,4483476,0,79.28,0,1475,0,0,16673434,71233,-12189958,1973401,-12189958
000333.SZ,20260709,20,8573488,934,0,0,2259314,8167367,13088522,349,996,9102455,6663008,13334231,0.0011365071347392778,0,79.28,996,22436686,585,1910480,4792449,0,79.18,0,996,0,0,2407741,-277133,2384708,2536447,2384708
000333.SZ,20260709,21,7241191,907,0,1,1825101,10173124,11771473,422,985,10555417,7621342,12531421,0.0006306760847628299,0,79.33,985,23086838,485,-380151,3776683,0,79.28,0,984,0,0,4447622,-444187,-670939,2269288,-670939
000333.SZ,20260709,22,10033822,1059,0,0,1674831,10570070,12683063,466,1138,10784785,8080999,14054133,0.0002521114332534479,-324858,79.35,1138,24838918,593,1952823,3141037,0,79.33,0,1138,-324858,0,3583060,-880185,-442023,2555016,-442023
000333.SZ,20260709,23,12105516,1212,0,1,4697516,17527202,15579409,560,1281,18717102,9025720,15381144,-0.0021424070573407374,0,79.18,1281,34098246,652,3079796,3418779,0,79.34,0,1280,0,0,9548231,515857,-6129452,4181659,-6129452
000333.SZ,20260709,24,12605114.67,1404,0,2,1302038.3199999998,15305166.68,17867890,641,1470,15654277.01,10733317.01,18564704.67,-0.0002525890376358958,0,79.16,1470,34218981.68,763,1871797.6600000001,5872527,0,79.19,0,1468,0,0,5008023,-396181,864504,1698219.3200000003,864504
000333.SZ,20260709,25,7066712,922,0,0,-4709322,15414271,8055981,573,965,15786534,11253610,9013166,-0.0007579585649318125,0,79.1,965,24799700,349,-4186898,1337494,0,79.16,0,965,0,0,5141884,-1155422,-3804390,-3553900,-3804390
000333.SZ,20260709,26,11691712.8,1395,0,0,-828328.2,22498035.2,15265886,800,1465,22884368.2,12504215,16500932,-0.0008849557522123032,0,79.03,1465,39385300.2,595,-812502.2,3977478.1999999997,0,79.11,0,1465,0,0,11211894.200000001,-830595,-7234416,2266.7999999998137,-7234416
000333.SZ,20260709,27,11549368,1212,0,1,-6874030,34228468,15688427,804,1293,34269330,18107242,18326412,-0.0006326711375426693,0,78.98,1293,52595742,408,-6557874,5079472,0,79.05,0,1292,0,0,17859660,-1114177,-12780188,-5759853,-12780188
000333.SZ,20260709,28,9528012,1189,0,0,-3887749.96,16822424.96,14733230,561,1224,16727317.96,12585547.96,15397302,0.00101291466193971,7908,79.06,1224,32124619.96,628,-3057535.96,5742845,0,78.99,0,1224,7908,0,4268215,-323925,1474629.9999999998,-3563824.96,1474629.9999999998
000333.SZ,20260709,29,6592580,1286,0,0,-5533073.8,24251321.4,20499405,756,1350,25431542.4,13188291.8,20821336,-0.00037945863900836244,0,79.03,1350,46252878.4,530,-6595711.8,13865728,0,79.07,0,1350,0,0,12606278.6,-521708,1259449.4000000004,-5011365.8,1259449.4000000004
000333.SZ,20260709,30,6632956,1080,0,0,-4234853.76,21333692.759999998,8228199,704,1119,19882779.759999998,11026033.76,10318752,-0.0006326711375426693,0,78.98,1119,30201531.76,376,-4393077.76,1705663,0,79.03,0,1119,0,0,10836879,-260576,-9131216,-3974277.76,-9131216
000333.SZ,20260709,31,9210995.76,1278,0,0,-3772743,17975441,12143889.68,755,1319,20697556.240000002,13390117.24,10479132.44,-0.0006330716637122962,0,78.93,1319,31176688.68,523,-4179121.4800000004,3337312.68,0,78.98,0,1319,0,0,5238263,157858,-1900950.3199999998,-3930601,-1900950.3199999998
000333.SZ,20260709,32,7836357,1338,0,6,-8048106,23046747,10054633,871,1424,22668986,14953847,11884702,0,0,78.93,1424,34553688,467,-7117490,2928291,0,78.92,0,1418,0,0,8835193,-962894,-5906902,-7085212,-5906902
000333.SZ,20260709,33,8238567,1324,0,0,-8482025,19923836,11025600,876,1431,20902363,15631676,12682593,-0.0005067781578614753,0,78.89,1431,33584956,448,-7393109,3797019,0,78.94,0,1431,0,0,5917694,-1704464,-2120675,-6777561,-2120675
000333.SZ,20260709,34,12487942,1891,0,1,-13667586,37957051,16971380,1214,2076,34522579,23711300,24319499,0.00012675877804544449,0,78.9,2076,58842078,677,-11223358,6439374,0,78.89,0,2075,0,0,16203462,-2446003,-9764088,-11221583,-9764088
000333.SZ,20260709,35,10622580,1357,0,0,-5866091,18806793,12270339,817,1431,20194394,17087703,12467720,0,0,78.9,1431,32662114,540,-6465123,1797844,0,78.91,0,1431,0,0,3153987,-685780,-1356143,-5180311,-1356143
000333.SZ,20260709,36,11767848,1597,0,3,-5124876,21100870.12,17439886,872,1713,23472000.12,17685350,17438319,0.0016476552598225025,0,79.03,1713,40910319.12,725,-5917502,5891826,0,78.91,0,1710,0,0,5565295.12,-1137361,326530.88,-3987515,326530.88
000333.SZ,20260709,37,16014920.99,1705,0,3,-8255325.640000001,30718820.880000003,23444365,993,1823,34851989.89,23676994.65,22355701.990000002,0.0010122738200683068,0,79.11,1823,57207691.88,712,-7662073.66,8461643,0,79.02,0,1820,0,0,9054133.24,-1573360,-592490.2400000002,-6681965.640000001,-592490.2400000002
000333.SZ,20260709,38,13405491,2002,0,5,-19958926,39246244,28327962,1150,2182,44649407,31830721,29481393,-0.00037921880925295335,0,79.08,2182,74130800,852,-18425230,17176060,0,79.1,0,2177,0,0,11718528,-3583112,5457532,-16375814,5457532
000333.SZ,20260709,39,20401723.01,1942,0,8,-14586803.98,41792890,21511692.430000003,1141,2090,41580649,30674990.99,27033474.430000003,-0.0018968133535659014,0,78.93,2090,68614123.43,801,-10273267.98,5913471.42,0,79.07,0,2082,0,0,11623938.01,-16073,-5710466.59,-14570730.98,-5710466.59
000333.SZ,20260709,40,11405452.58,1164,0,10,2241334.58,16085265,17242010.58,500,1184,17849028,11157396,15968627.58,0.002280501710376189,0,79.11,1184,33817655.58,664,248056.58000000007,5029744,0,78.93,0,1174,0,0,6225063,-110730,-1195319,2352064.58,-1195319
000333.SZ,20260709,41,20043991,1541,0,0,8465529,17216233,31572717,613,1601,22545695,16068979,27945145,0.002528125395019629,7929.000000000001,79.31,1601,50490840,928,3975012,10007523,0,79.1,0,1601,7929.000000000001,0,4370347,-253779,5637176,8719308,5637176
000333.SZ,20260709,42,15239728,1749,0,4,-1220012,21653406,20061278,767,1767,22692330,18537086,19307750,0,0,79.31,1767,42000080,982,-3297358,3949356,0,79.31,0,1763,0,0,4273910,47562,-324554,-1267574,-324554
000333.SZ,20260709,43,11401877,1464,0,7,-6259491,23681931,16242579,766,1484,23602933,17582042,16694516,0.00100870003782623,0,79.39,1484,40297449,698,-6180165,4959715,0,79.31,0,1477,0,0,6353815,-214238.99999999997,-1394100,-6045252,-1394100
000333.SZ,20260709,44,17754406.830000002,2083,0,5,920973.6300000001,22906865.2,26359504.89,1068,2130,23486767.2,18562841.2,27144584.89,-0.0007557626905152069,0,79.33,2130,50631352.09,1015,-808434.3700000001,8153050.06,0,79.38,0,2125,0,0,6161053.999999999,-539670,1991996.0600000005,1460643.6300000001,1991996.0600000005
000333.SZ,20260709,45,18302783.939999998,2024,0,4,-351.0600000000559,24024166,31924617.94,1041,2123,28526336,22334637,29788482.939999998,0.0005042228665070749,0,79.37,2123,58314818.94,983,-4031853.0600000005,11907739,0,79.34,0,2119,0,0,5769659,-1762723,6138080,1762371.94,6138080
000333.SZ,20260709,46,13362186,2657,0,5,-4905412,38938738,33001477,1608,2742,46839762,25761942,26886780,0.0002519843769685778,0,79.39,2742,73726542,1049,-12399756,16487515,0,79.37,0,2737,0,0,18114899,-595535,-1627384.0000000005,-4309877,-1627384.0000000005
000333.SZ,20260709,47,23924265.57,1750,0,0,24684289.66,11354317,51823331,649,1824,30721930.09,24087840.09,34242092.910000004,-0.0007557626905152069,0,79.33,1824,64964023.000000015,1101,-163574.5199999997,16372316.34,0,79.39,0,1824,0,0,579601,7991,15792715.34,24676298.66,15792715.34
000338.SZ,20260709,0,47596241,6769,4,2,2907983,66692852,66468346.68,3209,7736,72254928,34788768,81132467.68,0.011811023622047183,0,28.27,7732,153387395.67999998,3560,12807473,35677492.68,0,27.94,4,7730,0,0,35324894,3485087,352598.67999999993,-577104,352598.67999999993
000338.SZ,20260709,1,35914156.2,9440,0,7,11367459.2,59382857,71888137.1,4398,10448,64761627,31449231,81163170.1,-0.0035373187124159134,0,28.17,10448,145924797.1,5042,4464925.2,41710975.9,0,28.29,0,10441,0,0,36850434,3722721,4860541.9,7644738.2,4860541.9
000338.SZ,20260709,2,31109932,6577,0,0,-2365970,56003580,45081622,3540,7566,59520716,31309186,52176390,-0.01384451544195955,-111760,27.78,7566,111697106,3037,-199254,22272512,0,28.17,0,7566,-111760,0,27005476,3823024,-4732964,-6188994,-4732964
000338.SZ,20260709,3,22100797,5505,0,4,-3566340,41037804,25600169,3740,5998,38907923,21534379,34164525,-0.010439164866810752,0,27.49,5998,73072448,1765,566418,8951709,0,27.81,0,5994,0,0,20485563,337441,-11533854,-3903781,-11533854
000338.SZ,20260709,4,20193153,4596,2,4,-5875680.52,42225137.52,25263465,3063,5012,32894411.52,20224523.52,39758872,0.0018188432157148313,0,27.54,5010,72653283.52000001,1533,-31370.52000000002,11342136,0,27.49,2,5006,0,0,20893471,1534657,-9551335,-7410337.52,-9551335
000338.SZ,20260709,5,14837162,4273,0,14,2377506,38407530,29008105,2413,4507,30644750,13334014,39260154,0.0068990559186638085,0,27.73,4507,69904904,1860,1503148,15593988,0,27.54,0,4493,0,0,26139740,1231179,-10545752,1146327,-10545752
000338.SZ,20260709,6,13328219,3176,0,3,121402,18063400,17089054,1934,3321,14914260,10866043,22356804,-0.003606202668590026,0,27.63,3321,37271064,1242,2462176,6697452,0,27.73,0,3318,0,0,6379350,1413850,318102,-1292448,318102
000338.SZ,20260709,7,8595132,2286,0,0,3600847,9773171,12473717,1300,2383,8690783,5474927,14509215,0.0028954035468694117,0,27.71,2383,23199998,986,3120205,4359271,0,27.64,0,2383,0,0,4770668,488904,-411397,3111943,-411397
000338.SZ,20260709,8,6465781,2436,0,2,-1825504,9878036,15282459,1290,2487,9595389,8102639,15950146,-0.0003608805485384902,0,27.7,2487,25545535,1146,-1636858,9176954,0,27.72,0,2485,0,0,1800161,146866,7376793,-1972370,7376793
000338.SZ,20260709,9,10421190.17,2318,0,10,-422536.29000000004,18474106.23,16632011.94,1177,2356,20555995,10922804,14758313.17,0.004693140794223791,0,27.83,2356,35314308.17,1141,-501613.8300000001,6201813,0,27.71,0,2346,0,0,7768501,-147130,-1566688,-275406.29000000004,-1566688
000338.SZ,20260709,10,13815720,3111,0,0,2687895,14638214,18215709.17,1695,3214,13754370.66,9592221,20725484.509999998,-0.0007186489399927982,0,27.81,3214,34479855.17,1416,4223499,6575685.17,0,27.83,0,3214,0,0,4496229,1189856,2079456.17,1498039,2079456.17
000338.SZ,20260709,11,11209020,2899,0,0,741269,14768464,16113019,1952,2952,16417553,8797457,14923034,-0.006472491909385103,0,27.63,2952,31340587,947,2411563,6079199,0,27.81,0,2952,0,0,5254911,221002,824288,520267,824288
000338.SZ,20260709,12,7130348,1952,0,5,660484,7279145,7197175,1002,1996,7262752,6188872,7514161,-0.003257328990228008,0,27.54,1996,14776913,950,941476,383813,0,27.61,0,1991,0,0,1073880,52387,-690067,608097,-690067
000338.SZ,20260709,13,6458593,1681,0,0,-650933,10888543,8853167,864,1727,11463520,7769484,8970851,-0.0007262164124909068,0,27.52,1727,20434371,817,-1310891,2570356,0,27.54,0,1727,0,0,3635938,318861,-1065582,-969794,-1065582
000338.SZ,20260709,14,7524793,2273,0,1,-374552,17062129.009999998,9175508,1442,2343,15878733.41,8239733,11033625.6,-0.004360465116279106,0,27.4,2343,26912359.009999998,831,-714940,2012594,0,27.51,0,2342,0,0,9135239.01,389424,-7122645.01,-763976,-7122645.01
000338.SZ,20260709,15,10505234,3020,5,10,-3865598,25678771,12036461,2139,3099,22404759,13180884,16417118,-0.00474452554744522,0,27.27,3094,38821877,881,-2675650,2812431,0,27.4,5,3084,0,0,12323328,265815,-9510897,-4131413,-9510897
000338.SZ,20260709,16,10033374,2317,0,0,-558009,15823266,11349813,1442,2375,13518253,8177501,14061348,0.0018335166850018596,0,27.32,2375,27579601,875,1855873,2703467,0,27.27,0,2375,0,0,6665259,-46348,-3961792,-511661,-3961792
000338.SZ,20260709,17,15073483,2991,0,0,4963287,71370985,16158072,2070,3158,62270911,12283750,30440683,-0.0036603221083455866,0,27.22,3158,92711594,921,2789733,4031132,0,27.35,0,3158,0,0,61323229,2884103,-57292097,2079184,-57292097
000338.SZ,20260709,18,6514412,1765,0,2,-1507244,7687285,7572322,1029,1821,7658523,6874416,8031264,0.00036737692872893326,0,27.23,1821,15689787,736,-360004,1781218,0,27.22,0,1819,0,0,519741,-130804,1261477,-1376440,1261477
000338.SZ,20260709,19,8799871,2061,0,3,-2178099,14896961,9241895,1410,2138,14201940,9440868,10814817,-0.001836210062431168,0,27.18,2138,25016757,651,-640997,1678026,0,27.23,0,2135,0,0,5097992,57001,-3419966,-2235100,-3419966
000338.SZ,20260709,20,7331766,2112,0,1,-5656662,18230136,6976345,1595,2241,15960591,9867264,10419160,-0.0029433406916849997,0,27.1,2241,26379751,517,-2535498,1790200,0,27.19,0,2240,0,0,7390521,-3192,-5600321,-5653470,-5600321
000338.SZ,20260709,21,4179389,1812,0,5,-3559742,12679931,5127233,1281,1858,12382160,6969951,5731002,-0.001107011070110743,0,27.07,1858,18113162,531,-2790562,1470521,0,27.09,0,1853,0,0,5493301,-29824,-4022780,-3529918,-4022780
000338.SZ,20260709,22,4156774.88,1837,0,5,-2836256.6399999997,13971956.64,5701836,1264,1916,13911350.76,7301327.76,6469796.88,0.0018470631695604253,0,27.12,1916,20381147.64,573,-3144552.88,1661955,0,27.09,0,1911,0,0,7261090,-165271,-5599135,-2670985.6399999997,-5599135
000338.SZ,20260709,23,5808633,1314,0,6,2459941,6725719,6360523,671,1387,7005781,3852728,6662802,0.005530973451327381,0,27.27,1387,13668583,643,1955905,680818,0,27.12,0,1381,0,0,3326404,179551,-2645586,2280390,-2645586
000338.SZ,20260709,24,13799895,2892,0,1,3157250,16324537,23502042,1728,3017,16840545,8662013,23782844,0.008067473414008026,0,27.49,3017,40623389,1164,5137882,11179682,0,27.27,0,3016,0,0,6981799,177628,4197883,2979622,4197883
000338.SZ,20260709,25,9105025,1731,0,0,1236454,10304899,12642743,787,1761,10462784,7570999,12837148,0.0036376864314296626,0,27.59,1761,23299932,944,1534026,3868025,0,27.49,0,1761,0,0,2755883,10752,1112142,1225702,1112142
000338.SZ,20260709,26,7748374,1899,0,0,-2323056,15356015,12579689,1217,1945,12830727,8056442,15713119,-0.0032620514679231553,0,27.5,1945,28543846,682,-308068,6193741,0,27.58,0,1945,0,0,6545289,101722,-351548,-2424778,-351548
000338.SZ,20260709,27,7877886,1842,0,0,-5680394,16240030,8819028,1245,1899,14609989,10419668,11119713,-0.0003636363636364205,0,27.49,1899,25729702,597,-2541782,2966702,0,27.5,0,1899,0,0,4465446,241864,-1498744,-5922258,-1498744
000338.SZ,20260709,28,6442714,2002,0,1,405331,10862214,11303263,1439,2014,13794513,9897071,8532538,-0.004728992360858458,0,27.36,2014,22327051,563,-3454357,3064849,0,27.49,0,2013,0,0,2922417,106714,142432,298617,142432
000338.SZ,20260709,29,7830976,1489,0,0,4302122,6692446,9569143,699,1513,6805509,4147902,9543632,0.00365497076023397,0,27.46,1513,16349141,790,3683074,1469678,0,27.37,0,1513,0,0,2900585,-5482,-1430907,4307604,-1430907
000338.SZ,20260709,30,6154535,1757,0,0,-54762,7255037,7554192,1094,1793,7729428,6544411,7463399,-0.0021849963583394855,0,27.4,1793,15192827,663,-389876,1330625,0,27.46,0,1793,0,0,1163256,-186548,167369,131786,167369
000338.SZ,20260709,31,11428356,1598,0,2,5952598,6917056,12909500,731,1668,8381246,7172064,12637963,0.004744525547445349,115374,27.53,1668,21019209,867,4256292,1542676,0,27.4,0,1666,115374,0,876113,626717,666563,5325881,666563
000338.SZ,20260709,32,20216444,2668,0,1,10168731,12509745,26810130,978,2843,16260375,13562665,26997507,0.009444242644387868,0,27.79,2843,43257882,1690,6653779,7418560,0,27.53,0,2842,0,0,2060213,1226693,5358347,8942038,5358347
000338.SZ,20260709,33,26580151,3220,0,0,14916396,16134497,29370234,1182,3390,16460724,11243617,32483203,0.005397625044980286,0,27.94,3390,48943927,2038,15336534,6074528,0,27.79,0,3390,0,0,5045631,2709556,1028897,12206840,1028897
000338.SZ,20260709,34,21740678,3747,0,5,6728124,22137026,32443188,1517,4074,26038014,16592014,33475241,-0.0025053686471009405,0,27.87,4074,59513255,2230,5148664,12898889,0,27.94,0,4069,0,0,8281674,1039177,4617215,5688947,4617215
000338.SZ,20260709,35,30526913.8,2931,0,4,19523110.799999997,12344042,39777316.8,1101,3084,12031699.8,8343893,42794056.2,0.004664513814137029,0,28,3084,54825756,1830,22183020.799999997,12749038.2,0,27.87,0,3080,0,0,3205911,1632963.2,9543127.2,17890147.6,9543127.2
000338.SZ,20260709,36,29205290.2,4391,0,2,10872106.2,22235260,37930637.8,1479,4674,23455625,16329534,40156145.8,0.001785714285714311,0,28.05,4674,63611770.8,2912,12875756.2,12147695.6,0,28.01,0,4672,0,0,5929251,1395173,6218444.6,9476933.2,6218444.6
000338.SZ,20260709,37,24985555,3444,0,14,12487126,18478199,29087473,1044,3859,22948363,10399375,30781877,-0.0021390374331551614,0,27.99,3859,53730240,2400,14586180,9413447,0,28.04,0,3845,0,0,8931863,2359436,481584,10127690,481584
000338.SZ,20260709,38,26242935,3154,0,9,9121894,20462207,28296097,1266,3311,20457566,14725091,30436490,-0.0032154340836012814,0,27.9,3311,50894056,1888,11517844,4826349,0,27.99,0,3302,0,0,5099681,1014672,-273332,8107222,-273332
000338.SZ,20260709,39,19432234,2095,0,3,1209844,22466765,20532192,1120,2131,19434428,14024798,24002508,-0.0010752688172042146,0,27.87,2131,43436936,975,5407436,3550269,0,27.9,0,2128,0,0,6429635,265051,-2879366,944793,-2879366
000338.SZ,20260709,40,14393968,2148,0,19,-4216893,29894367,16992642,1298,2155,26575385,15550145,20428826,0.000358808754933549,0,27.88,2155,47004211,850,-1156177,4246234,0,27.88,0,2136,0,0,12813864,117202,-8567630,-4334095,-8567630
000338.SZ,20260709,41,11167150,1433,0,1,1256156,9632168,16007233,643,1438,8999312,8282708,16743385,0.0025107604017216745,0,27.95,1438,25742697,790,2884442,5751938,0,27.88,0,1437,0,0,540901,92128,5211037,1164028,5211037
000338.SZ,20260709,42,13400267,2433,0,33,2659475,11870958,15050024,1154,2524,13098608,12018484,14480951,-0.0007155635062611655,0,27.93,2524,27579559,1279,1381783,1094649,0,27.95,0,2491,0,0,1066159,-491101,28490,3150576,28490
000338.SZ,20260709,43,22814869,3398,0,8,1514646,23141474,32434701,1514,3429,21494021,14856921,34776838,0.003938417472252038,0,28.04,3429,56270859,1884,7957948,13314778,0,27.93,0,3421,0,0,5284291,251906,8030487,1262740,8030487
000338.SZ,20260709,44,18515508,2920,0,9,-2429315,20888444,21735538,1599,2927,19683962,18519053,22987637,-0.0010699001426532663,0,28.01,2927,42671599,1321,-3545,4472129,0,28.04,0,2918,0,0,1164909,30811,3307220,-2460126,3307220
000338.SZ,20260709,45,20032422,3134,0,10,4348118,20644221,26819149,1517,3155,20608179,15987104,27006423,0.0007140307033202275,0,28.03,3155,47614602,1617,4045318,6691335,0,28,0,3145,0,0,4903741,-39216,1787594,4387334,1787594
000338.SZ,20260709,46,41556169,4336,0,11,7853421.529999999,43167973.17,36804586,2653,4606,38018935.47,21825864.47,49412270.7,-0.0046378879771674115,44697,27.9,4606,87431206.17,1683,19730304.53,7029791,0,28.02,0,4595,44697,0,17019381.7,4227218,-9989590.7,3626203.53,-9989590.7
000338.SZ,20260709,47,34572082.56,2813,0,6,-14087424.959999999,64042873.56,17669642,1753,3309,41302062,21378364.400000002,47644904.56,-0.0021505376344085566,0,27.84,3309,88946966.56,1060,13193718.160000002,2751595,0,27.88,0,3303,0,0,30244924.599999998,4792477,-27493329.599999998,-18879901.96,-27493329.599999998
