trade_date,up_count,down_count,breadth_ratio,breadth_balance,p_mean,p_median,p_std,i_mean,i_median,i_std,d_mean,d_median,d_std,market_regime
20260707,20,78,0.25641,-0.591837,0.227971,0.24737,0.059815,0.083517,0.072407,0.029253,0.722773,0.696199,0.052039,弱趋势下跌
