trade_date,up_count,down_count,breadth_ratio,breadth_balance,p_mean,p_median,p_std,i_mean,i_median,i_std,d_mean,d_median,d_std,market_regime
20260709,61,39,1.564103,0.22,0.000479,0.000454,0.00334,0.000328,0.000029,0.002333,0.000932,0.000551,0.001152,弱趋势上行
