trade_date,up_count,down_count,breadth_ratio,breadth_balance,p_mean,p_median,p_std,i_mean,i_median,i_std,d_mean,d_median,d_std,market_regime
20260708,26,49,0.530612,-0.306667,0.199535,0.224985,0.07378,0.085544,0.077218,0.023891,0.785305,0.698601,0.127799,弱趋势下跌
