trade_date,up_count,down_count,breadth_ratio,breadth_balance,p_mean,p_median,p_std,i_mean,i_median,i_std,d_mean,d_median,d_std,market_regime
20260709,40,57,0.701754,-0.175258,-0.000137,-0.000006,0.003599,0.000204,0.000045,0.001735,0.000974,0.00055,0.001549,弱趋势下跌
