trade_date,up_count,down_count,breadth_ratio,breadth_balance,p_mean,p_median,p_std,i_mean,i_median,i_std,d_mean,d_median,d_std,market_regime
20260710,59,34,1.735294,0.268817,6.3e-05,-0.000493,0.005002,3.5e-05,-5e-06,0.001996,0.000715,0.000271,0.001399,震荡中性
