trade_date,symbol,file_role,file_path,file_exists,file_size,null_byte_ratio,encoding_used,header_valid,raw_row_count,effective_row_count,quality_status,reason_code,action
20260710,688560.SH,order,C:\level-2-ana\data\20260710\20260710\688560.SH\逐笔委托.csv,true,878865,0.0,gb18030,true,13404,13404,ok,ok,use_raw
20260710,688560.SH,quote,C:\level-2-ana\data\20260710\20260710\688560.SH\行情.csv,true,1383272,0.0,gb18030,true,3697,3697,ok,ok,use_raw
20260710,688573.SH,trade,C:\level-2-ana\data\20260710\20260710\688573.SH\逐笔成交.csv,true,330048,0.0,gb18030,true,3849,3849,ok,ok,use_raw
20260710,688573.SH,order,C:\level-2-ana\data\20260710\20260710\688573.SH\逐笔委托.csv,true,952151,0.0,gb18030,true,14393,14393,ok,ok,use_raw
20260710,688573.SH,quote,C:\level-2-ana\data\20260710\20260710\688573.SH\行情.csv,true,1236616,0.0,gb18030,true,3363,3363,ok,ok,use_raw
20260710,688582.SH,trade,C:\level-2-ana\data\20260710\20260710\688582.SH\逐笔成交.csv,true,2855256,0.0,gb18030,true,33422,33422,ok,ok,use_raw
20260710,688582.SH,order,C:\level-2-ana\data\20260710\20260710\688582.SH\逐笔委托.csv,true,5899508,0.0,gb18030,true,89885,89885,ok,ok,use_raw
20260710,688582.SH,quote,C:\level-2-ana\data\20260710\20260710\688582.SH\行情.csv,true,1804348,0.0,gb18030,true,4905,4905,ok,ok,use_raw
20260710,688592.SH,trade,C:\level-2-ana\data\20260710\20260710\688592.SH\逐笔成交.csv,true,497928,0.0,gb18030,true,5776,5776,ok,ok,use_raw
20260710,688592.SH,order,C:\level-2-ana\data\20260710\20260710\688592.SH\逐笔委托.csv,true,815487,0.0,gb18030,true,12194,12194,ok,ok,use_raw
20260710,688592.SH,quote,C:\level-2-ana\data\20260710\20260710\688592.SH\行情.csv,true,1183155,0.0,gb18030,true,3226,3226,ok,ok,use_raw
20260710,688613.SH,trade,C:\level-2-ana\data\20260710\20260710\688613.SH\逐笔成交.csv,true,769339,0.0,gb18030,true,8916,8916,ok,ok,use_raw
20260710,688613.SH,order,C:\level-2-ana\data\20260710\20260710\688613.SH\逐笔委托.csv,true,1056299,0.0,gb18030,true,16247,16247,ok,ok,use_raw
20260710,688613.SH,quote,C:\level-2-ana\data\20260710\20260710\688613.SH\行情.csv,true,1415020,0.0,gb18030,true,3818,3818,ok,ok,use_raw
20260710,688685.SH,trade,C:\level-2-ana\data\20260710\20260710\688685.SH\逐笔成交.csv,true,1332636,0.0,gb18030,true,15494,15494,ok,ok,use_raw
20260710,688685.SH,order,C:\level-2-ana\data\20260710\20260710\688685.SH\逐笔委托.csv,true,2142917,0.021356403444463785,gb18030,true,32023,32023,ok,ok,use_raw
20260710,688685.SH,quote,C:\level-2-ana\data\20260710\20260710\688685.SH\行情.csv,true,1665897,0.0,gb18030,true,4546,4546,ok,ok,use_raw
20260710,688687.SH,trade,C:\level-2-ana\data\20260710\20260710\688687.SH\逐笔成交.csv,true,554386,1.0,,false,0,0,null_filled,null_filled_raw_file,impute
20260710,688687.SH,order,C:\level-2-ana\data\20260710\20260710\688687.SH\逐笔委托.csv,true,843646,1.0,,false,0,0,null_filled,null_filled_raw_file,impute
20260710,688687.SH,quote,C:\level-2-ana\data\20260710\20260710\688687.SH\行情.csv,true,1185393,1.0,,false,0,0,null_filled,null_filled_raw_file,impute
20260710,688717.SH,trade,C:\level-2-ana\data\20260710\20260710\688717.SH\逐笔成交.csv,true,1333777,1.0,,false,0,0,null_filled,null_filled_raw_file,impute
20260710,688717.SH,order,C:\level-2-ana\data\20260710\20260710\688717.SH\逐笔委托.csv,true,2508860,1.0,,false,0,0,null_filled,null_filled_raw_file,impute
20260710,688717.SH,quote,C:\level-2-ana\data\20260710\20260710\688717.SH\行情.csv,true,1631613,1.0,,false,0,0,null_filled,null_filled_raw_file,impute
