trade_date,symbol,window_id,mode_name,q_type,u_source_type,estimator_method,state_space_contract,psi_prediction_semantics,y_observed,y_hat_next,v_q_observed,v_hat_q_next,c_p,c_i,c_d,eps,capital_ch,capital_q,capital_retail,capital_mix,beta_norm_ch_diag,beta_norm_q_diag,beta_norm_retail_diag,beta_norm_mix_diag,m_eff_ch_diag,m_eff_q_diag,m_eff_retail_diag,m_eff_mix_diag,beta_norm_unit,m_eff_source_type,m_eff_clipped_flag,closure_impl_error,model_residual,param_stability_flag,m_eff_rank_eligible,data_leakage_check,m_slow_method,thin_trade_window,cross_symbol_comparable,domain_mapping_valid_flag,warnings
20260710,600353.SH,36,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.009201,-0.010141,0.009201,-0.010141,0.012907,-0.009149,0.004692,0.000751,0.045416,-0.027539,-0.00497,-0.032509,0.032621,0.016155,-0.202686,0.019349,30.654792,61.901105,4.93373,51.683572,amount_response,amount_ratio_proxy,false,8.67e-19,0.000751,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600353.SH,37,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.010451,0.002497,-0.010451,0.002497,-0.009531,0.008823,-0.009433,-0.00031,-0.00786,-0.00047,-0.0012,-0.00167,0.010334,-0.000184,-0.040091,-0.000646,96.767885,5441.450469,24.943128,1548.757418,amount_response,amount_ratio_proxy,false,8.67e-19,-0.00031,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600353.SH,38,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.002472,0.003786,0.002472,0.003786,0.002121,-0.009752,0.010128,-0.000025,0.002112,0.000003,0.000006,0.000008,-0.002636,0.000001,0.001561,0.000003,379.383228,1000000,640.777313,375021.423071,amount_response,amount_ratio_proxy,true,8.67e-19,-0.000025,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600353.SH,39,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.004483,-0.015583,0.004483,-0.015583,0.008198,0.002257,-0.006669,0.000697,0.001859,0.00526,0.001079,0.006339,0.000373,0.001015,,0.001223,2679.824563,985.325365,,817.590224,amount_response,amount_ratio_proxy,false,8.67e-19,0.000697,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600353.SH,40,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.016068,-0.010059,-0.016068,-0.010059,-0.019008,0.004466,-0.00104,-0.000485,-0.009903,-0.009105,-0,-0.009105,0.001239,-0.005257,0,-0.005359,807.040333,190.214122,1000000,186.598697,amount_response,amount_ratio_proxy,true,8.67e-19,-0.000485,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600353.SH,41,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.00998,-0.008155,-0.00998,-0.008155,-0.005715,-0.015,0.010656,0.000079,-0.001293,-0.001011,-0.003412,-0.004423,0.000505,-0.001287,,-0.005632,1980.549476,776.875571,,177.544061,amount_response,amount_ratio_proxy,false,8.67e-19,0.000079,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600353.SH,42,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.008018,-0.004258,-0.008018,-0.004258,0.004138,-0.009126,-0.003167,0.000137,0.005573,-0.001436,-0,-0.001436,-0.001193,-0.000394,0,-0.000396,837.990319,2538.875967,1000000,2526.38742,amount_response,amount_ratio_proxy,true,8.67e-19,0.000137,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600353.SH,43,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.004388,-0.001142,-0.004388,-0.001142,0.004062,-0.007296,-0.001024,-0.00013,0.013195,-0.004875,-0.004258,-0.009133,-0.002567,-0.001452,,-0.00272,389.569224,688.854284,,367.662645,amount_response,amount_ratio_proxy,false,8.67e-19,-0.00013,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600353.SH,44,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.000928,-0.005936,-0.000928,-0.005936,0.004855,-0.004096,-0.001901,0.000214,0.011681,-0.006826,-0,-0.006826,0.002483,-0.006152,,-0.006152,402.733207,162.544697,,162.544697,amount_response,amount_ratio_proxy,false,8.67e-19,0.000214,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600353.SH,45,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.005805,0.000271,-0.005805,0.000271,-0.003372,-0.000745,-0.001819,0.000131,0.00121,-0.004582,-0,-0.004582,-0.000305,0.150211,,0.150211,3279.02379,6.657294,,6.657294,amount_response,amount_ratio_proxy,false,8.67e-19,0.000131,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600353.SH,46,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.000234,-0.010599,-0.000234,-0.010599,0.002965,-0.005267,0.002573,-0.000504,0.002723,0.000242,0,0.000242,0.004669,0.001024,-0,0.001045,214.192173,976.962504,1000000,956.790324,amount_response,amount_ratio_proxy,true,8.67e-19,-0.000504,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600353.SH,47,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.014249,-0.010599,-0.014249,-0.010599,-0.007181,-0.000467,-0.002952,-0.00365,-0.004198,-0.000639,-0.002344,-0.002983,-0.014768,-0.000036,1.071702,-0.00017,67.712659,27402.514147,0.933095,5870.726284,amount_response,amount_ratio_proxy,false,8.67e-19,-0.00365,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,0,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.006224,-0.00214,-0.006224,-0.00214,0,0,0,-0.006224,0,-0,0,-0,-0,0,,0,1000000,1000000,,1000000,amount_response,amount_ratio_proxy,true,8.67e-19,-0.006224,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,1,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.002088,0.008411,-0.002088,0.008411,0.000578,-0.002718,0,0.000053,-0.000166,0.000744,0,0.000744,-0.000124,0.00884,,0.00884,8080.628878,113.118944,,113.118944,amount_response,amount_ratio_proxy,false,8.67e-19,0.000053,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,2,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.008368,0.01019,0.008368,0.01019,0.008107,0.000158,0.000146,-0.000043,0.007757,0.00035,0,0.00035,0.025653,0.000675,,0.000675,38.98251,1480.695178,,1480.695178,amount_response,amount_ratio_proxy,false,8.67e-19,-0.000043,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,3,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.010373,-0.001955,0.010373,-0.001955,0.010372,-0.000551,0.000369,0.000184,0.007314,0.003058,0,0.003058,0.009833,0.001635,,0.001635,101.700905,611.629745,,611.629745,amount_response,amount_ratio_proxy,false,8.67e-19,0.000184,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,4,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.002053,0.008149,-0.002053,0.008149,-0.00146,-0.000565,0.00007,-0.000098,0.006592,-0.008051,-0,-0.008051,-2.66558,0.003243,,0.003243,0.375153,308.388895,,308.388895,amount_response,amount_ratio_proxy,false,8.67e-19,-0.000098,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,5,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.00823,0.004097,0.00823,0.004097,0.008496,0.000081,-0.000429,0.000082,-0.00001,0.008506,0,0.008506,-0.003754,0.003078,,0.003078,266.407012,324.899171,,324.899171,amount_response,amount_ratio_proxy,false,8.67e-19,0.000082,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,6,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.004082,0.002018,0.004082,0.002018,0.004226,-0.000482,0.000352,-0.000015,0.000015,0.004211,0,0.004211,0.000056,0.00165,,0.00165,17983.197507,605.883189,,605.883189,amount_response,amount_ratio_proxy,false,8.67e-19,-0.000015,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,7,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.002033,0.000004,0.002033,0.000004,0.002425,-0.000267,-0.000141,0.000015,0.001853,0.000572,0,0.000572,,0.000175,,0.000175,,5713.478465,,5713.478465,amount_response,amount_ratio_proxy,false,8.67e-19,0.000015,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,8,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0,-0.002019,0,-0.002019,0.000195,-0.000122,-0.000069,-0.000004,0,0.000195,0,0.000195,-0,0.000164,,0.000164,1000000,6097.250854,,6097.250854,amount_response,amount_ratio_proxy,true,8.67e-19,-0.000004,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,9,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.002028,0.002047,-0.002028,0.002047,-0.00195,-0.000002,-0.000068,-0.000009,-0.000158,-0.001791,-0,-0.001791,-0.000073,-0.42533,,-0.42533,13617.099458,2.351117,,2.351117,amount_response,amount_ratio_proxy,false,8.67e-19,-0.000009,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,10,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.002033,-0.001367,0.002033,-0.001367,0.001989,0.000125,-0.000067,-0.000015,0.002004,-0.000015,-0,-0.000015,-0.01028,0.000519,,0.000519,97.275222,1927.998046,,1927.998046,amount_response,amount_ratio_proxy,false,8.67e-19,-0.000015,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,11,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.002028,0.004053,-0.002028,0.004053,-0.001363,-0.000137,0.000132,-0.000661,-0.001402,0.000039,0,0.000039,0.501998,-0.00002,,-0.00002,1.992041,50362.701331,,50362.701331,amount_response,amount_ratio_proxy,false,8.67e-19,-0.000661,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,12,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.004065,-0.003944,0.004065,-0.003944,0.004387,-0.000201,-0.000132,0.000012,-0.000013,0.004399,0,0.004399,-0.000042,0.004728,,0.004728,24041.355764,211.493396,,211.493396,amount_response,amount_ratio_proxy,false,8.67e-19,0.000012,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,13,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.004049,0.002095,-0.004049,0.002095,-0.003888,-0.000254,0.000198,-0.000104,0.000281,-0.004169,-0,-0.004169,-0.00768,0.001363,,0.001363,130.208839,733.819023,,733.819023,amount_response,amount_ratio_proxy,false,8.67e-19,-0.000104,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,14,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.002033,-0.000458,0.002033,-0.000458,0.002152,0.000207,-0.000264,-0.000062,-0.000037,0.002189,0,0.002189,,0.002649,,0.002649,,377.530418,,377.530418,amount_response,amount_ratio_proxy,false,8.67e-19,-0.000062,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,15,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0,0.00357,0,0.00357,-0.000495,-0.000161,0.000198,0.000458,0,-0.000495,-0,-0.000495,,0.000193,,0.000193,,5185.317518,,5185.317518,amount_response,amount_ratio_proxy,false,8.67e-19,0.000458,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,16,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.004057,-0.002047,0.004057,-0.002047,0.003407,0.000229,-0.000066,0.000487,0,0.003407,0,0.003407,0,0.001227,,0.001227,1000000,814.833977,,814.833977,amount_response,amount_ratio_proxy,true,8.67e-19,0.000487,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,17,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.00202,0.004054,-0.00202,0.004054,-0.002161,-0.000016,0.000131,0.000027,0.001315,-0.003476,-0,-0.003476,,0.001198,,0.001198,,834.547977,,834.547977,amount_response,amount_ratio_proxy,false,8.67e-19,0.000027,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,18,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.004049,0.000018,0.004049,0.000018,0.004106,0.000143,-0.000195,-0.000006,0,0.004106,0,0.004106,0,0.00217,,0.00217,1000000,460.786709,,460.786709,amount_response,amount_ratio_proxy,true,8.67e-19,-0.000006,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,19,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0,0.0017,0,0.0017,0.000087,-0.000263,0.000194,-0.000018,0.00791,-0.007823,-0,-0.007823,,0.001911,,0.001911,,523.40756,,523.40756,amount_response,amount_ratio_proxy,false,8.67e-19,-0.000018,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,20,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.002016,-0.000257,0.002016,-0.000257,0.001838,-0.000009,-0.000129,0.000316,0,0.001838,0,0.001838,0,0.003711,,0.003711,1000000,269.458973,,269.458973,amount_response,amount_ratio_proxy,true,8.67e-19,0.000316,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,21,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0,0.001618,0,0.001618,-0.000349,0.000028,0.000064,0.000257,0.000082,-0.000431,-0,-0.000431,,0.000237,,0.000237,,4223.67544,,4223.67544,amount_response,amount_ratio_proxy,false,8.67e-19,0.000257,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,22,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.002012,-0.000014,0.002012,-0.000014,0.001553,0.000129,-0.000064,0.000394,0,0.001553,0,0.001553,0,0.000656,,0.000656,1000000,1524.747047,,1524.747047,amount_response,amount_ratio_proxy,true,8.67e-19,0.000394,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,23,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0,0.00087,0,0.00087,-0.000145,0.000067,0.000063,0.000014,0.000275,-0.000419,-0,-0.000419,,0.000482,,0.000482,,2072.981631,,2072.981631,amount_response,amount_ratio_proxy,false,8.67e-19,0.000014,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,24,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.002008,0.000065,0.002008,0.000065,0.000926,0.000007,-0.000063,0.001138,0,0.000926,0,0.000926,-0,0.000294,,0.000294,1000000,3402.071849,,3402.071849,amount_response,amount_ratio_proxy,true,8.67e-19,0.001138,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,25,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0,-0.000075,0,-0.000075,-0.000437,0.000439,0.000063,-0.000065,-0.000004,-0.000433,-0,-0.000433,-0.000005,-0.000887,,-0.000887,201843.378318,1127.167303,,1127.167303,amount_response,amount_ratio_proxy,false,8.67e-19,-0.000065,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,26,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0,-0.002548,0,-0.002548,0.00002,-0.000032,-0.000063,0.000075,0.001721,-0.001701,-0,-0.001701,0.13303,-0.002193,,-0.002193,7.517124,456.020645,,456.020645,amount_response,amount_ratio_proxy,false,8.67e-19,0.000075,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,27,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.004008,-0.000901,-0.004008,-0.000901,-0.002586,0.000037,0,-0.00146,0.000003,-0.002589,-0,-0.002589,0.000351,-0.011785,,-0.011785,2852.639985,84.854124,,84.854124,amount_response,amount_ratio_proxy,false,8.67e-19,-0.00146,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,28,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.002012,0.0012,0.002012,0.0012,-0.000306,-0.000471,-0.000124,0.002913,-0.000001,-0.000305,-0,-0.000305,,-0.000661,,-0.000661,,1512.105977,,1512.105977,amount_response,amount_ratio_proxy,false,8.67e-19,0.002913,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,29,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0,-0.000059,0,-0.000059,-0.000314,0.001327,0.000187,-0.0012,-0,-0.000314,-0,-0.000314,0,0.000097,,0.000097,1000000,10289.678595,,10289.678595,amount_response,amount_ratio_proxy,true,8.67e-19,-0.0012,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,30,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0,-0.003796,0,-0.003796,0.000604,-0.0006,-0.000063,0.000059,0.000158,0.000446,0,0.000446,,0.00014,,0.00014,,7129.059965,,7129.059965,amount_response,amount_ratio_proxy,false,8.67e-19,0.000059,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,31,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.004016,-0.002071,-0.004016,-0.002071,-0.003826,0.00003,0,-0.00022,-0,-0.003826,-0,-0.003826,0,0.000902,,0.000902,1000000,1109.190183,,1109.190183,amount_response,amount_ratio_proxy,true,8.67e-19,-0.00022,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,32,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.002016,-0.000248,-0.002016,-0.000248,-0.002093,0.00015,-0.000128,0.000055,0.000371,-0.002464,-0,-0.002464,-0.029904,0.001155,,0.001155,33.440709,865.777133,,865.777133,amount_response,amount_ratio_proxy,false,8.67e-19,0.000055,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,33,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0,0.002662,0,0.002662,-0.00047,0.000158,0.000064,0.000248,0.000083,-0.000553,-0,-0.000553,,-0.000439,,-0.000439,,2277.406049,,2277.406049,amount_response,amount_ratio_proxy,false,8.67e-19,0.000248,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,34,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.00404,-0.003033,0.00404,-0.003033,0.002473,0.000124,0.000065,0.001378,-0,0.002473,0,0.002473,-0,0.000664,,0.000664,1000000,1505.748398,,1505.748398,amount_response,amount_ratio_proxy,true,8.67e-19,0.001378,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,35,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.004024,-0.001624,-0.004024,-0.001624,-0.003592,0.000428,0.000131,-0.000991,-0.000504,-0.003088,-0,-0.003088,,0.001834,,0.001834,,545.295278,,545.295278,amount_response,amount_ratio_proxy,false,8.67e-19,-0.000991,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,36,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.00202,-0.000133,-0.00202,-0.000133,-0.001127,-0.000235,-0.000263,-0.000396,-0,-0.001127,-0,-0.001127,,0.001349,,0.001349,,741.30394,,741.30394,amount_response,amount_ratio_proxy,false,8.67e-19,-0.000396,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,37,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0,-0.000091,0,-0.000091,-0.000132,-0.000067,0.000065,0.000133,-0,-0.000132,-0,-0.000132,,0.000039,,0.000039,,25329.87,,25329.87,amount_response,amount_ratio_proxy,false,8.67e-19,0.000133,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,38,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0,0.000105,0,0.000105,-0.000224,0.000067,0.000066,0.000091,-0,-0.000224,-0,-0.000224,,-0.001225,,-0.001225,,816.268198,,816.268198,amount_response,amount_ratio_proxy,false,8.67e-19,0.000091,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,39,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.002024,0.000023,0.002024,0.000023,0.000059,0.000045,0,0.001919,-0,0.000059,0,0.000059,,0.000018,,0.000018,,56878.446123,,56878.446123,amount_response,amount_ratio_proxy,false,8.67e-19,0.001919,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,40,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0,-0.00151,0,-0.00151,-0.000872,0.000829,0.000066,-0.000023,-0,-0.000872,-0,-0.000872,,-0.000216,,-0.000216,,4630.814916,,4630.814916,amount_response,amount_ratio_proxy,false,8.67e-19,-0.000023,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,41,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,-0.00202,-0.000398,-0.00202,-0.000398,-0.001433,-0.000011,-0.000066,-0.00051,-0,-0.001433,-0,-0.001433,,-0.001161,,-0.001161,,861.608635,,861.608635,amount_response,amount_ratio_proxy,false,8.67e-19,-0.00051,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,42,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0,0.000052,0,0.000052,-0.000208,-0.000124,-0.000066,0.000398,-0,-0.000208,-0,-0.000208,,-0.000092,,-0.000092,,10862.152951,,10862.152951,amount_response,amount_ratio_proxy,false,8.67e-19,0.000398,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,43,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0,-0.00002,0,-0.00002,-0.000213,0.000199,0.000066,-0.000052,-0,-0.000213,-0,-0.000213,0,0.000057,,0.000057,1000000,17491.393139,,17491.393139,amount_response,amount_ratio_proxy,true,8.67e-19,-0.000052,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,44,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0,-0.000032,0,-0.000032,0.000006,-0.000026,0,0.00002,0.000071,-0.000065,-0,-0.000065,,0.000044,,0.000044,,22975.204075,,22975.204075,amount_response,amount_ratio_proxy,false,8.67e-19,0.00002,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,45,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0,0.000254,0,0.000254,-0.000042,0.00001,0,0.000032,-0,-0.000042,-0,-0.000042,,-0.00002,,-0.00002,,49562.659143,,49562.659143,amount_response,amount_ratio_proxy,false,8.67e-19,0.000032,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,46,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0,0.001736,0,0.001736,0.000238,0.000016,0,-0.000254,-0,0.000238,0,0.000238,-0,0.000224,,0.000224,1000000,4471.266338,,4471.266338,amount_response,amount_ratio_proxy,true,8.67e-19,-0.000254,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600354.SH,47,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.002024,0.001736,0.002024,0.001736,0.001863,-0.000127,0,0.000288,-0.000048,0.001911,0,0.001911,,0.000564,,0.000564,,1773.539502,,1773.539502,amount_response,amount_ratio_proxy,false,8.67e-19,0.000288,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600370.SH,0,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.022989,0.005609,0.022989,0.005609,0,0,0,0.022989,0,0,0,0,-0,0,,0,1000000,1000000,,1000000,amount_response,amount_ratio_proxy,true,1.73e-18,0.022989,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
20260710,600370.SH,1,baseline_4d,window_index,mv_ratio,kalman_filter_realtime,psi_transition_observation_prediction,psi_t_prior_for_prediction,0.005618,-0.000048,0.005618,-0.000048,0.01301,-0.007401,0,0.000009,-0.004654,0.017664,0,0.017664,-0.232443,0.089489,,0.089489,4.30213,11.174599,,11.174599,amount_response,amount_ratio_proxy,false,1.73e-18,0.000009,warn,false,pass,ewma_realtime,false,false,true,KF did not converge
