trade_date,up_count,down_count,breadth_ratio,breadth_balance,p_mean,p_median,p_std,i_mean,i_median,i_std,d_mean,d_median,d_std,market_regime
20260709,0,0,0.0,0.0,-0.000137,-6e-06,0.003599,0.000204,4.5e-05,0.001735,0.000974,0.00055,0.001549,震荡中性
