trade_date,up_count,down_count,breadth_ratio,breadth_balance,p_mean,p_median,p_std,i_mean,i_median,i_std,d_mean,d_median,d_std,market_regime
20260709,0,1,0,-1,-0.000064,-0.000064,0,0.000104,0.000104,0,0.000623,0.000623,0,弱趋势下跌
