trade_date,up_count,down_count,breadth_ratio,breadth_balance,p_mean,p_median,p_std,i_mean,i_median,i_std,d_mean,d_median,d_std,market_regime
20260709,0,1,0,-1,-0.000011,-0.000011,0,0.000114,0.000114,0,0.000107,0.000107,0,弱趋势下跌
