stock_code,transaction_date,mode,kf_converged,dominant_type,dominant_intention,hot_money_ratio,quant_ratio,retail_ratio,phi_tail,theta_tail,beta_ch_tail,beta_q_tail,beta_retail_tail,c_p_tail,c_i_tail,c_d_tail,capital_ch_tail,capital_q_tail,capital_retail_tail,capital_anchor_error_tail,noise_ratio_tail,explain_ratio_tail,capital_identity_error,closure_error,warnings
000001.SZ,20260709,baseline_4d,false,量化,卖出,0.333333,0.666667,0,-0.137066,0.112595,-0.001837,0.001262,0.001262,0,-0.000011,0.000114,-0.000107,0.000025,-0.000036,-0,0.38799,440.937769,0,2.17e-19,8.67e-19,KF did not converge
