stock_code,transaction_date,window_id,order_age_missing_count,window_close_price,active_inferred_count,small_passive_buy_amount,order_age_fifo_count,active_buy_count,deal_amount,Q_rule_t,small_passive_sell_amount,signal_deal_buy_amount,window_trade_count,R_seed_t,order_age_unresolved_count,large_active_buy_amount,large_active_sell_amount,passive_quant_amount,passive_retail_amount,side_fallback_count,order_age_direct_count,active_buy_amount,pi_max_price_impact_pct,order_age_recovered_count,active_sell_amount,window_open_price,active_sell_count,active_non_large_amount,signed_large_active_amount,CH_rule_t,signed_mix_qr_amount,signal_deal_sell_amount,unknown_side_amount
000030.SZ,20260709,15,0,3.94,192,215545,0,156,496180,-39086,280635,215545,195,0,0,0,0,5516,0,0,195,223031,0.0025445292620864595,195,267633,3.94,36,-44602,0,0,-65090,280635,0
000030.SZ,20260709,16,0,3.95,207,332839,0,191,433150,295175,99916,333234,208,0,0,395,0,788,0,0,208,363572,0.0025380710659899065,208,68790,3.94,16,294387,395,395,232923,99916,0
000030.SZ,20260709,17,0,3.93,176,150952,0,65,423283,-60703,272331,150952,180,0,0,0,0,3546,0,0,180,177744,-0.005063291139240511,180,241993,3.94,111,-64249,0,0,-121379,272331,0
000030.SZ,20260709,18,0,3.94,292,438539,0,212,628232,202354,189693,438539,292,0,0,0,0,0,0,0,292,415293,0.0025445292620864595,292,212939,3.93,80,202354,0,0,248846,189693,0
000030.SZ,20260709,19,0,3.94,197,226682,2,143,470391,-43031,243709,226682,199,0,0,0,0,-6698,0,0,197,213680,0,199,250013,3.94,54,-36333,0,0,-17027,243709,0
000030.SZ,20260709,20,0,3.94,145,278164,0,123,346197,244803,68033,278164,145,0,0,0,0,0,0,0,145,295500,0,145,50697,3.94,22,244803,0,0,210131,68033,0
000030.SZ,20260709,21,0,3.94,81,125292,0,77,141798,108786,16506,125292,81,0,0,0,0,0,0,0,81,125292,0,81,16506,3.94,4,108786,0,0,108786,16506,0
000030.SZ,20260709,22,0,3.94,261,369009,0,118,822741,-105159,453732,369009,261,0,0,0,0,0,0,0,261,358791,0,261,463950,3.94,143,-105159,0,0,-84723,453732,0
000030.SZ,20260709,23,0,3.94,68,195037,0,20,473671,-387779,278634,195037,68,0,0,0,0,0,0,0,68,42946,0,68,430725,3.92,48,-387779,0,0,-83597,278634,0
000030.SZ,20260709,24,0,3.94,191,334216,0,107,1253136,185767,142145,991306,191,0,0,776775,0,0,0,0,191,1107839,0,191,145297,3.94,84,185767,776775,776775,192071,261830,0
000030.SZ,20260709,25,0,3.96,87,197380,0,50,293161,-12661,95781,197380,93,0,0,0,0,16590,0,0,93,107465,0.0050761421319797,93,136716,3.94,37,-29251,0,0,101599,95781,0
000030.SZ,20260709,26,0,3.94,28,15406,0,12,89658,-58056,74252,15406,31,0,0,0,0,-20145,0,0,31,15801,-0.005050505050505055,31,53712,3.95,16,-37911,0,0,-58846,74252,0
000030.SZ,20260709,27,0,3.93,78,17751,0,18,401960,-350698,384209,17751,78,0,0,0,0,0,0,0,78,25631,-0.0025380710659897937,78,376329,3.95,60,-350698,0,0,-366458,384209,0
000030.SZ,20260709,28,0,3.93,23,6288,0,5,41568,-28992,35280,6288,23,0,0,0,0,0,0,0,23,6288,0,23,35280,3.93,18,-28992,0,0,-28992,35280,0
000030.SZ,20260709,29,0,3.93,102,130127,0,78,239366,24818,109239,130127,102,0,0,0,0,0,0,0,102,132092,0,102,107274,3.93,24,24818,0,0,20888,109239,0
000030.SZ,20260709,30,0,3.93,152,147820,0,107,402753,-106327,254933,147820,156,0,0,0,0,-9432,0,0,156,146248,0,156,243143,3.94,45,-96895,0,0,-107113,254933,0
000030.SZ,20260709,31,0,3.93,68,122626,0,47,161850,83402,39224,122626,76,0,0,0,0,-8646,0,0,76,121840,0,76,29792,3.93,21,92048,0,0,83402,39224,0
000030.SZ,20260709,32,0,3.93,209,257245,4,87,748109,72257,490864,257245,213,0,0,0,0,-19257,0,0,209,408218,0,213,316704,3.93,122,91514,0,0,-233619,490864,0
000030.SZ,20260709,33,0,3.93,207,144631,0,30,633791,-346495,488768,144631,224,0,0,0,392,49125,0,0,224,72319,0,224,468331,3.92,177,-395620,-392,-392,-344137,489160,0
000030.SZ,20260709,34,0,3.93,154,96052,0,9,343642,-217562,247590,96052,154,0,0,0,0,0,0,0,154,63040,0,154,280602,3.94,145,-217562,0,0,-151538,247590,0
000030.SZ,20260709,35,0,3.93,125,51220,0,37,323176,-220736,271956,51220,125,0,0,0,0,0,0,0,125,51220,0,125,271956,3.94,88,-220736,0,0,-220736,271956,0
000030.SZ,20260709,36,0,3.94,398,1271453,0,231,2526996,1146590,442427,1737947,427,0,0,1182,811934,10638,0,0,427,1418021,0.0025445292620864595,427,1092821,3.94,167,1135952,-810752,-810752,829026,789049,0
000030.SZ,20260709,37,0,3.93,185,85104,0,15,299682,-129474,214578,85104,185,0,0,0,0,0,0,0,185,85104,-0.0025380710659897937,185,214578,3.94,170,-129474,0,0,-129474,214578,0
000030.SZ,20260709,38,0,3.93,311,749722,1,149,1135850,413250,386128,749722,311,0,0,0,0,0,0,0,310,774550,0,311,361300,3.93,162,413250,0,0,363594,386128,0
000030.SZ,20260709,39,0,3.93,173,264491,0,37,548526,-19544,284035,264491,173,0,0,0,0,0,0,0,173,264491,0,173,284035,3.92,136,-19544,0,0,-19544,284035,0
000030.SZ,20260709,40,0,3.94,161,165856,2,104,397665,18149,231809,165856,161,0,0,0,0,0,0,0,159,207907,0.0025445292620864595,161,189758,3.93,57,18149,0,0,-65953,231809,0
000030.SZ,20260709,41,0,3.93,187,40872,0,45,392151,-305691,351279,40872,187,0,0,0,0,0,0,0,187,43230,-0.0025380710659897937,187,348921,3.93,142,-305691,0,0,-310407,351279,0
000030.SZ,20260709,42,0,3.93,293,94327,0,45,541088,-265974,446761,94327,293,0,0,0,0,0,0,0,293,137557,0,293,403531,3.93,248,-265974,0,0,-352434,446761,0
000030.SZ,20260709,43,0,3.93,182,48068,0,27,236708,-140572,188640,48068,182,0,0,0,0,0,0,0,182,48068,0,182,188640,3.93,155,-140572,0,0,-140572,188640,0
000030.SZ,20260709,44,0,3.95,460,879874,0,362,1218655,781102,313896,904759,460,0,0,24885,0,0,0,0,460,1012321,0.005089058524173033,460,206334,3.93,98,781102,24885,24885,565978,313896,0
000030.SZ,20260709,45,0,3.96,261,552683,0,170,773749,331617,221066,552683,261,0,0,0,0,0,0,0,261,552683,0.002531645569620199,261,221066,3.95,91,331617,0,0,331617,221066,0
000030.SZ,20260709,46,0,3.96,255,297396,0,99,699111,-104319,401715,297396,255,0,0,0,0,0,0,0,255,297396,0,255,401715,3.96,156,-104319,0,0,-104319,401715,0
000030.SZ,20260709,47,0,3.94,302,382931,0,37,1357309,-1161309,974378,382931,302,0,0,0,0,0,0,0,302,98000,-0.005050505050505055,302,1259309,3.96,265,-1161309,0,0,-591447,974378,0
000031.SZ,20260709,0,0,2.09,727,1759925,1,254,4152001,-1602230,2380811,1766015,727,0,0,6090,5175,0,0,0,726,1275343,0.004807692307692205,727,2876658,2.08,473,-1602230,915,915,-620886,2385986,0
000031.SZ,20260709,1,0,2.09,519,745407,0,196,2000981,-533041,1236230,745407,519,0,0,0,19344,0,0,0,519,724298,0,519,1276683,2.1,323,-533041,-19344,-19344,-490823,1255574,0
000031.SZ,20260709,2,0,2.11,834,4804290,0,500,6698430,2033602,1866998,4831432,847,0,0,27142,0,13360,0,0,847,4354822,0.00956937799043063,847,2307438,2.1,334,2020242,27142,27142,2937292,1866998,0
000031.SZ,20260709,3,0,2.12,310,527880,0,179,1217639,-161879,689759,527880,310,0,0,0,0,0,0,0,310,527880,0.004739336492891105,310,689759,2.12,131,-161879,0,0,-161879,689759,0
000031.SZ,20260709,4,0,2.12,477,2156198,0,295,2833992,1526497,594085,2239907,477,0,0,83709,0,0,0,0,477,2222099,0,477,611893,2.12,182,1526497,83709,83709,1562113,594085,0
000031.SZ,20260709,5,0,2.11,695,3072137,0,349,5000941,1120771,1928804,3072137,695,0,0,0,0,0,0,0,695,3060856,-0.004716981132075581,695,1940085,2.13,346,1120771,0,0,1143333,1928804,0
000031.SZ,20260709,6,0,2.12,672,1450151,0,284,2797680,-322011,1346890,1450790,674,0,0,639,0,3816,0,0,674,1234338,0.004739336492891105,674,1559526,2.12,388,-325827,639,639,103261,1346890,0
000031.SZ,20260709,7,0,2.12,327,713532,0,127,1348050,30463,633885,713532,327,0,0,0,633,0,0,0,327,688940,0,327,659110,2.13,200,30463,-633,-633,79647,634518,0
000031.SZ,20260709,8,0,2.13,272,689918,0,78,1316161,-53540,617106,696734,272,0,0,6816,2321,0,0,0,272,633558,0.004716981132075371,272,682603,2.13,194,-53540,4495,4495,72812,619427,0
000031.SZ,20260709,9,0,2.11,202,151606,0,49,811980,-521934,655732,151606,202,0,0,0,4642,0,0,0,202,142702,-0.009389671361502356,202,669278,2.13,153,-521934,-4642,-4642,-504126,660374,0
000031.SZ,20260709,10,0,2.11,73,50032,0,16,266940,-166876,216908,50032,73,0,0,0,0,0,0,0,73,50032,0,73,216908,2.11,57,-166876,0,0,-166876,216908,0
000031.SZ,20260709,11,0,2.1,308,576261,0,97,1885413,-732891,1309152,576261,308,0,0,0,0,0,0,0,308,576261,-0.004739336492890894,308,1309152,2.12,211,-732891,0,0,-732891,1309152,0
000031.SZ,20260709,12,0,2.09,524,299266,0,77,2370958,-1954780,2056226,299266,545,0,0,0,15465.999999999998,20160,0,0,545,175576,-0.004761904761904872,545,2165982,2.1,447,-1974940,-15465.999999999998,-15465.999999999998,-1756960,2071692,0
000031.SZ,20260709,13,0,2.09,81,45780,0,30,304731,-213171,258951,45780,81,0,0,0,0,0,0,0,81,45780,0,81,258951,2.09,51,-213171,0,0,-213171,258951,0
000031.SZ,20260709,14,0,2.08,207,222171,0,33,1260063,-816141,1037476,222171,207,0,0,0,416,0,0,0,207,221753,-0.004784688995215209,207,1038310,2.1,174,-816141,-416,-416,-815305,1037892,0
000031.SZ,20260709,15,0,2.09,270,836630,0,89,1809323,-173265,972693,836630,271,0,0,0,0,418,0,0,271,817611,0.004807692307692205,271,991294,2.09,181,-173683,0,0,-136063,972693,0
000031.SZ,20260709,16,0,2.09,64,13440,0,13,213453,-186573,200013,13440,64,0,0,0,0,0,0,0,64,13440,0,64,200013,2.09,51,-186573,0,0,-186573,200013,0
000031.SZ,20260709,17,0,2.09,238,384769,0,77,1145337,-417599,760568,384769,238,0,0,0,0,0,0,0,238,363869,0,238,781468,2.09,161,-417599,0,0,-375799,760568,0
000031.SZ,20260709,18,0,2.08,166,105877,0,29,2084113,-1915207,1978236,105877,166,0,0,0,0,0,0,0,166,84453,-0.004784688995215209,166,1999660,2.08,137,-1915207,0,0,-1872359,1978236,0
000031.SZ,20260709,19,0,2.07,102,87776,0,20,177821,-2268.9999999999995,90045,87776,102,0,0,0,0,0,0,0,102,87776,-0.004807692307692419,102,90045,2.07,82,-2268.9999999999995,0,0,-2268.9999999999995,90045,0
000031.SZ,20260709,20,0,2.07,130,193440,0,84,443703,-56823,250263,193440,130,0,0,0,0,0,0,0,130,193440,0,130,250263,2.07,46,-56823,0,0,-56823,250263,0
000031.SZ,20260709,21,0,2.08,271,421496,0,103,1141370,-260665,706289,435081,271,0,0,13585,0,0,0,0,271,447145,0.004830917874396247,271,694225,2.08,168,-260665,13585,13585,-284793,706289,0
000031.SZ,20260709,22,0,2.08,235,345979,0,131,944155,-164409,514132,346188,235,0,0,209,83835,0,0,0,235,348060,0,235,596095,2.08,104,-164409,-83626,-83626,-168153,597967,0
000031.SZ,20260709,23,0,2.08,145,555000,0,65,741157,162507,186157,555000,145,0,0,0,0,0,0,0,145,451832,0,145,289325,2.07,80,162507,0,0,368843,186157,0
000031.SZ,20260709,24,0,2.08,307,155705,0,102,930921,-619511,775216,155705,307,0,0,0,0,0,0,0,307,155705,0,307,775216,2.08,205,-619511,0,0,-619511,775216,0
000031.SZ,20260709,25,0,2.09,52,92169,0,8,158105,26233,65936,92169,52,0,0,0,0,0,0,0,52,92169,0.004807692307692205,52,65936,2.08,44,26233,0,0,26233,65936,0
000031.SZ,20260709,26,0,2.08,12,7106,0,3,13346,866,6240,7106,12,0,0,0,0,0,0,0,12,7106,-0.004784688995215209,12,6240,2.08,9,866,0,0,866,6240,0
000031.SZ,20260709,27,0,2.08,160,78375,0,31,182791,-26041,104416,78375,160,0,0,0,0,0,0,0,160,78375,0,160,104416,2.08,129,-26041,0,0,-26041,104416,0
000031.SZ,20260709,28,0,2.08,456,592828,0,193,2764386,-1494430,2085594,663888,456,0,0,71060,14903.999999999998,0,0,0,456,663056,0,456,2101330,2.08,263,-1494430,56156,56156,-1492766,2100498,0
000031.SZ,20260709,29,0,2.08,154,99693,0,92,181437,17949,81744,99693,154,0,0,0,0,0,0,0,154,99693,0,154,81744,2.08,62,17949,0,0,17949,81744,0
000031.SZ,20260709,30,0,2.09,109,39501,0,30,401433.48,-322431.48,361932.48,39501,109,0,0,0,0,0,0,0,109,39501,0.004807692307692205,109,361932.48,2.09,79,-322431.48,0,0,-322431.48,361932.48,0
000031.SZ,20260709,31,0,2.09,379,897817,0,125,1590628,551948,692391,898237,379,0,0,420,0,0,0,0,379,1071498,0,379,519130,2.08,254,551948,420,420,205426,692391,0
000031.SZ,20260709,32,0,2.09,23,9030,0,2,43515,-25455,34485,9030,23,0,0,0,0,0,0,0,23,9030,0,23,34485,2.09,21,-25455,0,0,-25455,34485,0
000031.SZ,20260709,33,0,2.09,48,31290,0,8,64312,-1732,33022,31290,48,0,0,0,0,0,0,0,48,31290,0,48,33022,2.09,40,-1732,0,0,-1732,33022,0
000031.SZ,20260709,34,0,2.09,41,4410,0,3,64184,-55364,59774,4410,41,0,0,0,0,0,0,0,41,4410,0,41,59774,2.09,38,-55364,0,0,-55364,59774,0
000031.SZ,20260709,35,0,2.1,574,1947540,0,305,2723396,1367404,775856,1947540,574,0,0,0,0,0,0,0,574,2045400,0.004784688995215422,574,677996,2.1,269,1367404,0,0,1171684,775856,0
000031.SZ,20260709,36,0,2.1,455,434607,0,69,972893,-125009,508796,458872,455,0,0,24265,5225,0,0,0,455,433462,0,455,539431,2.09,386,-125009,19040,19040,-74189,514021,0
000031.SZ,20260709,37,0,2.1,490,391195,0,58,1281159,-847400,839595,391195,494,0,0,0,50369,840,0,0,494,190855,0,494,1089464,2.1,432,-848240,-50369,-50369,-448400,889964,0
000031.SZ,20260709,38,0,2.1,155,120540,0,44,789340,-548260,668800,120540,155,0,0,0,0,0,0,0,155,120540,0,155,668800,2.1,111,-548260,0,0,-548260,668800,0
000031.SZ,20260709,39,0,2.09,302,31080,0,13,901356,-839196,870276,31080,302,0,0,0,0,0,0,0,302,31080,-0.004761904761904872,302,870276,2.09,289,-839196,0,0,-839196,870276,0
000031.SZ,20260709,40,0,2.09,117,12180,0,6,535098,-510738,522918,12180,117,0,0,0,0,0,0,0,117,12180,0,117,522918,2.09,111,-510738,0,0,-510738,522918,0
000031.SZ,20260709,41,0,2.09,84,32130,0,28,184491,-120231,152361,32130,84,0,0,0,0,0,0,0,84,32130,0,84,152361,2.09,56,-120231,0,0,-120231,152361,0
000031.SZ,20260709,42,0,2.1,56,42210,0,24,102820,-18400,60610,42210,56,0,0,0,0,0,0,0,56,42210,0.004784688995215422,56,60610,2.09,32,-18400,0,0,-18400,60610,0
000031.SZ,20260709,43,0,2.1,270,587580,0,236,659894,515266,72314,587580,270,0,0,0,0,0,0,0,270,587580,0,270,72314,2.1,34,515266,0,0,515266,72314,0
000031.SZ,20260709,44,0,2.11,1019,4665582,0,575,7239525,-475752,1943160,5241135,1019,0,0,71553,559230,0,0,0,1019,3138048,0.00476190476190466,1019,4101477,2.1,444,-475752,-487677,-487677,2722422,1998390,0
000031.SZ,20260709,45,0,2.11,149,212477,0,65,325667,99287,113190,212477,149,0,0,0,0,0,0,0,149,212477,0,149,113190,2.11,84,99287,0,0,99287,113190,0
000031.SZ,20260709,46,0,2.11,895,733452,0,487,1496140,136148,753866,733664,895,0,0,212,8610,0,0,0,895,811945,0,895,684195,2.11,408,136148,-8398,-8398,-20414,762476,0
000031.SZ,20260709,47,0,2.11,262,219847,0,57,544770,-359964,324923,219847,264,0,0,0,0,-4853,0,0,264,92403,0,264,447514,2.11,205,-355111,0,0,-105076,324923,0
000032.SZ,20260709,0,2,22.3,9079,29531568,13,5609,153691050.48,771223.3900000001,24237694.61,85607322,10051,0,2,70429276.39,29492511.48,2887537,0,0,10036,90369869.39,0.03576405016256384,10049,51549418.09,21.53,3470,-2116313.6099999994,40936764.91,40936764.91,5293873.39,68083728.48,0
000032.SZ,20260709,1,0,22.41,7552,20778150,30,4448,114261221,-3676588,20389270,68360523,7950,0,0,47893366,25200435,1065904,0,0,7920,63525250,0.004932735426008943,7950,45574811,22.31,3104,-4742492,22692931,22692931,388880,45900698,0
000032.SZ,20260709,2,0,22.27,4043,11216685,7,1702,56633891,-12578278,20486069,24183866,4262,0,0,10914779,14016358,-1309865,0,0,4255,19627768,-0.0062472110664882,4262,33997760,22.42,2341,-11268413,-3101579,-3101579,-9269384,32450025,0
000032.SZ,20260709,3,0,22,3727,14253245,6,1687,47770854,-5549340,12382407,24154361,4043,0,0,8958149,12177053,1030644,0,0,4037,17622272,-0.012123933542882784,4043,27421160,22.27,2040,-6579984,-3218904,-3218904,1870838,23616493,0
000032.SZ,20260709,4,1,22.56,6270,21922092,5,4084,104428219,2062866,18901010,65399213,6557,290158,1,51874559,11730558,297059,290158,0,6551,71367760,0.025454545454545396,6556,29457952,21.99,2186,1765807,40144001,40144001,3021082,39029006,0
000032.SZ,20260709,5,0,22.68,5470,26882978,8,2563,103590170.24,-11425878.76,25081611.240000002,54165605,5909,0,0,30754507,20871074,409260,0,0,5901,47947286.24,0.005319148936170257,5909,49898992,22.58,2907,-11835138.76,9883433,9883433,1801366.7599999998,49424565.24,0
000032.SZ,20260709,6,0,22.69,5853,17956751,4,3012,92362782.7,-2665603.7,20349304.7,59285373,5994,0,0,20092898,33963829,-157138,0,0,5990,37363942,0.0004409171075838432,5994,53743338.7,22.68,2841,-2508465.7,-13870931,-13870931,-2392553.7,33077409.7,0
000032.SZ,20260709,7,0,22.95,3924,15381116,1,2413,61137622,2922764,10489566,40141194,4218,0,0,24470777,10796163,-140156,0,0,4217,37646173,0.011458792419568002,4218,20908639,22.69,1511,3062920,13674614,13674614,4891550,20996428,0
000032.SZ,20260709,8,0,23.14,5089,6672679,2,3223,113773337.25999999,-12998425.74,19671898.740000002,68553034.25999999,5186,0,0,62759705.260000005,24669054.26,114664,0,0,5184,69102464.25999999,0.008278867102396571,5186,44124903,22.95,1866,-13113089.74,38090651,38090651,-12999219.74,45220303,0
000032.SZ,20260709,9,0,22.63,5304,18722520,2,1569,263971790,-52841641.78,76772035.78,36723407,5609,0,0,11858400,156618834.22,-4578464,0,0,5607,31510224,-0.02203975799481424,5609,224533836,23.14,3735,-48263177.78,-144760434.22,-144760434.22,-58049515.78,227248383,0
000032.SZ,20260709,10,0,22.75,6747,22908364,2,3002,115975291,-4600249,24118047,48006560,7348,0,0,29062694,39886186,2133817,0,0,7346,45564189,0.0053026955368979676,7348,63121747,22.63,3745,-6734066,-10823492,-10823492,-1209683,67968731,0
000032.SZ,20260709,11,0,22.42,2513,10186292,4,886,47851932,-16556591,24631201,14137046,2710,0,0,3622423,9412016,-3707832,0,0,2706,11919609,-0.01450549450549443,2710,30557961,22.75,1627,-12848759,-5789593,-5789593,-14444909,33714886,0
000032.SZ,20260709,12,0,22.24,3469,9485526,6,1284,32651374,-1656116,9699508,13068195,3547,0,0,2893334,10573006,268052,0,0,3541,11219828,-0.008028545941124142,3547,20823668,22.42,2185,-1924168,-7679672,-7679672,-213982,19583179,0
000032.SZ,20260709,13,0,22.19,2545,6581596,2,1291,22663821,-1341844,8739610,10786789,2660,0,0,3421765,3920850,251034,0,0,2658,9895992,-0.0022482014388487933,2660,11987955,22.23,1254,-1592878,-499085,-499085,-2158014,11877032,0
000032.SZ,20260709,14,0,22.26,3348,9824227,2,2051,36912157,-238513,9168642,16469853,3576,0,0,8366418,9552870,457897,0,0,3574,16671300,0.003154574132492126,3576,18554162,22.19,1297,-696410,-1186452,-1186452,655585,20442304,0
000032.SZ,20260709,15,0,22.08,2884,4509247,6,1151,20130127,-5462172,9834679,5983870,2907,0,0,3067886,2718315,55439,0,0,2901,7442214,-0.008086253369272383,2907,12610254,22.26,1733,-5517611,349571,349571,-5325432,14146257,0
000032.SZ,20260709,16,0,22.13,2778,7372610,3,1639,20603304,-1929405,7366837,10736521,2809,0,0,3284444,2579413,19934,0,0,2806,9601135,0.0022644927536232206,2809,10845443,22.08,1139,-1949339,705031,705031,5773,9866783,0
000032.SZ,20260709,17,0,21.99,2377,3928599,0,938,22022540,-8410781,12335170,5039993,2389,0,0,4351902,1406869,-37420,0,0,2389,8254173,-0.0063262539539087476,2389,13682501,22.13,1439,-8373361,2945033,2945033,-8406571,16982547,0
000032.SZ,20260709,18,0,21.9,2537,7464175,10,1290,19624656,-2036011,6651930,9029240,2609,0,0,1214058,4294493,-118234,0,0,2599,7113624,-0.004092769440654837,2609,12111836,22,1247,-1917777,-3080435,-3080435,812245,10595416,0
000032.SZ,20260709,19,0,21.96,2114,8028676,1,1396,20001514,3231221,5334925,13477827,2141,0,0,5416447,1221466,238651,0,0,2140,13378829,0.0027397260273973644,2141,6191278,21.89,718,2992570,4194981,4194981,2693751,6523687,0
000032.SZ,20260709,20,0,21.91,2269,4994468,2,1220,20449492,-2213831,6906957,8062462,2353,0,0,4071358,4476709,98743,0,0,2351,8671426,-0.002276867030965424,2353,11389351,21.95,1049,-2312574,-405351,-405351,-1912489,12387030,0
000032.SZ,20260709,21,0,21.82,1905,3964199,6,1004,17995376,-1955407,6400508,5711227,1926,0,0,3872097,3758572,-117768,0,0,1920,8033100,-0.004107713372889085,1926,9757214,21.91,901,-1837639,113525,113525,-2436309,12284149,0
000032.SZ,20260709,22,0,21.91,1565,4570972,1,1003,10586596,-52344,4518940,5480478,1707,17544,0,931520,565164,-69917,17544,0,1706,4961989,0.00412465627864344,1707,4578060,21.82,562,17573,366356,366356,52032,5106118,0
000032.SZ,20260709,23,0,21.89,1340,2959947,2,769,12355169,-2305160,5155413,4282857,1360,0,0,1629446,2610363,-190695,0,0,1358,4530169,-0.0009128251939753343,1360,7625551,21.92,571,-2114465,-980917,-980917,-2195466,8072312,0
000032.SZ,20260709,24,0,21.71,2924,5315520,0,1204,28605629,-4665802,9518675,6888286,3099,153785,0,1680247,12091187,-1005443,153785,0,3099,6406071,-0.00822293284604841,3099,20477370,21.89,1720,-3660359,-10410940,-10410940,-4203155,21717343,0
000032.SZ,20260709,25,0,21.78,2669,6665101,0,1689,33774460,-1384014,8276909,17411767,2848,0,0,10916711,7915739,87463,0,0,2848,17151964,0.0032243205895900635,2848,15622469,21.71,980,-1471477,3000972,3000972,-1611808,16362693,0
000032.SZ,20260709,26,0,22.36,4300,8812860,3,2633,42908650,1215584,8236428,22375916,4483,0,0,17047629,8811733,562630,0,0,4480,25241482,0.02662993572084473,4483,16352632,21.78,1667,652954,8235896,8235896,576431.9999999999,20532734,0
000032.SZ,20260709,27,0,22.32,3118,7381507,3,1754,35082533,-5053580,10555243,16508734,3261,0,0,12153617,4992166,-30392,0,0,3258,18014753,-0.0017889087656529135,3261,15876490,22.33,1364,-5023188,7161451,7161451,-3173736,18573799,0
000032.SZ,20260709,28,0,22.08,1244,3910706,1,632,12455873,-1588304,4452360,5760591,1363,0,0,2431839,1660968,208754,0,0,1362,5404260,-0.0107526881720431,1363,6430447,22.32,612,-1797058,770871,770871,-541654,6695282,0
000032.SZ,20260709,29,0,22.13,1464,3888267,0,995,10730680,1571268,2626705,6253409,1524,0,0,2923643,1292065,231905,0,0,1524,6626773,0.0022644927536232206,1524,3655832,22.09,469,1339363,1631578,1631578,1261562,4477271,0
000032.SZ,20260709,30,0,22.03,1586,3177437,0,846,11080157,-988979,4409150,4917581,1630,0,0,1052940,2440630,-57276,0,0,1630,4301122,-0.004518752824220419,1630,6620515,22.13,740,-931703,-1387690,-1387690,-1231713,6162576,0
000032.SZ,20260709,31,0,22.14,1419,3685727,0,862,10629140,-209772,4234409,5331191,1445,0,0,1844474,864530,88223,0,0,1445,5595997,0.004993191103041281,1445,4914048,22.02,557,-297995,979944,979944,-548682,5297949,0
000032.SZ,20260709,32,0,22.14,1705,4295746,0,1086,13565060,-1235545,4856087,6889697,1766,0,0,2665205,1748022,-196852,0,0,1766,6503995,0,1766,6625505,22.14,619,-1038693,917183,917183,-560341,6675363,0
000032.SZ,20260709,33,0,22.13,1471,5593992,3,935,11725153,1818688,3475098,7090146,1509,0,0,1649217,1006846,75381,0,0,1506,6964556,-0.00045167118337857107,1509,4578878,22.14,536,1743307,642371,642371,2118894,4635007,0
000032.SZ,20260709,34,0,22.17,2134,6082828,5,1180,23425312,1027066,3471980,12932629,2203,0,0,4216889,9653615,-7140,0,0,2198,9317392,0.0018075011296883282,2203,13719912,22.14,954,1034206,-5436726,-5436726,2610848,10492683,0
000032.SZ,20260709,35,0,22.33,1261,4479061.399999999,10,872,11239761.4,995902.4,3466973,6960232.4,1310,0,0,2595275,698452,64548,0,0,1300,6832416.4,0.0072169598556606485,1310,4004239,22.19,389,931354.4,1896823,1896823,1012088.3999999999,4279529,0
000032.SZ,20260709,36,0,22.39,2643,7275482.220000001,0,1419,28049145.62,1499366,6893619.78,12758893.44,2689,0,0,8857210.620000001,5022833,136197,0,0,2689,16465591.62,0.0026869682042096857,2689,11268045,22.32,1224,1363169,3834377.62,3834377.62,381862.43999999994,15290252.18,0
000032.SZ,20260709,37,0,22.48,2948,6565371,1,1914,34633339,2422196,8857995,14998247,3055,0,0,13407471,5802502,-91948,0,0,3054,22127600,0.0040196516301920435,3055,12008487,22.41,1034,2514144,7604969,7604969,-2292624,19635092,0
000032.SZ,20260709,38,0,22.52,1941,5407034,1,1114,14075197,-780482.0000000001,4900122,8041293,1981,0,0,2625513,1142528,33762,0,0,1980,7314573,0.0017793594306049442,1981,6645832,22.49,827,-814244.0000000002,1482985,1482985,506912,6033904,0
000032.SZ,20260709,39,0,22.44,2023,5585772,6,1072,18853348,-75658.99999999994,5330165,10239213,2078,8988,0,4622580,3314831,-204512.99999999994,8988,0,2072,9745690,-0.003552397868561203,2078,8309087,22.52,951,128854,1307749,1307749,255607,8614135,0
000032.SZ,20260709,40,0,22.53,1946,5480968,1,1277,17892619,2362303,3321801,9890691,2009,0,0,6232569,2857281,-9058,0,0,2008,11583740,0.004010695187165769,2009,5837091,22.44,669,2371361,3375288,3375288,2159167,8001928,0
000032.SZ,20260709,41,0,22.55,1596,5380342,6,987,15979072,621475,5086269,8001610,1726,0,0,3693703,1818758,-331408,0,0,1720,8743510,0.000887705281846408,1726,5915682,22.52,609,952883,1874945,1874945,294073,7977462,0
000032.SZ,20260709,42,0,22.52,1929,6688488,3,1216,15873478,-2440893,6171659,8992179,1990,0,0,1321009,1692322,105966,0,0,1987,6372776,-0.001330376940133088,1990,9290948,22.55,713,-2546859,-371313,-371313,516829,6881299,0
000032.SZ,20260709,43,0,22.47,2150,5932860,4,1153,14726736,179861,5817363,7263338,2153,0,0,1350746,1625767,4498,0,0,2149,7309036,-0.002220248667850831,2153,7408694,22.52,997,175363,-275021,-275021,115497,7463398,0
000032.SZ,20260709,44,0,22.53,2681,9255540,3,1673,20645957,2154519,6661379,11968790,2765,0,0,2798865,1930173,-81136,0,0,2762,11526129,0.0026702269692924913,2765,8421782,22.48,1008,2235655,868692,868692,2594161,8677167,0
