stock_code,transaction_date,window_id,order_age_missing_count,window_close_price,active_inferred_count,small_passive_buy_amount,order_age_fifo_count,active_buy_count,deal_amount,Q_rule_t,small_passive_sell_amount,signal_deal_buy_amount,window_trade_count,R_seed_t,order_age_unresolved_count,large_active_buy_amount,large_active_sell_amount,passive_quant_amount,passive_retail_amount,side_fallback_count,order_age_direct_count,active_buy_amount,pi_max_price_impact_pct,order_age_recovered_count,active_sell_amount,window_open_price,active_sell_count,active_non_large_amount,signed_large_active_amount,CH_rule_t,signed_mix_qr_amount,signal_deal_sell_amount,unknown_side_amount
000070.SZ,20260709,25,0,17.91,1471,12214933,0,1007,18624699,5796855,4976002,13130232,1491,0,0,929543,504221,149978,0,0,1491,12237640,0.005050505050505042,1491,6165441,17.81,464,5646877,425322,425322,7238931,5494467,0
000070.SZ,20260709,26,0,18.07,3339,21415631,1,2105,42192516,9175102,11269613,25439639,3419,0,0,3514067,5993205,446208,0,0,3418,23774436,0.008933556672250147,3419,17524680,17.92,1234,8728894,-2479138,-2479138,10146018,16752877,0
000070.SZ,20260709,27,0,18,1939,8758999,0,873,25471440,62775.999999999534,10398099,10066701,1973,0,0,1227525,5086817,5727,0,0,1973,10738420,-0.0038738240177089256,1973,14540663,18.08,1066,57048.99999999955,-3859292,-3859292,-1639100,15404739,0
000070.SZ,20260709,28,0,18.15,2335,11095170,8,1497,37076326,2145077,8749685,24972775,2425,0,0,11518447,5713024,-301248,0,0,2417,22070147,0.008333333333333255,2425,13818399,18.01,838,2446325,5805423,5805423,2345485,12103551,0
000070.SZ,20260709,29,0,18.18,4196,20369557,0,2511,56194926,6774426,15285557,30628805,4286,0,0,9334755,11205057,130804,0,0,4286,30149593,0.001652892561983534,4286,25376273,18.15,1685,6643622,-1870302,-1870302,5084000,25566121,0
000070.SZ,20260709,30,0,18.15,1991,6860648,0,807,26582571,-3749785,9799253,11699868,2066,0,0,4256722,5665948,-177651,0,0,2066,10530322,-0.0016501650165017126,2066,15511682,18.18,1184,-3572134,-1409226,-1409226,-2938605,14882703,0
000070.SZ,20260709,31,0,18.2,1826,11633750,1,1048,23928027,3524340,7579806,13543709,1866,0,0,1940912,2773559,12706,0,0,1865,12936836,0.002754820936639158,1866,10257849,18.15,778,3511634,-832647,-832647,4053944,10384318,0
000070.SZ,20260709,32,0,18.17,1502,9663035,0,711,22397570,1261038,8274927,10464764,1561,0,0,556531,3903077,-96335.00000000003,0,0,1561,9879930,-0.0016483516483515156,1561,11869103,18.21,791,1357373,-3346546,-3346546,1388108,11932806,0
000070.SZ,20260709,33,0,18.18,1489,13204917,0,990,29351247,5964820,7560233,19284791,1576,0,0,6079874,2506223,-392815.00000000006,0,0,1576,18919588,0.0005503577325260325,1576,8988302,18.17,499,6357635,3573651,3573651,5644684,10066456,0
000070.SZ,20260709,34,0,18.08,1792,9172329,0,557,27428714,-7282482,15325573,9641897,1847,0,0,1236584,1694228,148703,0,0,1847,9528576,-0.005500550055005579,1847,17417405,18.19,1235,-7431185,-457644,-457644,-6153244,17786817,0
000070.SZ,20260709,35,0,18.15,1441,8382347.44,0,710,22293396.439999998,-169218.3200000003,8683381.120000001,9585733.879999999,1455,0,0,1364298.44,3863369.4399999995,-37957,0,0,1455,9796272.56,0.0038716814159292195,1455,12426604.879999999,18.08,731,-131261.3200000003,-2499071,-2499071,-301033.67999999993,12707662.56,0
000070.SZ,20260709,36,0,18.1,1674,9815738.870000001,0,832,25514246.99,800953.5699999998,8640698.559999999,10738732.43,1694,0,0,4070397.56,2987412,-246097,0,0,1694,13632051.06,-0.002754820936638962,1694,11502014.929999998,18.15,842,1047050.5699999996,1082985.56,1082985.56,1175040.3099999991,14775514.560000002,0
000070.SZ,20260709,37,0,18.13,1371,11037928,0,794,21809995,5777137,6025921,13777023,1429,0,0,2250287,2495859,-512668,0,0,1429,13625491,0.001657458563535778,1429,7581258,18.1,577,6289805,-245571.99999999977,-245571.99999999977,5012007,8032972,0
000070.SZ,20260709,38,0,18.18,1735,12330581,0,1181,32610304,5243157,8105350,23503260,1814,0,0,11292535,881838,142958,0,0,1814,23455558,0.002757859900717083,1814,7944662,18.11,554,5100199,10410697,10410697,4225231,9107044,0
000070.SZ,20260709,39,0,18.11,1404,6789351,0,613,20617378,-592587,8329420,7942905,1489,0,0,1209788,4288819,-388380,0,0,1489,8040912,-0.003850385038503866,1489,11324150,18.17,791,-204207,-3079031,-3079031,-1540069,12674473,0
000070.SZ,20260709,40,0,18.24,2048,8224862,0,1468,33816669,1122783,7029573,26284447,2106,0,0,17993779,568455,-37721,0,0,2106,25810263,0.0071783545002760355,2106,7224435,18.11,580,1160504,17425324,17425324,1195289,7532222,0
000070.SZ,20260709,41,0,18.24,2956,18150257,0,1748,46522397,9719375,11066594,25891153,3115,89866,0,8546258,8759288,-651672,89866,0,3115,27221873,0,3115,17063856,18.24,1208,10371047,-213030,-213030,7083663,20631244,0
000070.SZ,20260709,42,0,18.2,1647,6860999,0,692,22772029,-1731004,10261305,7536938,1786,0,0,674119,4975606,-1918022,0,0,1786,7976254,-0.0021929824561403044,1786,12090723,18.23,955,187018,-4301487,-4301487,-3400306,15235091,0
000070.SZ,20260709,43,0,18.14,1789,8617407,0,653,24678405,-2156969,11320688,9240580,1825,0,0,336401,4403909,-105372,0,0,1825,9041594,-0.0032967032967032264,1825,15160699,18.2,1136,-2051597,-4067508,-4067508,-2703281,15437825,0
000070.SZ,20260709,44,0,18.16,1982,11380571,0,942,31476597,-3667522,13767927,13153113,2019,0,0,1665575,4662524,-174117,0,0,2019,12333503,0.0011025358324145299,2019,18823857,18.14,1040,-3493405,-2996949,-2996949,-2387356,18323484,0
000070.SZ,20260709,45,0,18.17,2193,14305764,1,1181,33175767,-1338689,16099409,14594810,2254,0,0,218183,2552411,-530793,0,0,2253,14569689,0.0005506607929516279,2254,17711813,18.16,1012,-807896.0000000001,-2334228,-2334228,-1793645,18580957,0
000070.SZ,20260709,46,0,18.17,3076,23137416,0,1605,56990953,917430,21702600,28019367,3363,0,0,4892835,7258102,-2430308,0,0,3363,26970429,0,3363,25987958,18.17,1471,3347738,-2365267,-2365267,1434816,28971586,0
000070.SZ,20260709,47,0,18.18,3009,18584517,0,2371,45091131,23824085,23940920,19159005,3100,0,0,1365318,1200376,-819467,0,0,3100,34222104,0.0005503577325260325,3100,9413610,18.18,638,24643552,164942,164942,-5356403,25932126,0
000078.SZ,20260709,0,3,2.05,14985,49612031.76,7,7674,166691513.14,-3083863.74,48060041.5,81668823.14,15858,-44720,3,34732696.379999995,34286743.5,641133,-44720,0,15848,78544348.14,-0.05963302752293593,15855,81823392,2.18,7311,-3724996.74,445952.8800000008,445952.8800000008,1551990.2599999998,85022690,0
000078.SZ,20260709,1,0,2.04,5608,24198253.32,0,3025,51515495.260000005,2039653.0199999996,23412228.7,26810271.759999998,5686,0,0,2676940.44,1228072.8,-160112,0,0,5686,27330348.959999997,-0.004878048780487702,5686,23681716.3,2.05,2583,2199765.0199999996,1448867.6400000001,1448867.6400000001,786024.6200000001,24705223.5,0
000078.SZ,20260709,2,0,2.07,2848,11224781.52,0,1515,24210410.14,-232306.83999999985,12149136.36,11745336.78,2848,0,0,520555.26,315937,0,0,0,2848,12091360.780000001,0.01470588235294108,2848,12119049.36,2.03,1333,-232306.83999999985,204618.26,204618.26,-924354.8400000001,12465073.36,0
000078.SZ,20260709,3,0,2.17,3408,21240932.44,0,2647,28232285.67,16098819.96,5859310.5600000005,22294415.44,3408,0,0,1053483,78559.67,0,0,0,3408,22653014.48,0.0483091787439614,3408,5579271.19,2.07,761,16098819.96,974923.33,974923.33,15381621.879999999,5937870.23,0
000078.SZ,20260709,4,0,2.09,3049,12601623.43,0,1586,24522145.43,926368.19,10417905,13185881.43,3071,0,0,584258,918359,75260,0,0,3071,12474526.31,-0.03686635944700464,3071,11957519.120000001,2.17,1463,851108.19,-334101,-334101,2183718.4299999997,11336264,0
000078.SZ,20260709,5,0,2.14,1762,8297670,0,1025,15885543,2132116,5531710,10052255,1763,0,0,1702826,353337,10650,0,0,1763,9672924,0.023923444976076683,1763,6201969,2.08,737,2121466,1349489,1349489,2765960,5833288,0
000078.SZ,20260709,6,0,2.12,1308,5264880.33,0,611,11414951.33,-269039.6699999999,4965864,6267585.33,1308,0,0,1002705,181502,0,0,0,1308,5983557.33,-0.009345794392523372,1308,5431394,2.13,697,-269039.6699999999,821203,821203,299016.3300000001,5147366,0
000078.SZ,20260709,7,0,2.1,1802,4865570,0,629,15077937,-5515131,10083953,4945520,1802,0,0,79950,48464,0,0,0,1802,4797146,-0.009433962264150952,1802,10280791,2.11,1173,-5515131,31486,31486,-5218383,10132417,0
000078.SZ,20260709,8,0,2.06,3257,6792341,1,900,29474630,-12951104,19165139,7939440,3264,0,0,1144910,2372240,6965,0,0,3263,7641133,-0.019047619047619063,3264,21826532,2.1,2357,-12958069,-1227330,-1227330,-12372798,21535190,0
000078.SZ,20260709,9,0,1.94,3045,7510151,0,907,25268219,-9459471,15913690,8161288,3080,0,0,479403,1364975,122742,0,0,3080,7336602,-0.05825242718446607,3080,17804387,2.06,2138,-9582213,-885572,-885572,-8403539,17106931,0
000078.SZ,20260709,10,0,1.99,2068,7362897,0,1051,14434041,207498,6676537,7387615,2068,0,0,24718,369889,0,0,0,2068,7148184,0.025773195876288683,2068,7285857,1.95,1017,207498,-345171,-345171,686360,7046426,0
000078.SZ,20260709,11,0,1.99,1331,5837852,0,853,8612947,2975070,2754386,5847761,1334,0,0,9909,10800,-2412,0,0,1334,5791352,0,1334,2814761,1.98,478,2977482,-891,-891,3083466,2765186,0
000078.SZ,20260709,12,0,1.99,794,2762797,0,416,6326769,-627345,3370942,2762797,794,0,0,0,193030,0,0,0,794,2753197,0,794,3573572,1.99,378,-627345,-193030,-193030,-608145,3563972,0
000078.SZ,20260709,13,0,2.08,1059,6608089,0,886,7982287,5439800,1372763,6608704,1059,0,0,615,819.9999999999999,0,0,0,1059,6710941,0.045226130653266375,1059,1271346,1.99,173,5439800,-204.9999999999999,-204.9999999999999,5235326,1373583,0
000078.SZ,20260709,14,0,2.06,986,4327007.57,1,537,8563248.48,700942.6399999999,2849084.93,5640926.4799999995,988,0,0,1313918.9100000001,73237.07,-9180,0,0,987,5251212.48,-0.009615384615384623,988,3300408,2.08,449,710122.6399999999,1240681.8399999999,1240681.8399999999,1477922.6400000001,2922322,0
000078.SZ,20260709,15,0,2.02,607,938647,0,185,4171017,-2303713,3231360,938647,607,0,0,0,1010,0,0,0,607,933147,-0.019417475728155355,607,3237870,2.05,422,-2303713,-1010,-1010,-2292713,3232370,0
000078.SZ,20260709,16,0,2.01,518,2172312,0,246,4058811,285083,1886499,2172312,518,0,0,0,0,0,0,0,518,2171947,-0.004950495049505065,518,1886864,2.02,272,285083,0,0,285813,1886499,0
000078.SZ,20260709,17,0,2.03,408,1630785,0,213,3364090,-87814,1700419,1663671,408,0,0,32886,0,0,0,0,408,1654581,0.009950248756218916,408,1709508.9999999998,2.01,195,-87814,32886,32886,-69634,1700419,0
000078.SZ,20260709,18,0,2.06,500,2962582.25,0,351,3816881.25,2115253.25,854299,2962582.25,500,0,0,0,0,0,0,0,500,2966067.25,0.014778325123152834,500,850814,2.03,149,2115253.25,0,0,2108283.25,854299,0
000078.SZ,20260709,19,0,2.03,441,1147057,0,180,3206771.75,-599684.25,2059714.75,1147057,441,0,0,0,0,0,0,0,441,1303543.75,-0.014563106796116625,441,1903228,2.06,261,-599684.25,0,0,-912657.75,2059714.75,0
000078.SZ,20260709,20,0,2.03,354,992034,0,159,2622831,-638762.9999999999,1630796.9999999998,992034,354,0,0,0,0,0,0,0,354,992034,0,354,1630796.9999999998,2.04,195,-638762.9999999999,0,0,-638762.9999999999,1630796.9999999998,0
000078.SZ,20260709,21,0,2.01,345,576248,0,88,2876505,-1724009,2300257,576248,345,0,0,0,0,0,0,0,345,576248,-0.009852216748768483,345,2300257,2.03,257,-1724009,0,0,-1724009,2300257,0
000078.SZ,20260709,22,0,2.02,365,851632,0,82,3381217,-1677952.9999999998,2529584.9999999995,851632,365,0,0,0,0,0,0,0,365,851632,0.004975124378109568,365,2529584.9999999995,2.01,283,-1677952.9999999998,0,0,-1677952.9999999998,2529584.9999999995,0
000078.SZ,20260709,23,0,2.02,301,539946,0,108,2170458,-1090565.9999999998,1630511.9999999998,539946,301,0,0,0,0,0,0,0,301,539946,0,301,1630511.9999999998,2.02,193,-1090565.9999999998,0,0,-1090565.9999999998,1630511.9999999998,0
000078.SZ,20260709,24,0,2,785,1773700.5,0,486,5346410.5,1181391.5,2583920,2701688.5,785,0,0,988790,0,0,0,0,785,3758296,-0.00990099009900991,785,1588114.5,2.01,299,1181391.5,988790,988790,-810219.4999999999,2644722,0
000078.SZ,20260709,25,0,2,764,1252147,0,192,5619112,-2963758,4339245,1252147,764,0,0,0,27720,0,0,0,764,1313817,0,764,4305295,2,572,-2963758,-27720,-27720,-3087098,4366965,0
000078.SZ,20260709,26,0,1.99,384,527800,0,126,2241986,-1186386,1714186,527800,384,0,0,0,0,0,0,0,384,527800,-0.0050000000000000044,384,1714186,1.99,258,-1186386,0,0,-1186386,1714186,0
000078.SZ,20260709,27,0,1.97,908,1800514,0,215,7259814,-3600244,5289358,1822476,908,0,0,21962,147980,0,0,0,908,1766776,-0.010050251256281416,908,5493038,2,693,-3600244,-126018,-126018,-3488844,5437338,0
000078.SZ,20260709,28,0,1.98,477,1263357,0,189,4107574,-1191478.5,2418007.5,1263357,477,0,0,0,426209.5,0,0,0,477,1244943,0.0050761421319797,477,2862631,1.97,288,-1191478.5,-426209.5,-426209.5,-1154650.5,2844217,0
000078.SZ,20260709,29,0,1.96,502,580814,0,128,4677867,-2993127,4088143,589724,502,0,0,8910,0,0,0,0,502,846825,-0.01010101010101011,502,3831042,1.98,374,-2993127,8910,8910,-3507329,4088143,0
000078.SZ,20260709,30,0,1.92,1852,3667786,0,487,13894596.8,-6081878.8,9756072.8,3667786,1852,0,0,0,470738,0,0,0,1852,3670990,-0.02040816326530614,1852,10223606.8,1.96,1365,-6081878.8,-470738,-470738,-6088286.8,10226810.8,0
000078.SZ,20260709,31,0,1.9,1151,1393921,0,261,9118753.2,-6239606.2,7674373.2,1399731,1151,0,0,5810,44649,0,0,0,1151,1420154,-0.010416666666666676,1151,7698599.2,1.92,890,-6239606.2,-38839,-38839,-6280452.2,7719022.2,0
000078.SZ,20260709,32,0,1.89,2018,6504986.640000001,0,841,18528177.64,-2686393.159999999,8947854.280000001,7085821.640000001,2021,0,0,580835,2494501.72,-13090,0,0,2021,6964058.880000001,-0.005263157894736847,2021,11551028.76,1.9,1177,-2673303.159999999,-1913666.72,-1913666.72,-2442867.6399999997,11442356,0
000078.SZ,20260709,33,0,1.87,931,2944099,0,446,6507544,-158483,3430578,2944099,931,0,0,0,132867,0,0,0,931,3108097,-0.010582010582010474,931,3399447,1.89,485,-158483,-132867,-132867,-486479,3563445,0
000078.SZ,20260709,34,0,1.87,1799,5436484.35,1,688,14431804.35,-1975888.65,7337905,5463428.35,1799,0,0,26944,1630471,0,0,0,1798,5426194.35,0,1799,9005610,1.87,1111,-1975888.65,-1603527,-1603527,-1901420.65,8968376,0
000078.SZ,20260709,35,0,1.84,878,1764543,0,264,5353532.6,-1693082.6,3356595.6,1764729,892,0,0,186,232208,25900,0,0,892,1664819,-0.016042780748663114,892,3615823.6,1.87,614,-1718982.6,-232022,-232022,-1592052.6,3588803.6,0
000078.SZ,20260709,36,0,1.84,871,2549501.56,0,388,5884338.98,-542091.98,3265992.42,2603706.56,876,0,0,54205,14640.000000000002,-184,0,0,876,2681706,0,876,3184048.98,1.85,483,-541907.98,39565,39565,-716490.8599999999,3280632.42,0
000078.SZ,20260709,37,0,1.83,2046,4984551.24,1,518,17509502.48,-8210720.780000001,11821174.580000002,4998093.24,2051,0,0,13542,690234.66,-7255,0,0,2050,4309229.52,-0.005434782608695656,2051,13189387.96,1.84,1528,-8203465.780000001,-676692.66,-676692.66,-6836623.339999998,12511409.240000002,0
000078.SZ,20260709,38,0,1.93,1037,6217375.720000001,0,772,7334097.720000001,3488593.7199999997,1113156,6220941.720000001,1037,0,0,3566,0,0,0,0,1037,5413128.72,0.05464480874316932,1037,1920969,1.83,265,3488593.7199999997,3566,3566,5104219.72,1113156,0
000078.SZ,20260709,39,0,1.91,980,3800951,0,566,7048821,1469022,2937009,3993788,991,0,0,155588,155273,10222,0,0,991,4246723,-0.010362694300518144,991,2787608,1.93,414,1458800,315,315,863942,3055033,0
000078.SZ,20260709,40,0,1.89,446,1053962,0,166,3429401,-1267069,2368339,1060682,446,0,0,6720,380,0,0,0,446,1084336,-0.010471204188481685,446,2345065,1.91,280,-1267069,6340,6340,-1314377,2368719,0
000078.SZ,20260709,41,0,1.89,406,1268567,0,143,3353871,-832619,2084176,1268567,406,0,0,0,1128,0,0,0,406,1260062,0,406,2093809,1.89,263,-832619,-1128,-1128,-815609,2085304,0
000078.SZ,20260709,42,0,1.87,482,1345206,0,171,3653888,-897498,2219208,1373630,484,0,0,28424,61050,-45012,0,0,484,1361138,-0.010582010582010474,484,2246250,1.89,311,-852486,-32626,-32626,-874002,2280258,0
000078.SZ,20260709,43,0,1.85,498,553838,0,119,3682719,-2578763,3128881,553838,498,0,0,0,0,0,0,0,498,551978,-0.010695187165775409,498,3130741,1.86,379,-2578763,0,0,-2575043,3128881,0
000078.SZ,20260709,44,0,1.85,681,1129403,0,200,4335181,-2079705,3205778,1129403,681,0,0,0,0,0,0,0,681,1127738,0,681,3207443,1.85,481,-2079705,0,0,-2076375,3205778,0
000078.SZ,20260709,45,0,1.84,913,1458073,0,261,6028132.28,-3171602.2800000003,4570059.28,1458073,913,0,0,0,0,0,0,0,913,1428265,-0.00540540540540541,913,4599867.28,1.85,652,-3171602.2800000003,0,0,-3111986.2800000003,4570059.28,0
000078.SZ,20260709,46,0,1.9,1154,6927969.71,0,829,9703314.709999999,4286865.71,2570232,6950082.71,1154,0,0,22113,183000,0,0,0,1154,6914646.71,0.03260869565217382,1154,2788668,1.84,325,4286865.71,-160887,-160887,4357737.71,2753232,0
000078.SZ,20260709,47,0,1.86,1270,6496228,0,327,12507389,-7680947,5882037,6497168,1277,0,0,940,128184,60858,0,0,1277,2288741,-0.02105263157894727,1277,10157790,1.9,943,-7741805,-127244,-127244,614191,6010221,0
000088.SZ,20260709,0,0,4.19,844,1630563.08,0,544,4126076.6,421735.16000000003,2426941.92,1698717.68,853,0,0,68154.6,417,-7921,0,0,853,2296513.6799999997,0,853,1799119.92,4.19,300,429656.16000000003,67737.6,67737.6,-796378.84,2427358.92,0
000088.SZ,20260709,1,0,4.2,617,1080102,0,330,2397573,-221493,1221291,1117902,660,0,0,37800,58380,-7542,0,0,660,1067275,0.002386634844868684,660,1301806,4.19,287,-213951,-20580,-20580,-141189,1279671,0
000088.SZ,20260709,2,0,4.2,380,822766,0,168,2048333,-368401,1207927,840406,397,0,0,17640,0,-2514.000000000002,0,0,397,839568,0,397,1187815,4.2,212,-365887,17640,17640,-385161.00000000006,1207927,0
000088.SZ,20260709,3,0,4.21,472,2294860.4,1,285,3011413.4,1374968.4,710238,2301175.4,472,0,0,6315,0,0,0,0,471,2196348.4,0.00238095238095233,472,815065,4.2,187,1374968.4,6315,6315,1584622.4,710238,0
000088.SZ,20260709,4,0,4.21,231,636261,0,183,867556,223936,231295,636261,231,0,0,0,0,0,0,0,231,545746,0,231,321810,4.22,48,223936,0,0,404966,231295,0
000088.SZ,20260709,5,0,4.21,278,778642,0,227,1445360,111924,666718,778642,278,0,0,0,0,0,0,0,278,778642,0,278,666718,4.21,51,111924,0,0,111924,666718,0
000088.SZ,20260709,6,0,4.2,519,1040341,0,175,3226702,-1143490,2182151,1044551,519,0,0,4210,0,0,0,0,519,1043711,-0.0023752969121139636,519,2182991,4.21,344,-1143490,4210,4210,-1141810,2182151,0
000088.SZ,20260709,7,0,4.2,275,667793.8,0,242,811116.06,618315.8,76358,734758.06,276,0,0,66964.26,0,420,0,0,276,747778.06,0,276,62918,4.2,33,617895.8,66964.26,66964.26,591435.8,76358,0
000088.SZ,20260709,8,0,4.2,337,525077,0,247,1004841,131616,394301,610540,341,0,0,85462.99999999999,0,-8400,0,0,341,610540,0,341,385061,4.19,90,140016,85462.99999999999,85462.99999999999,130776,394301,0
000088.SZ,20260709,9,0,4.19,132,223440,0,89,354168,92712,130728.00000000001,223440,132,0,0,0,0,0,0,0,132,223440,-0.00238095238095233,132,130728.00000000001,4.2,43,92712,0,0,92712,130728.00000000001,0
000088.SZ,20260709,10,0,4.2,242,381145,0,105,759857.34,-43657.340000000055,378712.34,381145,242,0,0,0,0,0,0,0,242,358100,0.002386634844868684,242,401757.34,4.19,137,-43657.340000000055,0,0,2432.6599999999453,378712.34,0
000088.SZ,20260709,11,0,4.2,148,357840,0,75,568597,147083,210757.00000000003,357840,148,0,0,0,0,0,0,0,148,357840,0,148,210757.00000000003,4.2,73,147083,0,0,147083,210757.00000000003,0
000088.SZ,20260709,12,0,4.2,163,213780,0,46,669233,-241673.00000000003,455453,213780,163,0,0,0,0,0,0,0,163,213780,0,163,455453,4.2,117,-241673.00000000003,0,0,-241673.00000000003,455453,0
000088.SZ,20260709,13,0,4.19,113,207060,0,89,345330,68789.99999999999,138270,207060,113,0,0,0,0,0,0,0,113,207060,-0.00238095238095233,113,138270,4.19,24,68789.99999999999,0,0,68789.99999999999,138270,0
000088.SZ,20260709,14,0,4.2,375,1139040,0,346,1214460,1063620,75420,1139040,375,0,0,0,0,0,0,0,375,1139040,0.002386634844868684,375,75420,4.2,29,1063620,0,0,1063620,75420,0
000088.SZ,20260709,15,0,4.21,253,977045,0,188,1333625,815345,356580,977045,254,0,0,0,0,420,0,0,254,1074065,0.00238095238095233,254,259140,4.2,65,814925,0,0,620465,356580,0
000088.SZ,20260709,16,0,4.21,292,2031314.6,0,214,3179852.6,920324.6000000001,1115200,2064652.6,292,0,0,33338,0,0,0,0,292,2066757.6,0,292,1113095,4.21,78,920324.6000000001,33338,33338,916114.6000000001,1115200,0
000088.SZ,20260709,17,0,4.21,131,125458,0,34,737398,-486482,611940,125458,131,0,0,0,0,0,0,0,131,125458,0,131,611940,4.2,97,-486482,0,0,-486482,611940,0
000088.SZ,20260709,18,0,4.2,180,295333,0,79,648357,-61051.000000000015,353024,295333,180,0,0,0,0,0,0,0,180,293653,-0.0023752969121139636,180,354704,4.2,101,-61051.000000000015,0,0,-57691.000000000015,353024,0
000088.SZ,20260709,19,0,4.19,203,232680,1,169,280446,184914,47766,232680,203,0,0,0,0,0,0,0,202,232680,-0.00238095238095233,203,47766,4.2,34,184914,0,0,184914,47766,0
000088.SZ,20260709,20,0,4.2,115,221340,0,75,256117,186563,34777.00000000001,221340,115,0,0,0,0,0,0,0,115,221340,0.002386634844868684,115,34777.00000000001,4.19,40,186563,0,0,186563,34777.00000000001,0
000088.SZ,20260709,21,0,4.21,361,606150,0,319,1461539,948184,854126,607413,361,0,0,1263,0,0,0,0,361,1205493,0.00238095238095233,361,256046,4.2,42,948184,1263,1263,-247976,854126,0
000088.SZ,20260709,22,0,4.2,115,177185,0,90,274625,83945,97440,177185,115,0,0,0,0,0,0,0,115,179285,-0.0023752969121139636,115,95340,4.21,25,83945,0,0,79745,97440,0
000088.SZ,20260709,23,0,4.2,228,500963,0,164,1220418,127588,719455,500963,258,0,0,0,0,-91560,0,0,258,669383,0,258,450235,4.2,64,219148,0,0,-218492,719455,0
000088.SZ,20260709,24,0,4.2,363,227068,0,146,468032.44,6263.559999999998,240964.44,227068,363,0,0,0,0,0,0,0,363,237148,0,363,230884.44,4.2,217,6263.559999999998,0,0,-13896.440000000002,240964.44,0
000088.SZ,20260709,25,0,4.21,184,450363,0,90,814503,-124617,364140,450363,253,0,0,0,0,-61320,0,0,253,246243,0.00238095238095233,253,309540,4.21,94,-63297,0,0,86223,364140,0
000088.SZ,20260709,26,0,4.21,220,1333775,0,161,1881431,951161,543436,1337995,220,0,0,4220,0,0,0,0,220,1418406,0,220,463025,4.21,59,951161,4220,4220,790339,543436,0
000088.SZ,20260709,27,0,4.2,90,195765,0,35,275985,115545,80220,195765,90,0,0,0,0,0,0,0,90,195765,-0.0023752969121139636,90,80220,4.2,55,115545,0,0,115545,80220,0
000088.SZ,20260709,28,0,4.19,206,121857,1,26,593638,-379324,471781,121857,206,0,0,0,0,0,0,0,205,107157,-0.00238095238095233,206,486481,4.21,180,-379324,0,0,-349924,471781,0
000088.SZ,20260709,29,0,4.21,97,1015584,0,81,1059602,984166,44018,1015584,97,0,0,0,0,0,0,0,97,1021884,0.004773269689737368,97,37718,4.2,16,984166,0,0,971566,44018,0
000088.SZ,20260709,30,0,4.2,158,62308,0,24,336904,-212288,274596,62308,158,0,0,0,0,0,0,0,158,62308,-0.0023752969121139636,158,274596,4.2,134,-212288,0,0,-212288,274596,0
000088.SZ,20260709,31,0,4.2,135,655918,0,75,775618,536218,119700,655918,135,0,0,0,0,0,0,0,135,655918,0,135,119700,4.2,60,536218,0,0,536218,119700,0
000088.SZ,20260709,32,0,4.2,66,98514,0,34,200154,-3126,101640,98514,66,0,0,0,0,0,0,0,66,98514,0,66,101640,4.2,32,-3126,0,0,-3126,101640,0
000088.SZ,20260709,33,0,4.2,119,79148,0,33,414308,-256012,335160,79148,119,0,0,0,0,0,0,0,119,79148,0,119,335160,4.21,86,-256012,0,0,-256012,335160,0
000088.SZ,20260709,34,0,4.19,249,271488,0,46,1242087,-774721,966409,271488,249,0,0,0,4190,0,0,0,249,231588,-0.00238095238095233,249,1010499,4.2,203,-774721,-4190,-4190,-694921,970599,0
000088.SZ,20260709,35,0,4.19,386,213407,0,129,1651889.24,-1012043.56,1377128.56,215087,386,0,0,1680,59673.68,0,0,0,386,290926,0,386,1360963.24,4.2,257,-1012043.56,-57993.68,-57993.68,-1163721.56,1436802.24,0
000088.SZ,20260709,36,0,4.18,228,234656,6,71,1326123,-858905,1091047,235076,316,0,0,420,0,-506990,0,0,310,198623,-0.002386634844868896,316,550118,4.19,157,-351915,420,420,-856391,1091047,0
000088.SZ,20260709,37,0,4.17,236,148317,0,40,1608908.32,-1312274.32,1460591.32,148317,236,0,0,0,0,0,0,0,236,148317,-0.0023923444976076047,236,1460591.32,4.19,196,-1312274.32,0,0,-1312274.32,1460591.32,0
000088.SZ,20260709,38,0,4.17,261,674669,0,116,1201600,54086,518591,674669,261,0,0,0,8340,0,0,0,261,623673,0,261,577927,4.17,145,54086,-8340,-8340,156078,526931,0
000088.SZ,20260709,39,0,4.17,162,629931,1,115,803896,455966,173965,629931,177,0,0,0,0,18809.999999999996,0,0,176,596073,0,177,158917,4.17,47,437156,0,0,455966,173965,0
000088.SZ,20260709,40,0,4.18,192,319352,0,120,514572,126640,195220,319352,192,0,0,0,0,0,0,0,192,320606,0.0023980815347721313,192,193966,4.18,72,126640,0,0,124132,195220,0
000088.SZ,20260709,41,0,4.18,256,368038,9,136,1544435,81595,294803,1249632,256,0,0,881593.9999999999,0,0,0,0,247,1253812,0,256,290623,4.18,120,81595,881593.9999999999,881593.9999999999,73235,294803,0
000088.SZ,20260709,42,0,4.18,247,173885.00000000003,0,62,594393,-246623,420508,173885.00000000003,247,0,0,0,0,0,0,0,247,173885.00000000003,0,247,420508,4.19,185,-246623,0,0,-246623,420508,0
000088.SZ,20260709,43,0,4.18,183,105588,0,77,544320.8,-333144.8,438732.8,105588,183,0,0,0,0,0,0,0,183,105588,0,183,438732.8,4.19,106,-333144.8,0,0,-333144.8,438732.8,0
