stock_code,transaction_date,window_id,order_age_fifo_count,window_open_price,deal_amount,Q_rule_t,active_buy_amount,active_sell_count,CH_rule_t,active_buy_count,side_fallback_count,large_active_sell_amount,order_age_unresolved_count,order_age_missing_count,passive_retail_amount,window_close_price,small_passive_buy_amount,pi_max_price_impact_pct,signal_deal_sell_amount,order_age_recovered_count,window_trade_count,active_inferred_count,active_non_large_amount,unknown_side_amount,order_age_direct_count,signed_large_active_amount,signal_deal_buy_amount,small_passive_sell_amount,R_seed_t,signed_mix_qr_amount,passive_quant_amount,large_active_buy_amount,active_sell_amount
000070.SZ,20260709,9,2,17.8,59956268.199999996,-8787447,18717117,3105,-13252199.200000001,1272,0,18304169.2,0,0,0,17.56,14544748,-0.013483146067415842,40186105.2,4431,4431,4377,-8970562,0,4429,-13252199.200000001,19770163,22055381,0,-7510633,183115,5051970,40939878.2
000070.SZ,20260709,10,3,17.56,31052197.19,-801125.04,12786275.19,1486,-4227611.77,1123,0,7616441,0,0,0,17.68,9249422.96,0.006833712984054727,18772962,2692,2692,2609,-625238.04,0,2689,-4227611.77,12279235.19,10797504,0,-1548081.04,-175887,3388829.23,17639125
000070.SZ,20260709,11,0,17.68,22314345,-4309956,6941895,1112,-3993485,729,0,4264188,0,0,0,17.54,7677145,-0.007918552036199128,14244987,1860,1860,1841,-4331115,0,1860,-3993485,8069358,10102309,0,-2425164,21159.000000000007,270703,15266495
000070.SZ,20260709,12,0,17.54,23755661,2207807,12092657,792,-1366124,880,0,3824787,0,0,0,17.62,10101404,0.0045610034207526715,11169135,1710,1710,1672,2081075,0,1710,-1366124,12586526,7370807,0,2730597,126732,2458663,11377706
000070.SZ,20260709,13,0,17.63,21629842,-5906644,7349206,1101,-274470,481,0,2384478,0,0,0,17.58,6166757,-0.0022701475595915265,13194587,1629,1629,1582,-6179733,0,1629,-274470,8435255,10968599,0,-4801842,273089,2110008,13803409
000070.SZ,20260709,14,0,17.58,16894917,2755268,9517570,514,-308847,870,0,405788,0,0,0,17.69,9041843,0.006257110352673663,7756133,1421,1421,1384,2727086,0,1421,-308847,9138784,7350345,0,1691498,28182,96941,7099331
000070.SZ,20260709,15,0,17.68,24034340.64,-4235432.4,8213404,1045,-2186912.24,627,0,4109954.24,0,0,0,17.61,6865236.640000001,-0.004522328999434813,15962085.08,1791,1791,1672,-3202228.4000000004,0,1791,-2186912.24,8072255.5600000005,11136107.76,0,-4270871.12,-1033204,1923042,13602544.64
000070.SZ,20260709,16,0,17.61,31546939,-1982723,6650503,1800,-16016954,558,0,17731085,0,0,0,17.6,4318428,-0.0005678591709254975,25600486,2399,2399,2358,-2014494,0,2399,-16016954,5946453,7783295,0,-3464867,31771,1714131,24681951
000070.SZ,20260709,17,0,17.61,18950513,-4379781,5856915,608,-2360104,455,0,2897746,0,0,0,17.58,5312137,-0.001136363636363814,13093694,1116,1116,1063,-3627990,0,1116,-2360104,5856819,10202988,0,-4890851,-751791,537642,11845009
000070.SZ,20260709,18,0,17.58,16261865,-540040,7998894,781,887557,670,0,1387359,0,0,0,17.74,6195452,0.009101251422070543,7663021,1502,1502,1451,-629752,0,1502,887557,8598844,6404138,0,-208686,89712,2274916,7741089
000070.SZ,20260709,19,1,17.75,49924973,5240166,27077145,1492,-75665,1880,0,6234247,0,0,0,17.82,22162117,0.004509582863585223,22032458,3567,3567,3372,7978518,0,3566,-75665,27892515,15370027,0,6792090,-2738352,6158582,19174292
000070.SZ,20260709,20,0,17.83,20323502,-2331434,7300204,870,-2982808,667,0,4148224,0,0,0,17.75,5745459,-0.0039281705948372775,13145569,1597,1597,1537,-2163911,0,1597,-2982808,7177933,9264403,0,-3518944,-167523,1165416,12446923
000070.SZ,20260709,21,0,17.75,20035808,-648185,7222625,664,-4623683,510,0,5798259,0,0,0,17.63,5537660,-0.006760563380281746,13360655,1230,1230,1174,-283696,0,1230,-4623683,6675153,7525313,0,-1987653,-364489,1174576,12130004
000070.SZ,20260709,22,0,17.63,18314328,-1594982,7590768,560,-1026034,546,0,2540770,0,0,0,17.71,6115009,0.0045377197958027145,11026008,1202,1202,1106,-656676,0,1202,-1026034,7288320,8143813,0,-2028804,-938306,1514736,9273478
000070.SZ,20260709,23,0,17.72,15080626,2597650,8999973,480,360820,588,0,1342387,0,0,0,17.8,7037109,0.00508187464709203,6954606,1087,1087,1068,2766626,0,1087,360820,8126020,4997923,0,2039186,-168976,1703207,5872527
000070.SZ,20260709,24,0,17.81,31666773,-1049925,12598969,1330,-5183966,769,0,9242218,0,0,0,17.82,8920270,0.0011235955056179536,16478653,2131,2131,2099,-1076600,0,2131,-5183966,15188120,9446033,0,-525763,26674.999999999993,4058252,18859535
000070.SZ,20260709,25,0,17.81,18624699,5796855,12237640,464,425322,1007,0,504221,0,0,0,17.91,12214933,0.005050505050505042,5494467,1491,1491,1471,5646877,0,1491,425322,13130232,4976002,0,7238931,149978,929543,6165441
000070.SZ,20260709,26,1,17.92,42192516,9175102,23774436,1234,-2479138,2105,0,5993205,0,0,0,18.07,21415631,0.008933556672250147,16752877,3419,3419,3339,8728894,0,3418,-2479138,25439639,11269613,0,10146018,446208,3514067,17524680
000070.SZ,20260709,27,0,18.08,25471440,62775.999999999534,10738420,1066,-3859292,873,0,5086817,0,0,0,18,8758999,-0.0038738240177089256,15404739,1973,1973,1939,57048.99999999955,0,1973,-3859292,10066701,10398099,0,-1639100,5727,1227525,14540663
000070.SZ,20260709,28,8,18.01,37076326,2145077,22070147,838,5805423,1497,0,5713024,0,0,0,18.15,11095170,0.008333333333333255,12103551,2425,2425,2335,2446325,0,2417,5805423,24972775,8749685,0,2345485,-301248,11518447,13818399
000070.SZ,20260709,29,0,18.15,56194926,6774426,30149593,1685,-1870302,2511,0,11205057,0,0,0,18.18,20369557,0.001652892561983534,25566121,4286,4286,4196,6643622,0,4286,-1870302,30628805,15285557,0,5084000,130804,9334755,25376273
000070.SZ,20260709,30,0,18.18,26582571,-3749785,10530322,1184,-1409226,807,0,5665948,0,0,0,18.15,6860648,-0.0016501650165017126,14882703,2066,2066,1991,-3572134,0,2066,-1409226,11699868,9799253,0,-2938605,-177651,4256722,15511682
000070.SZ,20260709,31,1,18.15,23928027,3524340,12936836,778,-832647,1048,0,2773559,0,0,0,18.2,11633750,0.002754820936639158,10384318,1866,1866,1826,3511634,0,1865,-832647,13543709,7579806,0,4053944,12706,1940912,10257849
000070.SZ,20260709,32,0,18.21,22397570,1261038,9879930,791,-3346546,711,0,3903077,0,0,0,18.17,9663035,-0.0016483516483515156,11932806,1561,1561,1502,1357373,0,1561,-3346546,10464764,8274927,0,1388108,-96335.00000000003,556531,11869103
000070.SZ,20260709,33,0,18.17,29351247,5964820,18919588,499,3573651,990,0,2506223,0,0,0,18.18,13204917,0.0005503577325260325,10066456,1576,1576,1489,6357635,0,1576,3573651,19284791,7560233,0,5644684,-392815.00000000006,6079874,8988302
000070.SZ,20260709,34,0,18.19,27428714,-7282482,9528576,1235,-457644,557,0,1694228,0,0,0,18.08,9172329,-0.005500550055005579,17786817,1847,1847,1792,-7431185,0,1847,-457644,9641897,15325573,0,-6153244,148703,1236584,17417405
000070.SZ,20260709,35,0,18.08,22293396.439999998,-169218.3200000003,9796272.56,731,-2499071,710,0,3863369.4399999995,0,0,0,18.15,8382347.44,0.0038716814159292195,12707662.56,1455,1455,1441,-131261.3200000003,0,1455,-2499071,9585733.879999999,8683381.120000001,0,-301033.67999999993,-37957,1364298.44,12426604.879999999
000070.SZ,20260709,36,0,18.15,25514246.99,800953.5699999998,13632051.06,842,1082985.56,832,0,2987412,0,0,0,18.1,9815738.870000001,-0.002754820936638962,14775514.560000002,1694,1694,1674,1047050.5699999996,0,1694,1082985.56,10738732.43,8640698.559999999,0,1175040.3099999991,-246097,4070397.56,11502014.929999998
000070.SZ,20260709,37,0,18.1,21809995,5777137,13625491,577,-245571.99999999977,794,0,2495859,0,0,0,18.13,11037928,0.001657458563535778,8032972,1429,1429,1371,6289805,0,1429,-245571.99999999977,13777023,6025921,0,5012007,-512668,2250287,7581258
000070.SZ,20260709,38,0,18.11,32610304,5243157,23455558,554,10410697,1181,0,881838,0,0,0,18.18,12330581,0.002757859900717083,9107044,1814,1814,1735,5100199,0,1814,10410697,23503260,8105350,0,4225231,142958,11292535,7944662
000070.SZ,20260709,39,0,18.17,20617378,-592587,8040912,791,-3079031,613,0,4288819,0,0,0,18.11,6789351,-0.003850385038503866,12674473,1489,1489,1404,-204207,0,1489,-3079031,7942905,8329420,0,-1540069,-388380,1209788,11324150
000070.SZ,20260709,40,0,18.11,33816669,1122783,25810263,580,17425324,1468,0,568455,0,0,0,18.24,8224862,0.0071783545002760355,7532222,2106,2106,2048,1160504,0,2106,17425324,26284447,7029573,0,1195289,-37721,17993779,7224435
000070.SZ,20260709,41,0,18.24,46522397,9719375,27221873,1208,-213030,1748,0,8759288,0,0,89866,18.24,18150257,0,20631244,3115,3115,2956,10371047,0,3115,-213030,25891153,11066594,89866,7083663,-651672,8546258,17063856
000070.SZ,20260709,42,0,18.23,22772029,-1731004,7976254,955,-4301487,692,0,4975606,0,0,0,18.2,6860999,-0.0021929824561403044,15235091,1786,1786,1647,187018,0,1786,-4301487,7536938,10261305,0,-3400306,-1918022,674119,12090723
000070.SZ,20260709,43,0,18.2,24678405,-2156969,9041594,1136,-4067508,653,0,4403909,0,0,0,18.14,8617407,-0.0032967032967032264,15437825,1825,1825,1789,-2051597,0,1825,-4067508,9240580,11320688,0,-2703281,-105372,336401,15160699
000070.SZ,20260709,44,0,18.14,31476597,-3667522,12333503,1040,-2996949,942,0,4662524,0,0,0,18.16,11380571,0.0011025358324145299,18323484,2019,2019,1982,-3493405,0,2019,-2996949,13153113,13767927,0,-2387356,-174117,1665575,18823857
000070.SZ,20260709,45,1,18.16,33175767,-1338689,14569689,1012,-2334228,1181,0,2552411,0,0,0,18.17,14305764,0.0005506607929516279,18580957,2254,2254,2193,-807896.0000000001,0,2253,-2334228,14594810,16099409,0,-1793645,-530793,218183,17711813
000070.SZ,20260709,46,0,18.17,56990953,917430,26970429,1471,-2365267,1605,0,7258102,0,0,0,18.17,23137416,0,28971586,3363,3363,3076,3347738,0,3363,-2365267,28019367,21702600,0,1434816,-2430308,4892835,25987958
000070.SZ,20260709,47,0,18.18,45091131,23824085,34222104,638,164942,2371,0,1200376,0,0,0,18.18,18584517,0.0005503577325260325,25932126,3100,3100,3009,24643552,0,3100,164942,19159005,23940920,0,-5356403,-819467,1365318,9413610
000078.SZ,20260709,0,7,2.18,166691513.14,-3083863.74,78544348.14,7311,445952.8800000008,7674,0,34286743.5,3,3,-44720,2.05,49612031.76,-0.05963302752293593,85022690,15855,15858,14985,-3724996.74,0,15848,445952.8800000008,81668823.14,48060041.5,-44720,1551990.2599999998,641133,34732696.379999995,81823392
000078.SZ,20260709,1,0,2.05,51515495.260000005,2039653.0199999996,27330348.959999997,2583,1448867.6400000001,3025,0,1228072.8,0,0,0,2.04,24198253.32,-0.004878048780487702,24705223.5,5686,5686,5608,2199765.0199999996,0,5686,1448867.6400000001,26810271.759999998,23412228.7,0,786024.6200000001,-160112,2676940.44,23681716.3
000078.SZ,20260709,2,0,2.03,24210410.14,-232306.83999999985,12091360.780000001,1333,204618.26,1515,0,315937,0,0,0,2.07,11224781.52,0.01470588235294108,12465073.36,2848,2848,2848,-232306.83999999985,0,2848,204618.26,11745336.78,12149136.36,0,-924354.8400000001,0,520555.26,12119049.36
000078.SZ,20260709,3,0,2.07,28232285.67,16098819.96,22653014.48,761,974923.33,2647,0,78559.67,0,0,0,2.17,21240932.44,0.0483091787439614,5937870.23,3408,3408,3408,16098819.96,0,3408,974923.33,22294415.44,5859310.5600000005,0,15381621.879999999,0,1053483,5579271.19
000078.SZ,20260709,4,0,2.17,24522145.43,926368.19,12474526.31,1463,-334101,1586,0,918359,0,0,0,2.09,12601623.43,-0.03686635944700464,11336264,3071,3071,3049,851108.19,0,3071,-334101,13185881.43,10417905,0,2183718.4299999997,75260,584258,11957519.120000001
000078.SZ,20260709,5,0,2.08,15885543,2132116,9672924,737,1349489,1025,0,353337,0,0,0,2.14,8297670,0.023923444976076683,5833288,1763,1763,1762,2121466,0,1763,1349489,10052255,5531710,0,2765960,10650,1702826,6201969
000078.SZ,20260709,6,0,2.13,11414951.33,-269039.6699999999,5983557.33,697,821203,611,0,181502,0,0,0,2.12,5264880.33,-0.009345794392523372,5147366,1308,1308,1308,-269039.6699999999,0,1308,821203,6267585.33,4965864,0,299016.3300000001,0,1002705,5431394
000078.SZ,20260709,7,0,2.11,15077937,-5515131,4797146,1173,31486,629,0,48464,0,0,0,2.1,4865570,-0.009433962264150952,10132417,1802,1802,1802,-5515131,0,1802,31486,4945520,10083953,0,-5218383,0,79950,10280791
000078.SZ,20260709,8,1,2.1,29474630,-12951104,7641133,2357,-1227330,900,0,2372240,0,0,0,2.06,6792341,-0.019047619047619063,21535190,3264,3264,3257,-12958069,0,3263,-1227330,7939440,19165139,0,-12372798,6965,1144910,21826532
000078.SZ,20260709,9,0,2.06,25268219,-9459471,7336602,2138,-885572,907,0,1364975,0,0,0,1.94,7510151,-0.05825242718446607,17106931,3080,3080,3045,-9582213,0,3080,-885572,8161288,15913690,0,-8403539,122742,479403,17804387
000078.SZ,20260709,10,0,1.95,14434041,207498,7148184,1017,-345171,1051,0,369889,0,0,0,1.99,7362897,0.025773195876288683,7046426,2068,2068,2068,207498,0,2068,-345171,7387615,6676537,0,686360,0,24718,7285857
000078.SZ,20260709,11,0,1.98,8612947,2975070,5791352,478,-891,853,0,10800,0,0,0,1.99,5837852,0,2765186,1334,1334,1331,2977482,0,1334,-891,5847761,2754386,0,3083466,-2412,9909,2814761
000078.SZ,20260709,12,0,1.99,6326769,-627345,2753197,378,-193030,416,0,193030,0,0,0,1.99,2762797,0,3563972,794,794,794,-627345,0,794,-193030,2762797,3370942,0,-608145,0,0,3573572
000078.SZ,20260709,13,0,1.99,7982287,5439800,6710941,173,-204.9999999999999,886,0,819.9999999999999,0,0,0,2.08,6608089,0.045226130653266375,1373583,1059,1059,1059,5439800,0,1059,-204.9999999999999,6608704,1372763,0,5235326,0,615,1271346
000078.SZ,20260709,14,1,2.08,8563248.48,700942.6399999999,5251212.48,449,1240681.8399999999,537,0,73237.07,0,0,0,2.06,4327007.57,-0.009615384615384623,2922322,988,988,986,710122.6399999999,0,987,1240681.8399999999,5640926.4799999995,2849084.93,0,1477922.6400000001,-9180,1313918.9100000001,3300408
000078.SZ,20260709,15,0,2.05,4171017,-2303713,933147,422,-1010,185,0,1010,0,0,0,2.02,938647,-0.019417475728155355,3232370,607,607,607,-2303713,0,607,-1010,938647,3231360,0,-2292713,0,0,3237870
000078.SZ,20260709,16,0,2.02,4058811,285083,2171947,272,0,246,0,0,0,0,0,2.01,2172312,-0.004950495049505065,1886499,518,518,518,285083,0,518,0,2172312,1886499,0,285813,0,0,1886864
000078.SZ,20260709,17,0,2.01,3364090,-87814,1654581,195,32886,213,0,0,0,0,0,2.03,1630785,0.009950248756218916,1700419,408,408,408,-87814,0,408,32886,1663671,1700419,0,-69634,0,32886,1709508.9999999998
000078.SZ,20260709,18,0,2.03,3816881.25,2115253.25,2966067.25,149,0,351,0,0,0,0,0,2.06,2962582.25,0.014778325123152834,854299,500,500,500,2115253.25,0,500,0,2962582.25,854299,0,2108283.25,0,0,850814
000078.SZ,20260709,19,0,2.06,3206771.75,-599684.25,1303543.75,261,0,180,0,0,0,0,0,2.03,1147057,-0.014563106796116625,2059714.75,441,441,441,-599684.25,0,441,0,1147057,2059714.75,0,-912657.75,0,0,1903228
000078.SZ,20260709,20,0,2.04,2622831,-638762.9999999999,992034,195,0,159,0,0,0,0,0,2.03,992034,0,1630796.9999999998,354,354,354,-638762.9999999999,0,354,0,992034,1630796.9999999998,0,-638762.9999999999,0,0,1630796.9999999998
000078.SZ,20260709,21,0,2.03,2876505,-1724009,576248,257,0,88,0,0,0,0,0,2.01,576248,-0.009852216748768483,2300257,345,345,345,-1724009,0,345,0,576248,2300257,0,-1724009,0,0,2300257
000078.SZ,20260709,22,0,2.01,3381217,-1677952.9999999998,851632,283,0,82,0,0,0,0,0,2.02,851632,0.004975124378109568,2529584.9999999995,365,365,365,-1677952.9999999998,0,365,0,851632,2529584.9999999995,0,-1677952.9999999998,0,0,2529584.9999999995
000078.SZ,20260709,23,0,2.02,2170458,-1090565.9999999998,539946,193,0,108,0,0,0,0,0,2.02,539946,0,1630511.9999999998,301,301,301,-1090565.9999999998,0,301,0,539946,1630511.9999999998,0,-1090565.9999999998,0,0,1630511.9999999998
000078.SZ,20260709,24,0,2.01,5346410.5,1181391.5,3758296,299,988790,486,0,0,0,0,0,2,1773700.5,-0.00990099009900991,2644722,785,785,785,1181391.5,0,785,988790,2701688.5,2583920,0,-810219.4999999999,0,988790,1588114.5
000078.SZ,20260709,25,0,2,5619112,-2963758,1313817,572,-27720,192,0,27720,0,0,0,2,1252147,0,4366965,764,764,764,-2963758,0,764,-27720,1252147,4339245,0,-3087098,0,0,4305295
000078.SZ,20260709,26,0,1.99,2241986,-1186386,527800,258,0,126,0,0,0,0,0,1.99,527800,-0.0050000000000000044,1714186,384,384,384,-1186386,0,384,0,527800,1714186,0,-1186386,0,0,1714186
000078.SZ,20260709,27,0,2,7259814,-3600244,1766776,693,-126018,215,0,147980,0,0,0,1.97,1800514,-0.010050251256281416,5437338,908,908,908,-3600244,0,908,-126018,1822476,5289358,0,-3488844,0,21962,5493038
000078.SZ,20260709,28,0,1.97,4107574,-1191478.5,1244943,288,-426209.5,189,0,426209.5,0,0,0,1.98,1263357,0.0050761421319797,2844217,477,477,477,-1191478.5,0,477,-426209.5,1263357,2418007.5,0,-1154650.5,0,0,2862631
000078.SZ,20260709,29,0,1.98,4677867,-2993127,846825,374,8910,128,0,0,0,0,0,1.96,580814,-0.01010101010101011,4088143,502,502,502,-2993127,0,502,8910,589724,4088143,0,-3507329,0,8910,3831042
000078.SZ,20260709,30,0,1.96,13894596.8,-6081878.8,3670990,1365,-470738,487,0,470738,0,0,0,1.92,3667786,-0.02040816326530614,10226810.8,1852,1852,1852,-6081878.8,0,1852,-470738,3667786,9756072.8,0,-6088286.8,0,0,10223606.8
000078.SZ,20260709,31,0,1.92,9118753.2,-6239606.2,1420154,890,-38839,261,0,44649,0,0,0,1.9,1393921,-0.010416666666666676,7719022.2,1151,1151,1151,-6239606.2,0,1151,-38839,1399731,7674373.2,0,-6280452.2,0,5810,7698599.2
000078.SZ,20260709,32,0,1.9,18528177.64,-2686393.159999999,6964058.880000001,1177,-1913666.72,841,0,2494501.72,0,0,0,1.89,6504986.640000001,-0.005263157894736847,11442356,2021,2021,2018,-2673303.159999999,0,2021,-1913666.72,7085821.640000001,8947854.280000001,0,-2442867.6399999997,-13090,580835,11551028.76
000078.SZ,20260709,33,0,1.89,6507544,-158483,3108097,485,-132867,446,0,132867,0,0,0,1.87,2944099,-0.010582010582010474,3563445,931,931,931,-158483,0,931,-132867,2944099,3430578,0,-486479,0,0,3399447
000078.SZ,20260709,34,1,1.87,14431804.35,-1975888.65,5426194.35,1111,-1603527,688,0,1630471,0,0,0,1.87,5436484.35,0,8968376,1799,1799,1799,-1975888.65,0,1798,-1603527,5463428.35,7337905,0,-1901420.65,0,26944,9005610
000078.SZ,20260709,35,0,1.87,5353532.6,-1693082.6,1664819,614,-232022,264,0,232208,0,0,0,1.84,1764543,-0.016042780748663114,3588803.6,892,892,878,-1718982.6,0,892,-232022,1764729,3356595.6,0,-1592052.6,25900,186,3615823.6
000078.SZ,20260709,36,0,1.85,5884338.98,-542091.98,2681706,483,39565,388,0,14640.000000000002,0,0,0,1.84,2549501.56,0,3280632.42,876,876,871,-541907.98,0,876,39565,2603706.56,3265992.42,0,-716490.8599999999,-184,54205,3184048.98
000078.SZ,20260709,37,1,1.84,17509502.48,-8210720.780000001,4309229.52,1528,-676692.66,518,0,690234.66,0,0,0,1.83,4984551.24,-0.005434782608695656,12511409.240000002,2051,2051,2046,-8203465.780000001,0,2050,-676692.66,4998093.24,11821174.580000002,0,-6836623.339999998,-7255,13542,13189387.96
000078.SZ,20260709,38,0,1.83,7334097.720000001,3488593.7199999997,5413128.72,265,3566,772,0,0,0,0,0,1.93,6217375.720000001,0.05464480874316932,1113156,1037,1037,1037,3488593.7199999997,0,1037,3566,6220941.720000001,1113156,0,5104219.72,0,3566,1920969
000078.SZ,20260709,39,0,1.93,7048821,1469022,4246723,414,315,566,0,155273,0,0,0,1.91,3800951,-0.010362694300518144,3055033,991,991,980,1458800,0,991,315,3993788,2937009,0,863942,10222,155588,2787608
000078.SZ,20260709,40,0,1.91,3429401,-1267069,1084336,280,6340,166,0,380,0,0,0,1.89,1053962,-0.010471204188481685,2368719,446,446,446,-1267069,0,446,6340,1060682,2368339,0,-1314377,0,6720,2345065
000078.SZ,20260709,41,0,1.89,3353871,-832619,1260062,263,-1128,143,0,1128,0,0,0,1.89,1268567,0,2085304,406,406,406,-832619,0,406,-1128,1268567,2084176,0,-815609,0,0,2093809
000078.SZ,20260709,42,0,1.89,3653888,-897498,1361138,311,-32626,171,0,61050,0,0,0,1.87,1345206,-0.010582010582010474,2280258,484,484,482,-852486,0,484,-32626,1373630,2219208,0,-874002,-45012,28424,2246250
000078.SZ,20260709,43,0,1.86,3682719,-2578763,551978,379,0,119,0,0,0,0,0,1.85,553838,-0.010695187165775409,3128881,498,498,498,-2578763,0,498,0,553838,3128881,0,-2575043,0,0,3130741
000078.SZ,20260709,44,0,1.85,4335181,-2079705,1127738,481,0,200,0,0,0,0,0,1.85,1129403,0,3205778,681,681,681,-2079705,0,681,0,1129403,3205778,0,-2076375,0,0,3207443
000078.SZ,20260709,45,0,1.85,6028132.28,-3171602.2800000003,1428265,652,0,261,0,0,0,0,0,1.84,1458073,-0.00540540540540541,4570059.28,913,913,913,-3171602.2800000003,0,913,0,1458073,4570059.28,0,-3111986.2800000003,0,0,4599867.28
000078.SZ,20260709,46,0,1.84,9703314.709999999,4286865.71,6914646.71,325,-160887,829,0,183000,0,0,0,1.9,6927969.71,0.03260869565217382,2753232,1154,1154,1154,4286865.71,0,1154,-160887,6950082.71,2570232,0,4357737.71,0,22113,2788668
000078.SZ,20260709,47,0,1.9,12507389,-7680947,2288741,943,-127244,327,0,128184,0,0,0,1.86,6496228,-0.02105263157894727,6010221,1277,1277,1270,-7741805,0,1277,-127244,6497168,5882037,0,614191,60858,940,10157790
000088.SZ,20260709,0,0,4.19,4126076.6,421735.16000000003,2296513.6799999997,300,67737.6,544,0,417,0,0,0,4.19,1630563.08,0,2427358.92,853,853,844,429656.16000000003,0,853,67737.6,1698717.68,2426941.92,0,-796378.84,-7921,68154.6,1799119.92
000088.SZ,20260709,1,0,4.19,2397573,-221493,1067275,287,-20580,330,0,58380,0,0,0,4.2,1080102,0.002386634844868684,1279671,660,660,617,-213951,0,660,-20580,1117902,1221291,0,-141189,-7542,37800,1301806
000088.SZ,20260709,2,0,4.2,2048333,-368401,839568,212,17640,168,0,0,0,0,0,4.2,822766,0,1207927,397,397,380,-365887,0,397,17640,840406,1207927,0,-385161.00000000006,-2514.000000000002,17640,1187815
000088.SZ,20260709,3,1,4.2,3011413.4,1374968.4,2196348.4,187,6315,285,0,0,0,0,0,4.21,2294860.4,0.00238095238095233,710238,472,472,472,1374968.4,0,471,6315,2301175.4,710238,0,1584622.4,0,6315,815065
000088.SZ,20260709,4,0,4.22,867556,223936,545746,48,0,183,0,0,0,0,0,4.21,636261,0,231295,231,231,231,223936,0,231,0,636261,231295,0,404966,0,0,321810
000088.SZ,20260709,5,0,4.21,1445360,111924,778642,51,0,227,0,0,0,0,0,4.21,778642,0,666718,278,278,278,111924,0,278,0,778642,666718,0,111924,0,0,666718
000088.SZ,20260709,6,0,4.21,3226702,-1143490,1043711,344,4210,175,0,0,0,0,0,4.2,1040341,-0.0023752969121139636,2182151,519,519,519,-1143490,0,519,4210,1044551,2182151,0,-1141810,0,4210,2182991
000088.SZ,20260709,7,0,4.2,811116.06,618315.8,747778.06,33,66964.26,242,0,0,0,0,0,4.2,667793.8,0,76358,276,276,275,617895.8,0,276,66964.26,734758.06,76358,0,591435.8,420,66964.26,62918
000088.SZ,20260709,8,0,4.19,1004841,131616,610540,90,85462.99999999999,247,0,0,0,0,0,4.2,525077,0,394301,341,341,337,140016,0,341,85462.99999999999,610540,394301,0,130776,-8400,85462.99999999999,385061
000088.SZ,20260709,9,0,4.2,354168,92712,223440,43,0,89,0,0,0,0,0,4.19,223440,-0.00238095238095233,130728.00000000001,132,132,132,92712,0,132,0,223440,130728.00000000001,0,92712,0,0,130728.00000000001
000088.SZ,20260709,10,0,4.19,759857.34,-43657.340000000055,358100,137,0,105,0,0,0,0,0,4.2,381145,0.002386634844868684,378712.34,242,242,242,-43657.340000000055,0,242,0,381145,378712.34,0,2432.6599999999453,0,0,401757.34
000088.SZ,20260709,11,0,4.2,568597,147083,357840,73,0,75,0,0,0,0,0,4.2,357840,0,210757.00000000003,148,148,148,147083,0,148,0,357840,210757.00000000003,0,147083,0,0,210757.00000000003
000088.SZ,20260709,12,0,4.2,669233,-241673.00000000003,213780,117,0,46,0,0,0,0,0,4.2,213780,0,455453,163,163,163,-241673.00000000003,0,163,0,213780,455453,0,-241673.00000000003,0,0,455453
000088.SZ,20260709,13,0,4.19,345330,68789.99999999999,207060,24,0,89,0,0,0,0,0,4.19,207060,-0.00238095238095233,138270,113,113,113,68789.99999999999,0,113,0,207060,138270,0,68789.99999999999,0,0,138270
000088.SZ,20260709,14,0,4.2,1214460,1063620,1139040,29,0,346,0,0,0,0,0,4.2,1139040,0.002386634844868684,75420,375,375,375,1063620,0,375,0,1139040,75420,0,1063620,0,0,75420
000088.SZ,20260709,15,0,4.2,1333625,815345,1074065,65,0,188,0,0,0,0,0,4.21,977045,0.00238095238095233,356580,254,254,253,814925,0,254,0,977045,356580,0,620465,420,0,259140
000088.SZ,20260709,16,0,4.21,3179852.6,920324.6000000001,2066757.6,78,33338,214,0,0,0,0,0,4.21,2031314.6,0,1115200,292,292,292,920324.6000000001,0,292,33338,2064652.6,1115200,0,916114.6000000001,0,33338,1113095
000088.SZ,20260709,17,0,4.2,737398,-486482,125458,97,0,34,0,0,0,0,0,4.21,125458,0,611940,131,131,131,-486482,0,131,0,125458,611940,0,-486482,0,0,611940
000088.SZ,20260709,18,0,4.2,648357,-61051.000000000015,293653,101,0,79,0,0,0,0,0,4.2,295333,-0.0023752969121139636,353024,180,180,180,-61051.000000000015,0,180,0,295333,353024,0,-57691.000000000015,0,0,354704
000088.SZ,20260709,19,1,4.2,280446,184914,232680,34,0,169,0,0,0,0,0,4.19,232680,-0.00238095238095233,47766,203,203,203,184914,0,202,0,232680,47766,0,184914,0,0,47766
000088.SZ,20260709,20,0,4.19,256117,186563,221340,40,0,75,0,0,0,0,0,4.2,221340,0.002386634844868684,34777.00000000001,115,115,115,186563,0,115,0,221340,34777.00000000001,0,186563,0,0,34777.00000000001
000088.SZ,20260709,21,0,4.2,1461539,948184,1205493,42,1263,319,0,0,0,0,0,4.21,606150,0.00238095238095233,854126,361,361,361,948184,0,361,1263,607413,854126,0,-247976,0,1263,256046
000088.SZ,20260709,22,0,4.21,274625,83945,179285,25,0,90,0,0,0,0,0,4.2,177185,-0.0023752969121139636,97440,115,115,115,83945,0,115,0,177185,97440,0,79745,0,0,95340
000088.SZ,20260709,23,0,4.2,1220418,127588,669383,64,0,164,0,0,0,0,0,4.2,500963,0,719455,258,258,228,219148,0,258,0,500963,719455,0,-218492,-91560,0,450235
