stock_code,transaction_date,window_id,order_age_fifo_count,window_open_price,deal_amount,Q_rule_t,active_buy_amount,active_sell_count,CH_rule_t,active_buy_count,side_fallback_count,large_active_sell_amount,order_age_unresolved_count,order_age_missing_count,passive_retail_amount,window_close_price,small_passive_buy_amount,pi_max_price_impact_pct,signal_deal_sell_amount,order_age_recovered_count,window_trade_count,active_inferred_count,active_non_large_amount,unknown_side_amount,order_age_direct_count,signed_large_active_amount,signal_deal_buy_amount,small_passive_sell_amount,R_seed_t,signed_mix_qr_amount,passive_quant_amount,large_active_buy_amount,active_sell_amount
000021.SZ,20260709,11,9,55.9,287325859.03,18397519.71,155448928.86,5837,12858942.899999999,8110,0,62482441.17,0,0,0,55.4,82194251.53,-0.009121802897513827,137843772.55,14680,14680,13947,22919061.79,0,14671,12858942.899999999,149482086.48000002,67307782.25999999,0,14886469.27,-4521542.08,75341384.07,119670924.17
000021.SZ,20260709,12,15,55.4,217696595.89000002,13592615.64,139305970.37,3898,53770585.81,6195,0,33264878.1,0,0,16731,55.49,53685103.87999999,0.0016245487364621555,92957780.12999998,10843,10843,10093,18611035.84,0,10828,53770585.81,124738815.76,43711150,16731,9973953.879999992,-5018420.2,87035463.91,66924348.72
000021.SZ,20260709,13,14,55.49,211561902.65,-852821.9000000004,109647558,4774,20977649.25,6121,0,38926596.75,0,0,0,55.34,54841377,-0.0027031897639214018,108114364.65,11779,11779,10895,1376838.0999999996,0,11765,20977649.25,103447538,57889682.9,0,-3048305.9000000004,-2229660,59904246,87293070.65
000021.SZ,20260709,14,3,55.3,158913956.78000003,11269020.14,98315047.63000001,3178,30724280.339999996,5041,0,22726132.759999998,0,0,0,55.45,47236984.94,0.0019877123238163973,60333114.75999999,8554,8554,8219,12625319.14,0,8551,30724280.339999996,98580842.02000003,35500425.980000004,0,11736558.96,-1356299,53450413.099999994,54965448.150000006
000021.SZ,20260709,15,7,55.43,163382820.26999998,-7492827.68,75687909.47999999,5061,-2032383.63,3565,0,29753146.729999997,0,0,0,54.91,49614124.239999995,-0.009738503155996505,85661967.7,8858,8858,8626,-7289655.679999998,0,8851,-2032383.63,77720852.57,56294786.2,0,-6680661.959999999,-203172,27720763.1,85009948.79
000021.SZ,20260709,16,18,54.92,207926688.51000005,13256706.29,115774254.46000002,4094,24353358.240000002,5825,0,30189594.54,0,0,0,54.94,76232665.92999999,0.0005463485703879282,67509126.65,10489,10489,9919,9659845.169999996,0,10471,24353358.240000002,140417561.85999995,46961475.25999999,0,29271190.670000006,3596861.12,54542952.779999994,81761051.04999998
000021.SZ,20260709,17,6,54.94,122603885.52000001,20582495.859999992,69900763.48,2524,952636.5799999998,3462,0,18966014.119999997,0,0,5519,55.07,51315837.78,0.0023662176920277132,47976997.34,6256,6256,5986,20328014.859999996,0,6250,952636.5799999998,74626888.18,32403382.92,5519,18912454.859999992,254481,19918650.7,48620112.04
000021.SZ,20260709,18,4,55.07,131542111,16308201,68661374,2529,-4681746,3026,0,31991984,0,0,0,54.86,42719503,-0.0038133284910114554,59766650,5869,5869,5555,16612845,0,5865,-4681746,71775461,29520386,0,13199117,-304644,27310238,56730275
000021.SZ,20260709,19,3,54.86,136058359.06,20260321.2,78689916.65,2901,6657371.039999999,4098,0,18027795.29,0,0,0,54.87,61119171.94,0.00018228217280346354,51256695.42,7229,7229,6999,18287938.200000003,0,7226,6657371.039999999,84801663.64000002,32226225.5,0,28892946.440000005,1972383,24685166.33,53744607.410000004
000021.SZ,20260709,20,6,54.86,110562508.72,-14387283.559999999,44133251.72,3574,-4921611.719999999,2098,0,20180293,0,0,0,54.4,32991084.44,-0.008565700747220684,61878817,5832,5832,5672,-15371806.559999999,0,5826,-4921611.719999999,48683691.72,42132450,0,-9141365.56,984523,15258681.28,64426670
000021.SZ,20260709,21,5,54.4,112416884.66999999,8072302.119999999,54839021,2880,-5225479.35,2903,0,25476576.35,0,0,0,54.71,35479061.739999995,0.005698529411764748,55403744.93000001,6179,6179,5783,8379390.68,0,6174,-5225479.35,57013139.739999995,31210149.58,0,4268912.160000001,-307088.56000000006,20251097,51685109.67
000021.SZ,20260709,22,8,54.7,86549878,12899174,50589848,1647,5373138,2742,0,10222381,0,0,0,55.12,36161193,0.00749405958691275,35360750,4621,4621,4389,12534904,0,4613,5373138,51189128,24570785,0,11590408,364270,15595519,32681806
000021.SZ,20260709,23,4,55.13,101299251.45,4880881.59,67109657.7,2015,31921474.36,3047,0,7289939,0,0,0,55.18,33252096.77,0.0010885341074020733,29462317.32,5271,5271,5062,3630347.59,0,5267,31921474.36,71836934.13,21545802.32,0,11706294.45,1250534,39211413.36,31557835.75
000021.SZ,20260709,24,6,55.18,1243495105.93,167303826.31999996,1000803417.2799999,8353,618576453.3099998,34328,0,87056713.85,10,10,782857,56.24,323174295.48,0.01920985864443643,209869797.91,43833,43843,42681,162779716.11999997,0,43827,618576453.3099998,1033625308.0199997,127630929.44,782857,195543366.04,4524110.2,705633167.1599997,219447247.85
000021.SZ,20260709,25,0,56.24,139802910.48000002,-96288110.32,0,3712,-43514800.16,0,0,43514800.16,0,0,0,56.24,0,0,139802910.48000002,3712,3712,3712,-96288110.32,0,3712,-43514800.16,0,96288110.32,0,-96288110.32,0,0,139802910.48000002
000021.SZ,20260709,26,0,56.24,53676018.4,-41916234.4,0,1631,-11759784,0,0,11759784,0,0,0,56.24,0,0,53676018.4,1631,1631,1631,-41916234.4,0,1631,-11759784,0,41916234.4,0,-41916234.4,0,0,53676018.4
000021.SZ,20260709,27,0,56.24,48692704.480000004,-40103169.28,0,1423,-8589535.2,0,0,8589535.2,0,0,0,56.24,0,0,48692704.480000004,1423,1423,1423,-40103169.28,0,1423,-8589535.2,0,40103169.28,0,-40103169.28,0,0,48692704.480000004
000021.SZ,20260709,28,0,56.24,29660976,-24644368,0,1011,-5016608,0,0,5016608,0,0,0,56.24,0,0,29660976,1011,1011,1011,-24644368,0,1011,-5016608,0,24644368,0,-24644368,0,0,29660976
000021.SZ,20260709,29,0,56.24,23733280,-21549368.32,0,868,-2183911.68,0,0,2183911.68,0,0,0,56.24,0,0,23733280,868,868,868,-21549368.32,0,868,-2183911.68,0,21549368.32,0,-21549368.32,0,0,23733280
000021.SZ,20260709,30,0,56.24,26087261.439999998,-19608413.439999998,0,844,-6478848,0,0,6478848,0,0,0,56.24,0,0,26087261.439999998,844,844,844,-19608413.439999998,0,844,-6478848,0,19608413.439999998,0,-19608413.439999998,0,0,26087261.439999998
000021.SZ,20260709,31,0,56.24,19245328,-15719080,0,649,-3526248,0,0,3526248,0,0,0,56.24,0,0,19245328,649,649,649,-15719080,0,649,-3526248,0,15719080,0,-15719080,0,0,19245328
000021.SZ,20260709,32,0,56.24,20381376,-14622400,0,565,-5758976,0,0,5758976,0,0,0,56.24,0,0,20381376,565,565,565,-14622400,0,565,-5758976,0,14622400,0,-14622400,0,0,20381376
000021.SZ,20260709,33,0,56.24,33332998.08,-16618470.08,0,542,-16714528,0,0,16714528,0,0,0,56.24,0,0,33332998.08,542,542,542,-16618470.08,0,542,-16714528,0,16618470.08,0,-16618470.08,0,0,33332998.08
000021.SZ,20260709,34,0,56.24,15949664,-13863160,0,445,-2086504,0,0,2086504,0,0,0,56.24,0,0,15949664,445,445,445,-13863160,0,445,-2086504,0,13863160,0,-13863160,0,0,15949664
000021.SZ,20260709,35,0,56.24,15645968,-13379496,0,469,-2266472,0,0,2266472,0,0,0,56.24,0,0,15645968,469,469,469,-13379496,0,469,-2266472,0,13379496,0,-13379496,0,0,15645968
000021.SZ,20260709,36,0,56.24,9551014.24,-9551014.24,0,361,0,0,0,0,0,0,0,56.24,0,0,9551014.24,361,361,361,-9551014.24,0,361,0,0,9551014.24,0,-9551014.24,0,0,9551014.24
000021.SZ,20260709,37,0,56.24,9993848,-7755496,0,337,-2238352,0,0,2238352,0,0,0,56.24,0,0,9993848,337,337,337,-7755496,0,337,-2238352,0,7755496,0,-7755496,0,0,9993848
000021.SZ,20260709,38,0,56.24,6843789.36,-6843789.36,0,294,0,0,0,0,0,0,0,56.24,0,0,6843789.36,294,294,294,-6843789.36,0,294,0,0,6843789.36,0,-6843789.36,0,0,6843789.36
000021.SZ,20260709,39,0,56.24,7569904,-7569904,0,330,0,0,0,0,0,0,0,56.24,0,0,7569904,330,330,330,-7569904,0,330,0,0,7569904,0,-7569904,0,0,7569904
000021.SZ,20260709,40,0,56.24,10841384.8,-9367896.8,0,357,-1473488,0,0,1473488,0,0,0,56.24,0,0,10841384.8,357,357,357,-9367896.8,0,357,-1473488,0,9367896.8,0,-9367896.8,0,0,10841384.8
000021.SZ,20260709,41,0,56.24,9341464,-8452872,0,307,-888592,0,0,888592,0,0,0,56.24,0,0,9341464,307,307,307,-8452872,0,307,-888592,0,8452872,0,-8452872,0,0,9341464
000021.SZ,20260709,42,0,56.24,7738624,-7232464,0,325,-506160,0,0,506160,0,0,0,56.24,0,0,7738624,325,325,325,-7232464,0,325,-506160,0,7232464,0,-7232464,0,0,7738624
000021.SZ,20260709,43,0,56.24,7164976,-6625072,0,297,-539904,0,0,539904,0,0,0,56.24,0,0,7164976,297,297,297,-6625072,0,297,-539904,0,6625072,0,-6625072,0,0,7164976
000021.SZ,20260709,44,0,56.24,8829680,-7198720,0,290,-1630960,0,0,1630960,0,0,0,56.24,0,0,8829680,290,290,290,-7198720,0,290,-1630960,0,7198720,0,-7198720,0,0,8829680
000021.SZ,20260709,45,0,56.24,9077136,-8514736,0,359,-562400,0,0,562400,0,0,0,56.24,0,0,9077136,359,359,359,-8514736,0,359,-562400,0,8514736,0,-8514736,0,0,9077136
000021.SZ,20260709,46,2,56.24,15139808,-10843072,0,495,-4296736,0,0,4296736,0,0,0,56.24,0,0,15139808,495,495,495,-10843072,0,493,-4296736,0,10843072,0,-10843072,0,0,15139808
000021.SZ,20260709,47,1,56.24,15235416,-13958768,0,585,-1276648,0,0,1276648,0,0,0,56.24,0,0,15235416,585,585,585,-13958768,0,584,-1276648,0,13958768,0,-13958768,0,0,15235416
000025.SZ,20260709,0,0,13.14,4201645.45,-705292.8,1385209.45,307,-465739.75,130,0,895227.5,0,0,0,13.17,1128187.4,0.0022831050228310015,2687487.3,449,449,437,-811709.8,0,449,-465739.75,1514158.15,1748742.8,0,-620555.3999999999,106417,429487.75,2662659
000025.SZ,20260709,1,0,13.17,1684426,-225283,719225,124,37191,86,0,124635,0,0,0,13.16,596950,-0.0007593014426727249,1002006,216,216,210,-247645,0,216,37191,682420,801015,0,-204065,22362,161826,929679
000025.SZ,20260709,2,0,13.16,1207194,-283690,455167,61,13230,75,0,3954,0,0,0,13.21,757047,0.0037993920972644916,432963,141,141,136,-287648,0,141,13230,774231,429009,0,328038,3958,17184,729585
000025.SZ,20260709,3,0,13.2,1159893,-79555,679018,45,280338,67,0,0,0,0,0,13.25,316785,0.0030280090840271875,622395,130,130,112,-29465,0,130,280338,537498,562770,0,-245985,-50090,280338,428145
000025.SZ,20260709,4,0,13.25,1059518,-286110,225373,74,-19740,28,0,19740,0,0,0,13.17,511168,-0.0060377358490566095,548350,116,116,102,-436254,0,116,-19740,511168,528610,0,-17442,150144,0,681367
000025.SZ,20260709,5,0,13.2,542909,-27471,245811,28,2644,45,0,0,0,0,0,13.2,219409,0.0022779043280181746,320856,77,77,73,-35409,0,77,2644,222053,320856,0,-101447,7938,2644,278576
000025.SZ,20260709,6,0,13.19,1695331,-212369,1013123,58,588260,106,0,18618,0,0,0,13.28,428733,0.006060606060606067,833533,174,174,164,-179543,0,174,588260,861798,641102,0,-212369,-32826,606878,604406
000025.SZ,20260709,7,0,13.3,954919,7509,382964,46,-114036,38,0,114036,0,0,0,13.25,376289,-0.002259036144578265,578630,93,93,84,-13788,0,93,-114036,376289,464594,0,-88305,21297,0,510788
000025.SZ,20260709,8,0,13.24,360298,-62008,137891,21,-22508,14,0,22508,0,0,0,13.23,132535,-0.0015094339622641188,227763,36,36,35,-52726,0,36,-22508,132535,205255,0,-72720,-9282,0,213125
000025.SZ,20260709,9,0,13.23,432469,-38325,197072,25,0,19,0,0,0,0,0,13.21,197072,-0.0015117157974300509,235397,44,44,44,-38325,0,44,0,197072,235397,0,-38325,0,0,235397
000025.SZ,20260709,10,0,13.21,556160,-218712,168724,21,0,12,0,0,0,0,0,13.18,168724,-0.002271006813020525,387436,33,33,33,-218712,0,33,0,168724,387436,0,-218712,0,0,387436
000025.SZ,20260709,11,0,13.18,769676,-611476,79100,80,0,23,0,0,0,0,0,13.17,79100,-0.0007587253414263875,690576,103,103,103,-611476,0,103,0,79100,690576,0,-611476,0,0,690576
000025.SZ,20260709,12,0,13.18,1478062,-1108834,136726,103,-95776,31,0,95776,0,0,0,13.12,136726,-0.0037965072133637596,1341336,135,135,134,-1095704,0,135,-95776,136726,1245560,0,-1108834,-13130,0,1328206
000025.SZ,20260709,13,0,13.12,518454,-289980,101117,38,-26240,17,0,26240,0,0,0,13.13,111591,0.0007621951219513387,406863,56,56,55,-276850,0,56,-26240,111591,380623,0,-269032,-13130,0,404207
000025.SZ,20260709,14,0,13.13,794051,-422427,173348,71,-24928,39,0,24928,0,0,0,13.14,165470,0.0007616146230007454,628581,110,110,110,-422427,0,110,-24928,165470,603653,0,-438183,0,0,620703
000025.SZ,20260709,15,0,13.13,2646755,-1347815,218845,175,-856022,40,0,856022,0,0,0,13.06,221459,-0.0060882800608828055,2425296,216,216,215,-1350429,0,216,-856022,221459,1569274,0,-1347815,2614,0,2425296
000025.SZ,20260709,16,0,13.07,1845791,176615,1079789,88,137172,55,0,27384,0,0,0,13.05,946553,-0.0007656967840734906,734682,143,143,143,176615,0,143,137172,1111109,707298,0,239255,0,164556,766002
000025.SZ,20260709,17,0,13.05,7364754,-951841,889325,344,-4618771,71,0,4704571,0,0,0,12.92,923134,-0.009961685823754849,4172194,418,418,415,-951801,0,418,-4618771,3192560,1651249,0,-728115,-40,85800,6459897
000025.SZ,20260709,18,0,12.92,8238394,796559,5802667,165,2862807,173,0,456802,0,0,0,12.88,2680659,-0.0030959752321980762,2297380,359,359,338,731290,0,359,2862807,5941014,1781324,0,899335,65269,3319609,2208570
000025.SZ,20260709,19,0,12.88,1862485,-401915,594649,119,-178640,78,0,239163,0,0,0,12.9,461982,0.0015527950310558673,1336122,206,206,197,-355576,0,206,-178640,526363,1100817,0,-638835,-46339,60523,1128865
000025.SZ,20260709,20,0,12.89,1461649,-134627,610699,54,-84984,62,0,95296,0,0,0,12.86,575875,-0.003100775193798521,790454,121,121,116,-114035,0,121,-84984,671195,780166,0,-204291,-20592,10312,809718
000025.SZ,20260709,21,0,12.86,1225527,-531838,357827,71,27109,60,0,16705,0,0,0,12.84,289567,-0.0015552099533436682,896013,133,133,131,-522818,0,133,27109,329514,875441,0,-585874,-9020,43814,853536
000025.SZ,20260709,22,0,12.84,3261231,-1573101,592053,257,-496338,61,0,496338,0,0,0,12.8,598449,-0.0031152647975077217,2396953,320,320,318,-1576944,0,320,-496338,864278,2166444,0,-1567995,3843,0,2665335
000025.SZ,20260709,23,0,12.79,759139,-54023,357718,38,10320,56,0,0,0,0,0,12.9,432905,0.007812499999999972,315914,95,95,94,-50183,0,95,10320,443225,315914,0,116991,-3840,10320,397581
000025.SZ,20260709,24,0,12.88,1474285,-1103537,142920,137,-84908,25,0,84908,0,0,0,12.84,159705,-0.0046511627906977125,1314580,162,162,162,-1103537,0,162,-84908,159705,1229672,0,-1069967,0,0,1331365
000025.SZ,20260709,25,0,12.85,809744,573382,695427,21,7728,77,0,0,0,0,0,12.91,705671,0.005451713395638652,96345,98,98,98,573382,0,98,7728,713399,96345,0,609326,0,7728,114317
000025.SZ,20260709,26,0,12.92,434601,-95671,169465,33,0,39,0,0,0,0,0,12.93,172051,0.0015491866769945448,262550,77,77,72,-58145,0,77,0,172051,262550,0,-90499,-37526,0,227610
000025.SZ,20260709,27,0,12.93,534088,-184614,159902,40,-29670,24,0,29670,0,0,0,12.87,162482,-0.004640371229698415,371606,64,64,64,-184614,0,64,-29670,162482,341936,0,-179454,0,0,374186
000025.SZ,20260709,28,0,12.86,917061,-130951,471437,49,161912,22,0,0,0,0,0,12.83,463611,-0.003108003108003042,291538,72,72,71,-133525,0,72,161912,625523,291538,0,172073,2574,161912,443050
000025.SZ,20260709,29,0,12.83,258291,165901,201792,10,0,47,0,0,0,0,0,12.88,208238,0.0038971161340608505,50053,59,59,57,155597,0,59,0,208238,50053,0,158185,10304,0,46195
000025.SZ,20260709,30,0,12.88,549152,94038,252205,29,0,22,0,0,0,0,0,12.88,282955,0,266197,53,53,51,25935,0,53,0,282955,266197,0,16758,68103,0,226270
000025.SZ,20260709,31,0,12.88,470485,199785,335135,20,0,50,0,0,0,0,0,12.92,335135,0.0031055900621117347,135350,70,70,70,199785,0,70,0,335135,135350,0,199785,0,0,135350
000025.SZ,20260709,32,0,12.9,369162,191132,280147,14,0,20,0,0,0,0,0,12.9,280147,-0.0015479876160990381,89015,34,34,34,191132,0,34,0,280147,89015,0,191132,0,0,89015
000025.SZ,20260709,33,0,12.9,372039,197515,285424,11,1294,35,0,0,0,0,0,12.94,273802,0.003100775193798383,96943,46,46,46,197515,0,46,1294,275096,96943,0,176859,0,1294,86615
000025.SZ,20260709,34,0,12.94,642802,-202202,220300,24,0,40,0,0,0,0,0,12.96,212524,0.0015455950540959314,430278,64,64,64,-202202,0,64,0,212524,430278,0,-217754,0,0,422502
000025.SZ,20260709,35,0,12.96,779068,301960,597642,29,134992,47,0,0,0,0,0,12.98,473018,0.0015432098765431768,171058,81,81,76,292888,0,81,134992,608010,171058,0,301960,9072,134992,169762
000025.SZ,20260709,36,0,12.98,2753140.5,584693.5,1802506.5,99,272375,95,0,0,0,0,0,13.05,1561335.5,0.0053929121725732115,919430,196,196,194,588620.5,0,196,272375,1833710.5,919430,0,641905.5,-3927,272375,941511
000025.SZ,20260709,37,0,13.06,413450,69298,241374,17,0,49,0,0,0,0,0,13.03,241374,-0.0015325670498085324,172076,66,66,66,69298,0,66,0,241374,172076,0,69298,0,0,172076
000025.SZ,20260709,38,1,13.04,860651,767947,814952,8,1306,74,0,0,0,0,0,13.09,812341,0.004604758250191903,47004,82,82,82,767947,0,81,1306,813647,47004,0,765337,0,1306,45699
000025.SZ,20260709,39,0,13.08,1193444,-292794,511816,60,122982,52,0,0,0,0,0,13.04,390138,-0.0038197097020626976,680324,112,112,112,-292794,0,112,122982,513120,680324,0,-290186,0,122982,681628
000025.SZ,20260709,40,0,13.03,639198,190722,411046,22,2616,42,0,0,0,0,0,13.07,413652,0.0023006134969326027,222930,66,66,64,185500,0,66,2616,416268,222930,0,190722,5222,2616,222930
000025.SZ,20260709,41,5,13.07,486220,332102,398735,11,18298,55,0,0,0,0,0,13.1,394784,0.0022953328232593237,88822,67,67,66,312527,0,62,18298,397398,73138,0,321646,19575,18298,67910
000025.SZ,20260709,42,0,13.1,556576,-58966,248805,38,0,38,0,0,0,0,0,13.09,246185,-0.0007633587786259379,310391,76,76,76,-58966,0,76,0,246185,310391,0,-64206,0,0,307771
000025.SZ,20260709,43,0,13.09,1187637,587594,785870,41,88092,107,0,0,0,0,168169,13.15,1002443,0.0045836516424752095,151017,161,161,148,525887,0,161,88092,1036620,97102,168169,905341,61707,88092,171891
000025.SZ,20260709,44,0,13.15,1118022,80418,659860,57,144986,79,0,3948,0,0,0,13.16,559627,0.0007604562737642424,409461,141,141,136,71201,0,141,144986,708561,405513,0,154114,9217,148934,443673
000025.SZ,20260709,45,0,13.17,1910122,1026087,1471400,38,6591,91,0,0,0,0,0,13.19,1384420,0.002279635258358614,519111,130,130,129,1028721,0,130,6591,1391011,519111,0,865309,-2634,6591,436088
000025.SZ,20260709,46,0,13.19,1516344,-317554,683215,63,167640,58,0,0,0,0,0,13.18,518211,-0.0007581501137225009,830493,121,121,121,-317554,0,121,167640,685851,830493,0,-312282,0,167640,833129
000025.SZ,20260709,47,0,13.18,2611482.36,-1254638.1600000001,678422.1,98,0,60,0,0,0,0,0,13.18,1536400.4600000002,0,1075081.9,158,158,158,-1254638.1600000001,0,158,0,1536400.4600000002,1075081.9,0,461318.56,0,0,1933060.26
000026.SZ,20260709,0,2,18.66,20063269,-2694607,6944469,908,-2106700,729,0,5500638,1,1,0,18.62,3806660,-0.002143622722400812,12631026,1932,1933,1637,-489603,0,1930,-2106700,7432243,7362033,0,-3555373,-2205004,3393938,9540772
000026.SZ,20260709,1,0,18.57,9051467,-600449,3777010,633,-190537.99999999997,436,0,1871377,0,0,0,18.85,2713548,0.01235230934479057,4518131,1185,1185,1069,-630474,0,1185,-190537.99999999997,4533336,2785703,0,-72154.99999999999,30025,1680839,4598022
000026.SZ,20260709,2,0,18.85,7712482,-592811,2367445,442,-2264249,263,0,3321229,0,0,0,18.74,1392966,-0.005835543766578407,5594365,760,760,705,-410065,0,760,-2264249,2118117,1941307,0,-548341,-182746,1056980,5041759
000026.SZ,20260709,3,2,18.77,11424646,-1980455,6009624,475,2885847,453,0,1341264,0,0,0,18.68,2307251,-0.0032017075773745317,5122173,1012,1012,928,-1354489,0,1010,2885847,6302473,3549020,0,-1241769,-625966,4227111,4478266
000026.SZ,20260709,4,0,18.68,4250317,-1065874,647516,399,-1590659,148,0,1635411,0,0,0,18.63,1039714,-0.002676659528907961,2542746,604,604,547,-1121980,0,604,-1590659,1707571,1530440,0,-490726,56106,44752,3360155
000026.SZ,20260709,5,0,18.63,7831596,-1153547,3533374,482,514443,315,0,574941,0,0,0,18.44,2674936,-0.010198604401502831,4458988,816,816,797,-1164517,0,816,514443,3372608,3492335,0,-817399,10970.000000000002,1089384,4183448
000026.SZ,20260709,6,5,18.44,11410907,-2151101,4722689,659,295982,506,0,979641,1,1,0,18.34,5863749,-0.005422993492407885,4151865,1196,1197,1165,-2108885,0,1191,295982,7259042,3291894,0,2571855,-42216,1275623,6535592
000026.SZ,20260709,7,0,18.34,5434762,747442,2695760,196,-512271,275,0,1157112,0,0,237975,18.48,2456021,0.007633587786259573,1264881,493,493,471,774989,0,493,-512271,4169881,1176788,237975,1279233,-27547,644841,2433042
000026.SZ,20260709,8,1,18.47,3755956,392422,1804030,145,-521816,203,0,821094,0,0,0,18.47,1597387,-0.0005411255411256257,1200798,360,360,348,403500,0,359,-521816,2555158,1038197,0,559190,-11078,299278,1922346
000026.SZ,20260709,9,1,18.5,4521735,833302,2726538,81,153475,222,0,1150503,0,0,-33210,18.72,1560010,0.01353546291283162,831840,318,318,303,894418,0,317,153475,3689895,507244,-33210,1052766,-61116,1303978,1678645
000026.SZ,20260709,10,0,18.72,1391390,-344772,510236,150,7595.999999999999,104,0,41024,0,0,0,18.57,517743,-0.008012820512820438,830647,279,279,254,-313064,0,279,7595.999999999999,560743,784003,0,-266260,-31708,48620,815704
000026.SZ,20260709,11,0,18.58,2639477,-410156,421781,132,-1385759,93,0,1428499,0,0,0,18.55,730056,-0.0010770059235325564,1628107,233,233,225,-386017,0,233,-1385759,1011370,438182,0,291874,-24139,42740,2193557
000026.SZ,20260709,12,0,18.54,4415761,-2119097,1100206,251,-92558,98,0,214506,0,0,0,18.48,935787,-0.0037735849056603926,3358026,351,351,349,-2111689,0,351,-92558,1057735,3143520,0,-2207733,-7408,121948,3304453
000026.SZ,20260709,13,0,18.46,6365513,-2239089,1871763,270,-371912,133,0,742296,0,0,0,18.34,1833678,-0.007575757575757606,4119246,410,410,403,-2226266,0,410,-371912,2246267,3419155,0,-1585477,-12823,370384,4469941
000026.SZ,20260709,14,0,18.33,4794426,-708050,1703705,195,-671654,117,0,1373261,0,0,0,18.3,1274905,-0.0021810250817883943,2817914,317,317,312,-675166,0,317,-671654,1976512,1444653,0,-169748,-32884,701607,3050525
000026.SZ,20260709,15,0,18.31,3885910,-1016545,669663,203,-1205683,106,0,1342558,0,0,0,18.18,1183380,-0.006557377049180382,2370008,346,346,309,-1092998,0,346,-1205683,1515902,1223097,0,-39717,76453,136875,2968344
000026.SZ,20260709,16,1,18.18,5740132,-703719,1883145,363,-1179191,191,0,1785706,0,0,0,18.11,1411127,-0.003850385038503866,3081112,586,586,554,-602041,0,585,-1179191,2659020,1936784,0,-525657,-101678,606515,3664377
000026.SZ,20260709,17,0,18.13,4166135,-432278,1022794,182,-1532845,84,0,1719338,0,0,0,18.06,935612,-0.002760905577029305,2790205,293,293,266,-354184,0,293,-1532845,1375930,1324692,0,-389080,-78094,186493,2909823
000026.SZ,20260709,18,0,18.06,9346191,-1168095,1874524,411,-4158846,165,0,4880014,0,0,0,17.97,2056557,-0.00498338870431893,3917377,617,617,576,-1164409,0,617,-4158846,5428814,1688452,0,368105,-3686,721168,7197779
000026.SZ,20260709,19,0,17.98,5112402,-79722,3767637,123,2527874,162,0,70285,0,0,0,18.16,1381635,0.01057317751808577,1168927,295,295,285,17489,0,295,2527874,3943475,1062323,0,319312,-97211,2598159,1222274
000026.SZ,20260709,20,0,18.17,1574068,-267209,587557,152,-102685,83,0,249591,0,0,0,18.08,530804,-0.004405286343612437,878281,268,268,235,-173082,0,268,-102685,695787,646767,0,-115963,-94127,146906,863324
000026.SZ,20260709,21,0,18.08,3358270,-1055204,889518,202,-194994,67,0,243890,0,0,0,18.08,1197092,0,2045461,297,297,269,-1091348,0,297,-194994,1312809,1868392,0,-671300,36144,48896,2175860
000026.SZ,20260709,22,0,18.13,3308609,600895,2985267,53,2137446,149,0,14591.999999999998,0,0,0,18.25,694141,0.009402654867256732,1855500,222,222,202,646398,0,222,2137446,1453109,447838,0,246303,-45503,2152038,201423
000026.SZ,20260709,23,0,18.25,2343942,37971,1568266,93,761953,121,0,53120,0,0,0,18.31,601176,0.0032876712328766423,883749,223,223,214,94969,0,223,761953,1460193,874573,0,-273397,-56998,815073,711344
000026.SZ,20260709,24,1,18.31,2684976,26129,1670863,133,636132,156,0,197831,0,0,5511,18.34,723179,0.0016384489350082544,1038189,303,303,289,77538,0,302,636132,1646787,930003,5511,-206824,-51409,833963,957193
000026.SZ,20260709,25,0,18.33,2346503,134320,1249751,113,128478.99999999999,138,0,60394,0,0,0,18.4,1146889,0.003271537622682591,1010741,267,267,251,95898,0,267,128478.99999999999,1335762,950347,0,196542,38422,188872.99999999997,1025374
000026.SZ,20260709,26,1,18.4,2067328,209064,1159503,76,101732,141,0,27660,0,0,0,18.5,1055938,0.00543478260869573,889399,245,245,217,281072,0,244,101732,1177929,854338,0,201600,-72008,129392,776699
000026.SZ,20260709,27,0,18.5,4507225,-398512,959516,248,-2130647,134,0,2448764,0,0,0,18.31,574647,-0.010270270270270339,2746059,397,397,382,-384072,0,397,-2130647,1761166,1165697,0,-591050,-14440,318117,3474235
000026.SZ,20260709,28,0,18.31,1462905.64,-242981.36,550457.64,99,-1825,50,0,1825,0,0,0,18.3,577817.64,-0.0005461496450026222,885088,152,152,149,-299744.36,0,152,-1825,577817.64,883263,0,-305445.36,56763,0,852027
000026.SZ,20260709,29,0,18.3,2039415,270692,1369516,65,436253,95,0,12863,0,0,0,18.43,1007503,0.007103825136611968,582796,165,165,160,278022,0,165,436253,1456619,569933,0,437570,-7330,449116,655241
000026.SZ,20260709,30,0,18.41,1711333,373268,939365,158,-191191,107,0,202231,0,0,0,18.38,889674,-0.002712967986977792,797743,277,277,265,391675,0,277,-191191,913590,608388,0,281286,-18407,11040,738881
000026.SZ,20260709,31,0,18.38,1462702,279815,852077,103,-23640.999999999985,120,0,176513,0,0,0,18.41,739659,0.0016322089227421728,590559,228,228,223,290884,0,228,-23640.999999999985,872143,393658,0,346001,-11069,152872,584834
000026.SZ,20260709,32,1,18.43,995817,-45694.00000000001,437259,112,-12885,69,0,14728,0,0,0,18.43,477771,0.0010863661053774891,516203,195,195,181,26154,0,194,-12885,479614,501475,0,-23704.000000000007,-71848.00000000001,1843,423990
