stock_code,transaction_date,window_id,active_sell_count,CH_rule_t,order_age_direct_count,passive_quant_amount,deal_amount,active_inferred_count,order_age_recovered_count,pi_max_price_impact_pct,order_age_fifo_count,signal_deal_sell_amount,active_sell_amount,active_buy_amount,window_close_price,large_active_sell_amount,order_age_unresolved_count,small_passive_sell_amount,active_buy_count,active_non_large_amount,window_open_price,signed_large_active_amount,small_passive_buy_amount,side_fallback_count,passive_retail_amount,order_age_missing_count,signed_mix_qr_amount,unknown_side_amount,large_active_buy_amount,Q_rule_t,signal_deal_buy_amount,window_trade_count,R_seed_t
000026.SZ,20260709,1,633,-190537.99999999997,1185,30025,9051467,1069,1185,0.01235230934479057,0,4518131,4598022,3777010,18.85,1871377,0,2785703,436,-630474,18.57,-190537.99999999997,2713548,0,0,0,-72154.99999999999,0,1680839,-600449,4533336,1185,0
000026.SZ,20260709,2,442,-2264249,760,-182746,7712482,705,760,-0.005835543766578407,0,5594365,5041759,2367445,18.74,3321229,0,1941307,263,-410065,18.85,-2264249,1392966,0,0,0,-548341,0,1056980,-592811,2118117,760,0
000026.SZ,20260709,3,475,2885847,1010,-625966,11424646,928,1012,-0.0032017075773745317,2,5122173,4478266,6009624,18.68,1341264,0,3549020,453,-1354489,18.77,2885847,2307251,0,0,0,-1241769,0,4227111,-1980455,6302473,1012,0
000026.SZ,20260709,4,399,-1590659,604,56106,4250317,547,604,-0.002676659528907961,0,2542746,3360155,647516,18.63,1635411,0,1530440,148,-1121980,18.68,-1590659,1039714,0,0,0,-490726,0,44752,-1065874,1707571,604,0
000026.SZ,20260709,5,482,514443,816,10970.000000000002,7831596,797,816,-0.010198604401502831,0,4458988,4183448,3533374,18.44,574941,0,3492335,315,-1164517,18.63,514443,2674936,0,0,0,-817399,0,1089384,-1153547,3372608,816,0
000026.SZ,20260709,6,659,295982,1191,-42216,11410907,1165,1196,-0.005422993492407885,5,4151865,6535592,4722689,18.34,979641,1,3291894,506,-2108885,18.44,295982,5863749,0,0,1,2571855,0,1275623,-2151101,7259042,1197,0
000026.SZ,20260709,7,196,-512271,493,-27547,5434762,471,493,0.007633587786259573,0,1264881,2433042,2695760,18.48,1157112,0,1176788,275,774989,18.34,-512271,2456021,0,237975,0,1279233,0,644841,747442,4169881,493,237975
000026.SZ,20260709,8,145,-521816,359,-11078,3755956,348,360,-0.0005411255411256257,1,1200798,1922346,1804030,18.47,821094,0,1038197,203,403500,18.47,-521816,1597387,0,0,0,559190,0,299278,392422,2555158,360,0
000026.SZ,20260709,9,81,153475,317,-61116,4521735,303,318,0.01353546291283162,1,831840,1678645,2726538,18.72,1150503,0,507244,222,894418,18.5,153475,1560010,0,-33210,0,1052766,0,1303978,833302,3689895,318,-33210
000026.SZ,20260709,10,150,7595.999999999999,279,-31708,1391390,254,279,-0.008012820512820438,0,830647,815704,510236,18.57,41024,0,784003,104,-313064,18.72,7595.999999999999,517743,0,0,0,-266260,0,48620,-344772,560743,279,0
000026.SZ,20260709,11,132,-1385759,233,-24139,2639477,225,233,-0.0010770059235325564,0,1628107,2193557,421781,18.55,1428499,0,438182,93,-386017,18.58,-1385759,730056,0,0,0,291874,0,42740,-410156,1011370,233,0
000026.SZ,20260709,12,251,-92558,351,-7408,4415761,349,351,-0.0037735849056603926,0,3358026,3304453,1100206,18.48,214506,0,3143520,98,-2111689,18.54,-92558,935787,0,0,0,-2207733,0,121948,-2119097,1057735,351,0
000026.SZ,20260709,13,270,-371912,410,-12823,6365513,403,410,-0.007575757575757606,0,4119246,4469941,1871763,18.34,742296,0,3419155,133,-2226266,18.46,-371912,1833678,0,0,0,-1585477,0,370384,-2239089,2246267,410,0
000026.SZ,20260709,14,195,-671654,317,-32884,4794426,312,317,-0.0021810250817883943,0,2817914,3050525,1703705,18.3,1373261,0,1444653,117,-675166,18.33,-671654,1274905,0,0,0,-169748,0,701607,-708050,1976512,317,0
000026.SZ,20260709,15,203,-1205683,346,76453,3885910,309,346,-0.006557377049180382,0,2370008,2968344,669663,18.18,1342558,0,1223097,106,-1092998,18.31,-1205683,1183380,0,0,0,-39717,0,136875,-1016545,1515902,346,0
000026.SZ,20260709,16,363,-1179191,585,-101678,5740132,554,586,-0.003850385038503866,1,3081112,3664377,1883145,18.11,1785706,0,1936784,191,-602041,18.18,-1179191,1411127,0,0,0,-525657,0,606515,-703719,2659020,586,0
000026.SZ,20260709,17,182,-1532845,293,-78094,4166135,266,293,-0.002760905577029305,0,2790205,2909823,1022794,18.06,1719338,0,1324692,84,-354184,18.13,-1532845,935612,0,0,0,-389080,0,186493,-432278,1375930,293,0
000026.SZ,20260709,18,411,-4158846,617,-3686,9346191,576,617,-0.00498338870431893,0,3917377,7197779,1874524,17.97,4880014,0,1688452,165,-1164409,18.06,-4158846,2056557,0,0,0,368105,0,721168,-1168095,5428814,617,0
000026.SZ,20260709,19,123,2527874,295,-97211,5112402,285,295,0.01057317751808577,0,1168927,1222274,3767637,18.16,70285,0,1062323,162,17489,17.98,2527874,1381635,0,0,0,319312,0,2598159,-79722,3943475,295,0
000026.SZ,20260709,20,152,-102685,268,-94127,1574068,235,268,-0.004405286343612437,0,878281,863324,587557,18.08,249591,0,646767,83,-173082,18.17,-102685,530804,0,0,0,-115963,0,146906,-267209,695787,268,0
000026.SZ,20260709,21,202,-194994,297,36144,3358270,269,297,0,0,2045461,2175860,889518,18.08,243890,0,1868392,67,-1091348,18.08,-194994,1197092,0,0,0,-671300,0,48896,-1055204,1312809,297,0
000026.SZ,20260709,22,53,2137446,222,-45503,3308609,202,222,0.009402654867256732,0,1855500,201423,2985267,18.25,14591.999999999998,0,447838,149,646398,18.13,2137446,694141,0,0,0,246303,0,2152038,600895,1453109,222,0
000026.SZ,20260709,23,93,761953,223,-56998,2343942,214,223,0.0032876712328766423,0,883749,711344,1568266,18.31,53120,0,874573,121,94969,18.25,761953,601176,0,0,0,-273397,0,815073,37971,1460193,223,0
000026.SZ,20260709,24,133,636132,302,-51409,2684976,289,303,0.0016384489350082544,1,1038189,957193,1670863,18.34,197831,0,930003,156,77538,18.31,636132,723179,0,5511,0,-206824,0,833963,26129,1646787,303,5511
000026.SZ,20260709,25,113,128478.99999999999,267,38422,2346503,251,267,0.003271537622682591,0,1010741,1025374,1249751,18.4,60394,0,950347,138,95898,18.33,128478.99999999999,1146889,0,0,0,196542,0,188872.99999999997,134320,1335762,267,0
000026.SZ,20260709,26,76,101732,244,-72008,2067328,217,245,0.00543478260869573,1,889399,776699,1159503,18.5,27660,0,854338,141,281072,18.4,101732,1055938,0,0,0,201600,0,129392,209064,1177929,245,0
000026.SZ,20260709,27,248,-2130647,397,-14440,4507225,382,397,-0.010270270270270339,0,2746059,3474235,959516,18.31,2448764,0,1165697,134,-384072,18.5,-2130647,574647,0,0,0,-591050,0,318117,-398512,1761166,397,0
000026.SZ,20260709,28,99,-1825,152,56763,1462905.64,149,152,-0.0005461496450026222,0,885088,852027,550457.64,18.3,1825,0,883263,50,-299744.36,18.31,-1825,577817.64,0,0,0,-305445.36,0,0,-242981.36,577817.64,152,0
000026.SZ,20260709,29,65,436253,165,-7330,2039415,160,165,0.007103825136611968,0,582796,655241,1369516,18.43,12863,0,569933,95,278022,18.3,436253,1007503,0,0,0,437570,0,449116,270692,1456619,165,0
000026.SZ,20260709,30,158,-191191,277,-18407,1711333,265,277,-0.002712967986977792,0,797743,738881,939365,18.38,202231,0,608388,107,391675,18.41,-191191,889674,0,0,0,281286,0,11040,373268,913590,277,0
000026.SZ,20260709,31,103,-23640.999999999985,228,-11069,1462702,223,228,0.0016322089227421728,0,590559,584834,852077,18.41,176513,0,393658,120,290884,18.38,-23640.999999999985,739659,0,0,0,346001,0,152872,279815,872143,228,0
000026.SZ,20260709,32,112,-12885,194,-71848.00000000001,995817,181,195,0.0010863661053774891,1,516203,423990,437259,18.43,14728,0,501475,69,26154,18.43,-12885,477771,0,0,0,-23704.000000000007,0,1843,-45694.00000000001,479614,195,0
000026.SZ,20260709,33,132,460603,320,-24017,2734424,316,320,0.0037981551817688705,0,1028967,1071455,1638952,18.5,122038,0,903227,184,106894,18.44,460603,1126518,0,0,0,223291,0,582641,82877,1705457,320,0
000026.SZ,20260709,34,139,1116375,382,78406,3412795,366,382,0.005945945945945916,0,788664,773258,2464325,18.61,306047,0,625119,227,574692,18.5,1116375,1059207,0,0,0,434088,0,1422422,653098,2624131,382,0
000026.SZ,20260709,35,171,-328536,277,-39098,1856811.56,259,277,0.0010746910263299072,0,1088979.56,1272470.56,522919,18.63,492354,0,834202.56,88,-421015.56,18.62,-328536,366437,0,0,0,-467765.56,0,163818,-460113.56,767832,277,0
000026.SZ,20260709,36,213,421370,447,-85721,3421680,431,447,-0.0005367686527105749,0,1605559,1201939,2107894,18.62,581136,0,799768,218,484585,18.65,421370,1038270,0,0,0,238502,0,1002506,398864,1816121,447,0
000026.SZ,20260709,37,163,1696816,367,-74294,3889777.44,342,367,0.001611170784102985,0,1296972.44,1065438,2750045.44,18.65,249218,0,859787.44,179,-12208.560000000056,18.62,1696816,834738,0,0,0,-25049.440000000002,0,1946034,-86502.56000000006,2592805,367,0
000026.SZ,20260709,38,169,-653744,360,-9354,2420445,328,360,-0.0010723860589812104,0,1438470,1304245,950354,18.63,745087,0,767939,159,299853,18.63,-653744,816076,0,0,0,48137,0,91343,290499,981975,360,0
000026.SZ,20260709,39,208,-379972,369,22347.999999999996,3675243,354,369,-0.006441223832528043,0,2445394,2122971,1470428,18.51,568364,0,2022976,146,-272571,18.63,-379972,895511,0,-29712,0,-1127465,0,188392,-250223,1229849,369,-29712
000026.SZ,20260709,40,154,356255,475,-62672.99999999999,3572465,396,475,0.005402485143165741,0,1619153,1318442,1807758,18.61,537044,0,1129266,242,133061,18.51,356255,1012856,0,0,0,-116410,0,893299,70388,1953312,475,0
000026.SZ,20260709,41,148,-305631.91000000003,324,-68785,2247933,304,324,-0.0021493820526598145,0,1163178,1035716.9099999999,1128571.0899999999,18.57,307491.91000000003,0,861254.0900000001,156,398486.09,18.61,-305631.91000000003,1077327,0,0,0,216072.91000000003,0,1860.0000000000002,329701.08999999997,1084755,324,0
000026.SZ,20260709,42,306,-103916,452,-11115.000000000004,2236106,430,452,-0.0010770059235325564,0,1679407,1618151,528876,18.55,168843,0,1521700,124,-985359,18.6,-103916,480636,0,0,0,-1041064,0,64927,-996474,556699,452,0
000026.SZ,20260709,43,261,2505501,687,-225543,6693999,620,687,0.0043126684636117674,0,3392201,1762584,4459898,18.63,204723,0,1908296,359,191813,18.55,2505501,1870756,0,0,0,-37540,0,2710224,-33730,3301798,687,0
000026.SZ,20260709,44,427,-881990,751,-284892,5111479,699,751,-0.0010735373054213406,0,3571003,3442284,1335859,18.61,908070,0,2912307,272,-1224435,18.63,-881990,1265022,0,0,0,-1647285,0,26080,-1509327,1540476,751,0
000026.SZ,20260709,45,328,-627974,654,-113464,4363387,605,654,-0.0016120365394949564,0,2563500,2113562,2095443,18.58,681919,0,1942895,277,609855,18.62,-627974,1684628,0,0,0,-258266.99999999997,0,53945,496391.00000000006,1799887,654,0
000026.SZ,20260709,46,755,382013,1071,-297158,7575577,1026,1071,-0.003229278794402515,0,4487125,4198910,3046073,18.52,1150408,0,3243439,271,-1534850,18.58,382013,1649309,0,0,0,-1594130,0,1532421,-1832008,3088452,1071,0
000026.SZ,20260709,47,388,1945147,812,-409651,7985592,699,812,0.012419006479481664,0,4427777,3928750,3188381,18.75,428273,0,3362342,311,-2685516,18.5,1945147,1821557,0,0,0,-1540785,0,2373420,-3095167,3557815,812,0
000027.SZ,20260709,0,575,-913705,1224,-46213,9227905,1220,1224,-0.003322259136212554,0,5329616,5855886,3298232,6,959820,0,4451859,645,-1643949,6.02,-913705,3770111,0,0,0,-681748,0,46115,-1690162,3898289,1224,0
000027.SZ,20260709,1,389,34820,1051,0,6122700,1054,1054,0,3,1667694,1726995,4395705,6,0,0,1667694,665,2633890,5.99,34820,4420186,0,0,0,2752492,0,34820,2633890,4455006,1054,0
000027.SZ,20260709,2,195,555363,601,-4207,5025136,591,603,0.0016666666666666312,2,2153021,1928087.0000000002,3086832,6.01,354000,0,1799021.0000000002,396,603382,6,555363,1962752,0,0,0,163731,0,909363,599175,2872115,603,0
000027.SZ,20260709,3,153,1210.02,584,-61302,3393861.37,569,585,0.0016638935108152725,1,1472175.01,1241390,2082755.37,6.02,0,0,1472175.01,416,840155.3500000001,6,1210.02,1920476.3399999999,0,0,0,448301.32999999996,0,1210.02,778853.3500000001,1921686.3599999999,585,0
000027.SZ,20260709,4,218,-16797,476,0,2785730,476,476,-0.003322259136212554,0,1599827,1752827,1032903,6,16797,0,1583030,258,-703127,6.02,-16797,1185903,0,0,0,-397127,0,0,-703127,1185903,476,0
000027.SZ,20260709,5,95,602,392,46800,2166477,382,392,0.0033333333333332624,0,858622,656106,1203171,6.02,0,0,858622,287,546463,6,602,1307253,0,0,0,448631,0,602,593263,1307855,392,0
000027.SZ,20260709,6,281,28343,625,13244,3794945,621,626,-0.003322259136212554,1,2587348,2366985,1414716,6,601,0,2586747,340,-980612,6.02,28343,1178653,0,0,0,-1408094,0,28944,-967368,1207597,626,0
000027.SZ,20260709,7,143,-107792,373,-3600,2752807,373,376,0,3,1762994,1868594,875813,6,116206,0,1646788,230,-884989,6,-107792,981399,0,0,0,-665389,0,8414,-888589,989813,376,0
000027.SZ,20260709,8,108,0,265,0,1017819,265,265,0,0,627532,567532,450287,6,0,0,627532,157,-117245,6,0,390287,0,0,0,-237245,0,0,-117245,390287,265,0
000027.SZ,20260709,9,220,-6578.000000000001,264,0,2003084,264,264,-0.0033333333333332624,0,1818225,1829616,173468,5.98,6578.000000000001,0,1811647,44,-1649570,6,-6578.000000000001,184859,0,0,0,-1626788,0,0,-1649570,184859,264,0
000027.SZ,20260709,10,195,0,270,0,2146439,270,270,0,0,1658254,1658254,488185,5.98,0,0,1658254,75,-1170069,5.98,0,488185,0,0,0,-1170069,0,0,-1170069,488185,270,0
000027.SZ,20260709,11,651,-650924,774,0,10445096,774,774,-0.0033444816053512477,0,8889498,9682928,762168,5.96,650924,0,8238574,123,-8269836,5.99,-650924,1555598,0,0,0,-6682976,0,0,-8269836,1555598,774,0
000027.SZ,20260709,12,539,-1782,702,0,5134865,702,702,-0.0033557046979865056,0,3825492,3820128,1314737,5.94,1782,0,3823710,163,-2503609,5.96,-1782,1309373,0,0,0,-2514337,0,0,-2503609,1309373,702,0
000027.SZ,20260709,13,234,0,483,-5940,5349599,481,483,0,0,2814228,3147458,2196201,5.94,0,0,2814228,247,-951257,5.95,0,2535371,0,0,0,-278857,0,0,-957197,2535371,483,0
000027.SZ,20260709,14,432,-84152,570,0,5129948,575,575,-0.0033670033670034445,5,3512910,3563326,1566622,5.92,87122,0,3425788,143,-1912552,5.94,-84152,1614068,0,0,0,-1811720,0,2970,-1912552,1617038,575,0
000027.SZ,20260709,15,115,0,239,0,1663043,239,239,0.0033783783783784566,0,821200,823572,839471,5.94,0,0,821200,124,15899.000000000004,5.93,0,841843,0,0,0,20643.000000000004,0,0,15899.000000000004,841843,239,0
000027.SZ,20260709,16,179,-4141,512,0,5510289,512,512,0,0,2331558,1433081,4077208,5.94,7116,0,2324442,333,2648268,5.94,-4141,3175756,0,0,0,851314,0,2975,2648268,3178731,512,0
000027.SZ,20260709,17,436,-2366134,725,0,12220787,725,725,-0.00673400673400674,0,11873215,8398184,3822603,5.9,2366134,0,9507081,289,-2209447,5.94,-2366134,347572,0,0,0,-9159509,0,0,-2209447,347572,725,0
000027.SZ,20260709,18,235,-512760,464,0,13124345,465,465,0.0033898305084745037,1,4760498,7514519,5609826,5.92,3770534,0,3422260,230,-1391933,5.9,-512760,2673777,0,0,0,-748483,0,3257774,-1391933,8363847,465,0
000027.SZ,20260709,19,135,2960,327,2960,2037468,324,327,0,0,1127939,1154534,879974,5.92,0,0,1127939,189,-277520,5.92,2960,906569,0,0,0,-221370,0,2960,-274560,909529,327,0
000027.SZ,20260709,20,89,5920,214,-3546,1363626,209,214,0,0,414770,431318,928762,5.92,0,0,414770,120,491524,5.91,5920,942936,0,0,0,528166,0,5920,487978,948856,214,0
000027.SZ,20260709,21,201,520375,282,-592,2943837,283,284,0,2,1644902,1717126,1226119,5.92,4137,0,1640765,82,-1011382,5.91,520375,774423,0,0,0,-866342,0,524512,-1011974,1298935,284,0
000027.SZ,20260709,22,81,628234,240,0,2809025,240,240,-0.0016891891891891533,0,732772,706768,2102257,5.91,590,0,732182,159,767255,5.92,628234,1447429,0,0,0,715247,0,628824,767255,2076253,240,0
000027.SZ,20260709,23,57,602674,178,0,2680548,178,178,0.0050761421319797375,0,435225,314257,2366291,5.94,0,0,435225,121,1449360,5.91,602674,1642649,0,0,0,1207424,0,602674,1449360,2245323,178,0
000027.SZ,20260709,24,300,-597742,451,0,2815783,451,451,-0.0033670033670034445,0,2056713,2056713,759070,5.92,597742,0,1458971,151,-699901,5.94,-597742,759070,0,0,0,-699901,0,0,-699901,759070,451,0
000027.SZ,20260709,25,109,0,208,-31429,1527754.15,199,208,0.0016891891891891533,0,698041,855505,640820.15,5.93,0,0,698041,90,-214684.85,5.92,0,829713.15,0,0,0,131672.15000000002,0,0,-246113.85,829713.15,208,0
000027.SZ,20260709,26,151,-5328,244,0,1954151,244,244,0,0,997711,997711,956440,5.93,5328,0,992383,93,-35943,5.94,-5328,956440,0,0,0,-35943,0,0,-35943,956440,244,0
000027.SZ,20260709,27,181,0,224,0,973963,224,224,-0.0016863406408094076,0,589566,713879,260084,5.92,0,0,589566,43,-453795,5.93,0,384397,0,0,0,-205169,0,0,-453795,384397,224,0
000027.SZ,20260709,28,251,0,294,0,4191209,294,294,-0.0033783783783783066,0,2969534,2971898,1219311,5.9,0,0,2969534,43,-1752587,5.91,0,1221675,0,0,0,-1747859,0,0,-1752587,1221675,294,0
000027.SZ,20260709,29,113,1206313,266,0,5394620,266,266,0.0033898305084745037,0,1109643,1109643,4284977,5.92,0,0,1109643,153,1969021,5.9,1206313,3078664,0,0,0,1969021,0,1206313,1969021,4284977,266,0
000027.SZ,20260709,30,63,0,176,0,799646,176,176,-0.0016891891891891533,0,329005,144893,654753,5.91,0,0,329005,113,509860,5.92,0,470641,0,0,0,141636,0,0,509860,470641,176,0
000027.SZ,20260709,31,127,0,272,0,1247280,272,272,0.003384094754653058,0,339006,439646,807634,5.93,0,0,339006,145,367988,5.92,0,908274,0,0,0,569268,0,0,367988,908274,272,0
000027.SZ,20260709,32,170,0,255,0,1241712,258,258,0,3,805183,924969,316743,5.93,0,0,805183,88,-608226,5.93,0,436529,0,0,0,-368654,0,0,-608226,436529,258,0
000027.SZ,20260709,33,236,-182130,383,2970,3563777,380,383,0,0,2095242,2108283,1452524,5.93,837909,0,1257333,144,-473629,5.94,-182130,812756,0,0,0,-444577,0,655779,-470659,1468535,383,0
000027.SZ,20260709,34,246,-597077,371,6523,3025039,368,373,-0.0016863406408094076,2,1109586,1678866,1334906,5.92,597077,0,1065778,122,253117,5.93,-597077,1362184,0,0,0,296406,0,0,259640,1915453,373,0
000027.SZ,20260709,35,136,0,292,0,2597528,293,293,0.0016891891891891533,1,1643984,1643984,953544,5.93,0,0,1643984,157,-690440,5.92,0,953544,0,0,0,-690440,0,0,-690440,953544,293,0
000027.SZ,20260709,36,192,711770,447,-4752,4439278,451,453,0.0016863406408095575,6,996974,979755,3454771,5.94,2372,0,994602,259,1763246,5.93,711770,2728162,0,0,0,1733560,0,714142,1758494,3442304,453,0
000027.SZ,20260709,37,253,9504,373,0,2234413,373,373,-0.001683501683501797,0,1638765,1566428,667985,5.93,0,0,1638765,120,-907947,5.94,9504,586144,0,0,0,-1052621,0,9504,-907947,595648,373,0
000027.SZ,20260709,38,255,-1811520,395,4151,4073351,389,396,0.0016863406408095575,1,2153595,2894013,1175187,5.94,1811520,0,959531,134,92694,5.93,-1811520,1302300,0,0,0,342769,0,0,96845,1919756,396,0
000027.SZ,20260709,39,254,-2917771,422,0,7417255.6,426,426,-0.001683501683501797,4,4935190.6,4893472.6,2523783,5.93,2917771,0,2017419.6,172,548081.4,5.95,-2917771,2482065,0,0,0,464645.4,0,0,548081.4,2482065,426,0
000027.SZ,20260709,40,244,-81226.4,359,0,2621658.8000000003,362,362,0.0016863406408095575,3,938158.8,1226831.8,1394827,5.94,81226.4,0,856932.4,118,249221.6000000001,5.93,-81226.4,1683500,0,0,0,826567.6000000001,0,0,249221.6000000001,1683500,362,0
000027.SZ,20260709,41,80,0,341,0,1690853,356,356,0.0016835016835016474,15,637081,557946,1132907,5.95,0,0,637081,276,574961,5.94,0,1053772,0,0,0,416691,0,0,574961,1053772,356,0
000027.SZ,20260709,42,379,-7709,596,0,2144322.94,597,597,0,1,1253403.94,1464391.94,679931,5.95,7709,0,1245694.94,218,-776751.94,5.95,-7709,890919,0,0,0,-354775.94,0,0,-776751.94,890919,597,0
000027.SZ,20260709,43,199,-6534,474,-29750,2739273,481,487,0.0016806722689075271,13,1148742,1027362,1682161,5.96,6534,0,1142208,282,661333,5.95,-6534,1590531,0,0,0,448323,0,0,631583,1590531,487,0
000027.SZ,20260709,44,259,949255,557,5966,5571492,545,560,0,3,1752973,2081936,3478822,5.96,7736,0,1745237,286,447631,5.96,949255,2861528,0,0,0,1116291,0,956991,453597,3818519,560,0
000027.SZ,20260709,45,244,598,615,0,3460306,616,616,0.0033557046979866547,1,1260239,1263636,2196670,5.98,0,0,1260239,372,932436,5.97,598,2199469,0,0,0,939230,0,598,932436,2200067,616,0
000027.SZ,20260709,46,372,8422,768,2985,4853018,764,769,-0.001672240802675698,1,2729151,2244984,2605049,5.97,14900,0,2714251,392,351643,5.97,8422,2100545,0,0,0,-613706,0,23322,354628,2123867,769,0
000027.SZ,20260709,47,320,-1194,560,0,5638851,561,561,0.0016750418760470144,1,3366811,1520187,4118664,5.98,1194,0,3365617,241,2599671,5.97,-1194,2272040,0,0,0,-1093577,0,0,2599671,2272040,561,0
000028.SZ,20260709,0,243,-51054.79999999999,621,24286.4,3195342.8000000003,582,627,-0.009205426356589209,6,1671702.2000000002,1460736,1476139.2000000002,20.45,386847,3,1256054.2,339,66458,20.64,-51054.79999999999,1216649.4,0,0,3,-39404.80000000005,0,335792.19999999995,90744.40000000002,1523640.6,630,0
000028.SZ,20260709,1,199,-524448.39,466,38814,2868425.4499999997,442,467,-0.001955990220048858,1,1439235.28,1748128.77,1057002.6800000002,20.41,795356.77,1,967014,243,-166677.7,20.43,-524448.39,835146.3,0,0,1,-131867.7,0,270908.38,-127863.70000000001,1429190.17,468,0
000028.SZ,20260709,2,77,162415,191,34774,1217000.2,179,192,0.004409603135717779,1,453885.1,441798,699466.2,20.5,29871,0,423784.6,102,95253.2,20.41,162415,571058.6,0,0,0,147274,0,192286,130027.2,763115.0999999999,192,0
000028.SZ,20260709,3,55,74289.4,250,20577,1705571.0000000002,233,250,0.007804878048780495,0,512222.69999999995,540118.7,1120181.3,20.66,276309.6,0,229730.09999999998,178,505773.2,20.5,74289.4,848932.3,0,0,0,619202.2000000001,0,350599,526350.2,1193348.3,250,0
000028.SZ,20260709,4,117,-462899.60000000003,332,61804,1476051,292,333,-0.0038722168441433615,1,786896.6,774228.6,578160.4,20.58,493851.60000000003,0,362954,175,266831.4,20.65,-462899.60000000003,588293.4,0,0,0,225339.4,0,30952,328635.4,689154.4,333,0
000028.SZ,20260709,5,82,141436.82,334,-60211.7,2512744.9199999995,308,341,0.0009718172983480625,7,1047613.8,723416.4,1589092.22,20.6,346324.80000000005,0,564853,226,724239,20.6,141436.82,1113805.5,0,0,0,548952.5,0,487761.62,664027.2999999999,1465131.12,341,0
000028.SZ,20260709,6,88,32885.08,307,-25,1132080.06,280,309,-0.002427184466019452,2,549137.98,493206.9,543924.16,20.55,16464,0,528543.98,192,17832.180000000004,20.62,32885.08,537723.0000000001,0,0,0,9179.019999999971,0,49349.08,17807.180000000004,582942.0800000001,309,0
000028.SZ,20260709,7,50,36977,191,14379,778628,180,192,-0.0004866180048662561,1,353061.5,295665,439860,20.54,2051,0,346902.5,130,107218,20.57,36977,390646.5,0,0,0,43744,0,39028,121597,425566.5,192,0
000028.SZ,20260709,8,88,-47104,153,21932,1029472,140,153,-0.0053554040895812775,0,792337,792317,198815,20.43,47104,0,745233,52,-546398,20.55,-47104,237135,0,0,0,-508098,0,0,-524466,237135,153,0
000028.SZ,20260709,9,53,30664,174,10229,739843,162,174,-0.0004894762604012731,0,324835,238953,457949,20.42,0,0,320747,109,188332,20.43,30664,388432,0,0,0,67685,0,30664,198561,415008,174,0
000028.SZ,20260709,10,147,-287127.5,222,-4085.000000000001,1776680.8,220,222,-0.0009794319294810542,0,1379026.2000000002,1340222.2000000002,428291.6,20.4,317773.5,0,1059207.7000000002,73,-624803.1000000001,20.41,-287127.5,369053.6,0,0,0,-690154.1000000001,0,30646,-628888.1000000001,397654.6,222,0
000028.SZ,20260709,11,55,-35367.8,133,-2027.9999999999998,1065917.58,130,133,-0.0019607843137254485,0,482142.6,378301.6,677439.98,20.36,35367.8,0,446774.8,75,334506.18,20.4,-35367.8,583774.98,0,0,0,137000.17999999996,0,0,332478.18,583774.98,133,0
000028.SZ,20260709,12,37,0,100,18334,368379,90,100,-0.000982318271119822,0,189235,154618,187291,20.34,0,0,189235,53,32673,20.36,0,179144,0,0,0,-10091,0,0,51007,179144,100,0
000028.SZ,20260709,13,46,8190,146,4070,781440.2,130,146,0.0029498525073745683,0,412201.22,353200.2,383390,20.4,8144,0,404057.22,84,21999.800000000003,20.35,8190,352904.98,0,0,0,-51152.240000000005,0,16334,26069.800000000003,369238.98,146,0
000028.SZ,20260709,14,44,407,100,4068,846097,99,100,-0.004411764705882346,0,551617.9,542831.7999999999,299197.2,20.31,0,0,551617.9,55,-244041.59999999998,20.39,407,294072.1,0,0,0,-257545.8,0,407,-239973.59999999998,294479.1,100,0
000028.SZ,20260709,15,49,47298,161,5605,834182.25,159,161,0.004923682914820356,0,227902.2,225826.59999999998,602750.65,20.41,0,0,185083.2,110,329626.05,20.33,47298,601801.05,0,0,0,416717.85,0,47298,335231.05,606280.05,161,0
000028.SZ,20260709,16,49,30723,174,73996.45,912067.45,167,175,0.0004899559039687194,1,308922.4,312546,525525,20.42,0,0,308922.4,118,182256.00000000003,20.41,30723,572422.05,0,0,0,263499.65,0,30723,256252.45,603145.05,175,0
000028.SZ,20260709,17,40,-31296.8,87,4079,485203.1,82,87,-0.0009794319294810542,0,274239.89999999997,309834.39999999997,159055.7,20.4,31296.8,0,242943.09999999998,42,-119481.90000000002,20.4,-31296.8,210963.19999999998,0,0,0,-31979.90000000001,0,0,-115402.90000000002,210963.19999999998,87,0
000028.SZ,20260709,18,25,4090,141,10415.2,530802.6,135,142,0.0014705882352941736,1,147493.1,147094.1,365135.30000000005,20.43,0,0,147493.1,110,213951.2,20.4,4090,379219.50000000006,0,0,0,231726.40000000002,0,4090,224366.40000000002,383309.50000000006,142,0
000028.SZ,20260709,19,20,57285,144,-151174,679165.5,120,144,0.0009789525208027201,0,300948.6,100700.6,406856.9,20.45,0,0,300948.6,100,248871.30000000005,20.43,57285,320931.9,0,0,0,19983.29999999999,0,57285,97697.29999999999,378216.9,144,0
000028.SZ,20260709,20,23,37070.8,130,-8426.6,556477.5,120,130,0.0014669926650367304,0,180454.1,143407.6,376430.5,20.48,0,0,180454.1,97,195952.1,20.45,37070.8,338952.6,0,0,0,158498.5,0,37070.8,187525.5,376023.4,130,0
000028.SZ,20260709,21,48,-183718,153,-4097,1004283,150,153,-0.0004882812500000763,0,286287,410885,581113,20.47,257418,0,175953,102,353946,20.48,-183718,497212,0,0,0,321259,0,73700,349849,717996,153,0
