stock_code,transaction_date,window_id,active_sell_count,CH_rule_t,order_age_direct_count,passive_quant_amount,deal_amount,active_inferred_count,order_age_recovered_count,pi_max_price_impact_pct,order_age_fifo_count,signal_deal_sell_amount,active_sell_amount,active_buy_amount,window_close_price,large_active_sell_amount,order_age_unresolved_count,small_passive_sell_amount,active_buy_count,active_non_large_amount,window_open_price,signed_large_active_amount,small_passive_buy_amount,side_fallback_count,passive_retail_amount,order_age_missing_count,signed_mix_qr_amount,unknown_side_amount,large_active_buy_amount,Q_rule_t,signal_deal_buy_amount,window_trade_count,R_seed_t
000060.SZ,20260709,46,1317,-1187928.96,2990,0,27290024.98,2992,2992,-0.004615384615384654,2,16222627.98,16050809.98,11239215,6.47,1805022.96,0,14417605.02,1675,-3623666.0199999996,6.5,-1187928.96,10450303,0,0,0,-3967302.0199999996,0,617094,-3623666.0199999996,11067397,2992,0
000060.SZ,20260709,47,1171,828917.27,2253,0,27651631.59,2255,2255,0.0030911901081917253,2,14953614.330000002,17662746.32,9988885.27,6.49,2944653.44,0,11623399.96,1084,-8502778.32,6.46,828917.27,9310007.48,0,0,0,-2313392.4799999995,0,3773570.7100000004,-8502778.32,12698017.259999998,2255,0
000061.SZ,20260709,0,612,595564,1444,-13664.000000000004,7642204,1433,1452,-0.005415162454873691,8,4278384,3784594,3804418,5.51,337143,0,3422719,821,-575740,5.54,595564,2949635,0,0,0,-473084,0,932707,-589404,3363820,1452,0
000061.SZ,20260709,1,382,473917,1003,148439,5711666,973,1003,0.00907441016333935,0,1969632,2047730,3513289,5.56,4440,0,1960776,591,991642,5.51,473917,3268093,0,0,0,1307317,0,478357,1140081,3742034,1003,0
000061.SZ,20260709,2,218,298513,657,22360,3034009,652,657,0.0053956834532374555,0,976237,828914,2182735,5.59,0,0,976237,434,1055308,5.56,298513,1759259,0,0,0,783022,0,298513,1077668,2057772,657,0
000061.SZ,20260709,3,304,745227,888,40392,6161523,880,888,0.007155635062611813,0,1580790,1447628,4670137,5.63,5049,0,1575741,576,2477282,5.6,745227,3830457,0,0,0,2254716,0,750276,2517674,4580733,888,0
000061.SZ,20260709,4,194,-34834,442,0,2713078,443,443,-0.003552397868561203,1,1189546,1413897,1299181,5.61,34834,0,1159208,249,-79882,5.63,-34834,1519036,0,0,0,359828,0,0,-79882,1523532,443,0
000061.SZ,20260709,5,180,7332,502,-1126,3599032,507,508,0.0035650623885917243,6,1388596,1524261,2073645,5.63,0,0,1388596,327,542052,5.62,7332,2203104,0,0,0,814508,0,7332,540926,2210436,508,0
000061.SZ,20260709,6,239,-16229,730,-6753,4043193,724,730,-0.005328596802841963,0,2143983,1641875,2393441,5.6,25806,0,2118177,485,767795,5.63,-16229,1889633,0,0,0,-228544,0,9577,761042,1899210,730,0
000061.SZ,20260709,7,122,0,365,-2240,1214528,364,365,0,0,503968,511818,700470,5.6,0,0,503968,242,188652,5.6,0,710560,0,0,0,206592,0,0,186412,710560,365,0
000061.SZ,20260709,8,159,0,381,0,1649371,381,381,0.0017857142857144064,0,726985,678825,970546,5.61,0,0,726985,222,291721,5.59,0,922386,0,0,0,195401,0,0,291721,922386,381,0
000061.SZ,20260709,9,91,1124,213,0,522870,213,213,-0.0035650623885918825,0,201743,189962,332908,5.59,0,0,201743,122,141822,5.61,1124,320003,0,0,0,118260,0,1124,141822,321127,213,0
000061.SZ,20260709,10,130,0,272,0,1457766,272,272,0.0017889087656529135,0,976727,1109530,348236,5.6,0,0,976727,142,-761294,5.59,0,481039,0,0,0,-495688,0,0,-761294,481039,272,0
000061.SZ,20260709,11,155,0,209,0,1176802,209,209,-0.005357142857142744,0,990737,992411,184391,5.57,0,0,990737,54,-808020,5.59,0,186065,0,0,0,-804672,0,0,-808020,186065,209,0
000061.SZ,20260709,12,122,-555,313,0,1500429,313,313,0,0,719849,652017,848412,5.57,555,0,719294,191,196950,5.56,-555,780580,0,0,0,61286,0,0,196950,780580,313,0
000061.SZ,20260709,13,77,60850,332,0,1285403,332,332,0,0,331441,297403,988000,5.57,0,0,331441,255,629747,5.57,60850,893112,0,0,0,561671,0,60850,629747,953962,332,0
000061.SZ,20260709,14,120,0,197,0,1085086,197,197,-0.0035906642728905673,0,824122,824122,260964,5.55,0,0,824122,77,-563158,5.57,0,260964,0,0,0,-563158,0,0,-563158,260964,197,0
000061.SZ,20260709,15,22,0,234,0,1002337,234,234,0.003603603603603687,0,112176,162772,839565,5.57,0,0,112176,212,676793,5.56,0,890161,0,0,0,777985,0,0,676793,890161,234,0
000061.SZ,20260709,16,38,0,274,-1695,1217752,264,274,0,0,254580,378735,802768,5.57,0,0,254580,226,424033,5.57,0,963172,0,0,0,708592,0,0,422338,963172,274,0
000061.SZ,20260709,17,103,0,157,0,834149,158,158,-0.0017953321364453634,1,596731,587835,246314,5.56,0,0,596731,55,-341521,5.56,0,237418,0,0,0,-359313,0,0,-341521,237418,158,0
000061.SZ,20260709,18,77,95882,404,5560,1533879,403,404,0.0017985611510792582,0,380382,337448,1190871,5.57,21645,0,290783,326,757541,5.56,95882,1103924,0,0,0,813141,0,117527,763101,1153497,404,0
000061.SZ,20260709,19,88,16153,291,15012,1300001,280,291,-0.0017953321364453634,0,586597,601053,675040,5.56,0,0,586597,192,57834,5.57,16153,697251,0,0,0,110654,0,16153,72846,713404,291,0
000061.SZ,20260709,20,59,6116,254,0,1200674,254,254,0,0,659264,663704,536970,5.56,0,0,659264,195,-132850,5.56,6116,535294,0,0,0,-123970,0,6116,-132850,541410,254,0
000061.SZ,20260709,21,114,0,239,0,787084,239,239,-0.0017985611510790984,0,357099,405384,381700,5.55,0,0,357099,125,-23684,5.56,0,429985,0,0,0,72886,0,0,-23684,429985,239,0
000061.SZ,20260709,22,75,6671.999999999999,243,0,1336481,243,243,0,0,545387,531512,804969,5.55,0,0,545387,168,266785,5.55,6671.999999999999,784422,0,0,0,239035,0,6671.999999999999,266785,791094,243,0
000061.SZ,20260709,23,35,0,120,0,566128,120,120,-0.0018018018018017634,0,329558,335652,230476,5.54,0,0,329558,85,-105176,5.55,0,236570,0,0,0,-92988,0,0,-105176,236570,120,0
000061.SZ,20260709,24,229,93501,580,-1668,2117798,578,580,0,0,942794,967541,1148589,5.54,0,0,903804,349,87547,5.53,93501,1120493,0,0,0,216689,0,93501,85879,1175004,580,0
000061.SZ,20260709,25,99,-172366,440,-93019,2653339,430,440,0.005415162454873691,0,1274881,1052942,1501808,5.57,262988,0,1274881,331,621232,5.54,-172366,1024848,0,0,0,-250033,0,90622,528213,1378458,440,0
000061.SZ,20260709,26,18,0,165,0,387944,165,165,0.001795332136445204,0,96369,35084,352860,5.58,0,0,96369,147,317776,5.57,0,291575,0,0,0,195206,0,0,317776,291575,165,0
000061.SZ,20260709,27,171,-107282,282,0,1518250,282,282,-0.008960573476702477,0,1214238,796878,721372,5.53,107282,0,1106956,111,31776,5.57,-107282,304012,0,0,0,-802944,0,0,31776,304012,282,0
000061.SZ,20260709,28,144,-358690,278,42028,1552679,241,278,-0.0018083182640145886,0,1097219,1082823,423404,5.52,542064,0,565091,97,-300729,5.53,-358690,262150,0,0,0,-302941,0,183374,-258701,455460,278,0
000061.SZ,20260709,29,38,0,189,0,400894,189,189,0.001811594202898673,0,101576,131936,268958,5.53,0,0,101576,151,137022,5.52,0,299318,0,0,0,197742,0,0,137022,299318,189,0
000061.SZ,20260709,30,51,0,150,0,370198,151,151,0,1,203192,202086,168112,5.53,0,0,203192,100,-33973.99999999999,5.52,0,167006,0,0,0,-36185.99999999999,0,0,-33973.99999999999,167006,151,0
000061.SZ,20260709,31,157,-551,306,13825,519246.2,298,306,0,0,331671.2,330005.2,175416,5.53,551,0,331120.2,141,-154038.2,5.53,-551,187575,0,0,0,-143545.2,0,0,-140213.2,187575,306,0
000061.SZ,20260709,32,112,-4269.049999999999,290,3863.9999999999995,1130968.95,286,294,-0.0018083182640145886,4,592836.4,456409.6,659655.35,5.52,19836,0,573000.3999999999,174,207514.8,5.52,-4269.049999999999,522565.6,0,0,0,-50434.800000000025,0,15566.95,211378.8,538132.55,294,0
000061.SZ,20260709,33,293,-4959,357,0,1661170,357,357,-0.0018115942028985121,0,983199,1430871,230299,5.51,4959,0,978240,64,-1195613,5.52,-4959,677971,0,0,0,-300269,0,0,-1195613,677971,357,0
000061.SZ,20260709,34,123,0,252,0,877488,255,255,0,3,449136,409944,467544,5.51,0,0,449136,132,57600,5.52,0,428352,0,0,0,-20784,0,0,57600,428352,255,0
000061.SZ,20260709,35,132,-1655,311,9401,1488378,300,312,0.003629764065335837,1,844754,604607,844508,5.53,2208,0,842546,168,241556,5.51,-1655,643071,0,0,0,-199475,0,553,250957,643624,312,0
000061.SZ,20260709,36,187,50036,521,1110,1549636,515,521,0.0018083182640144279,0,826372,820692,724504,5.54,16578,0,783154,328,-146224,5.54,50036,683290,0,0,0,-99864,0,66614,-145114,723264,521,0
000061.SZ,20260709,37,263,-15428,409,0,922961,410,410,-0.005415162454873691,1,693553,641477,281484,5.51,15428,0,678125,147,-344565,5.54,-15428,229408,0,0,0,-448717,0,0,-344565,229408,410,0
000061.SZ,20260709,38,363,-19310,546,-1116.0000000000036,1929384,523,553,0.003629764065335837,7,1123230,1078491,746995,5.53,22073,0,1101157,160,-312186,5.51,-19310,803391,0,0,0,-297766,0,2763,-313302,806154,553,0
000061.SZ,20260709,39,181,-24840,249,11613,590640,227,249,-0.0018083182640145886,0,505984,486629,43734,5.52,24840,0,481144,46,-418055,5.53,-24840,84656,0,0,0,-396488,0,0,-406442,84656,249,0
000061.SZ,20260709,40,187,510419,270,0,1761871,276,276,0,6,1069395,610915,1150956,5.52,0,0,587179,89,29622,5.52,510419,664273,0,0,0,77094,0,510419,29622,692476,276,0
000061.SZ,20260709,41,205,55425,466,4986,1006249,454,469,0.005434782608695698,3,495952,463251,524716,5.55,8848,0,469376,249,6040,5.52,55425,463752,0,0,0,-5624,0,64273,11026,510297,469,0
000061.SZ,20260709,42,383,-53594,602,-558,2326191,591,602,-0.003603603603603527,0,1127948,1813064,470511,5.53,64137,0,1063811,208,-1288959,5.54,-53594,1187700,0,0,0,123889,0,10543,-1289517,1198243,602,0
000061.SZ,20260709,43,291,-7728,371,13825,939145,365,371,0,0,730975,769685,153423,5.53,7728,0,723247,74,-608534,5.53,-7728,208170,0,0,0,-515077,0,0,-594709,208170,371,0
000061.SZ,20260709,44,206,99524,380,-7202,1575618,367,380,0.0036166365280288558,0,576113,593798,974618,5.55,0,0,576113,161,281296,5.53,99524,899981,0,0,0,323868,0,99524,274094,999505,380,0
000061.SZ,20260709,45,259,-791515,597,-16124,2095290,588,597,0.003603603603603687,0,830001,1502761,566397,5.57,791515,0,702906,329,-144849,5.55,-791515,600869,0,0,0,-102037,0,0,-160973,1265289,597,0
000061.SZ,20260709,46,511,-821023,776,16120,3162988.04,742,777,-0.007181328545780976,1,2280944.04,2457510.04,639318,5.53,821023,0,1684845.04,231,-997169.04,5.56,-821023,657120,0,0,0,-1027725.04,0,0,-981049.04,882044,777,0
000061.SZ,20260709,47,349,-553,433,-12742,1916833,419,434,0.0018083182640144279,1,874158,1725656,141871,5.54,553,0,873605,70,-1583232,5.54,-553,1042675,0,0,0,169070,0,0,-1595974,1042675,434,0
000062.SZ,20260709,0,12117,-76121578.8,21610,1408746.79,363268678.31,20261,21637,-0.023629203271735875,27,216519373.81,208690873.79999998,137482256.3,32.23,125090918.2,4,110940577.80999999,8144,4912961.300000001,33.01,-76121578.8,78267842.9,0,-3222.9999999999995,4,-32672734.910000004,0,48969339.400000006,6321708.090000001,146749304.5,21641,-3222.9999999999995
000062.SZ,20260709,1,4995,-13828664.25,9368,32634.26999999996,147598135.77999994,8705,9384,0.010549177784672773,16,79038130.38000003,77680628.83999999,60862055.61,32.57,37152196.18000001,0,46202285.079999976,3710,-2989908.98,32.23,-13828664.25,40920122.590000026,0,45794,0,-5282162.490000003,0,23323531.93000001,-2957274.7099999995,68560005.40000004,9384,45794
000062.SZ,20260709,2,2739,-5010913.049999999,5409,-1344268,79304386.74,5040,5415,0.004912496162112269,6,44305267.01,40721763.54,33476568.2,32.73,15986155.5,0,29157000.54,2301,-2234282.29,32.58,-5010913.049999999,23185988.25,0,-22925,0,-5971012.29,0,10975242.450000001,-3578550.29,34999119.730000004,5415,-22925
000062.SZ,20260709,3,2679,-9388538.52,4132,-230189.12,60297859,4025,4138,-0.00702719217842948,6,37675251.519999996,38975101.879999995,20222539,32.5,12683207.520000001,0,25676123,1346,-9364024.36,32.74,-9388538.52,18643859.48,0,3257,0,-7032263.5200000005,0,3294669,-9594213.48,22622607.48,4138,3257
000062.SZ,20260709,4,2576,-8542373.280000001,4590,-223033,77296337.72,4423,4598,-0.0036923076923076137,8,43504756.63,43996053.629999995,31230343.09,32.38,16398885,0,28231365.63,1847,-4223337.26,32.5,-8542373.280000001,24809575.37,0,0,0,-3421790.26,0,7856511.72,-4446370.26,33791581.09,4598,0
000062.SZ,20260709,5,11988,-129694344.38000001,16843,1498357.6199999996,314475554.64,15799,16858,-0.0589870290302657,15,199771478.98,224546951.5,73202391.64000002,30.47,158125976.98000002,0,65016632.220000006,3811,-21650215.48,32.39,-129694344.38000001,62901312.839999996,0,-288887,0,-2115319.379999999,0,28431632.599999998,-20151857.860000007,114704075.65999998,16858,-288887
000062.SZ,20260709,6,5258,-20882108.49,14122,-592526.38,246590597.34000006,13525,14133,0.029209058089924536,11,81781822.24,81193049.15,157527989.20999998,31.36,45916944.29999999,0,36583193.06,8267,97217048.54999997,30.47,-20882108.49,139055624.17,0,0,0,102472431.10999998,0,25034835.81,96624522.16999996,164808775.10000005,14133,0
000062.SZ,20260709,7,2611,-2207426.2899999996,4986,402833.14,75944934.45000002,4725,4997,-0.006696428571428599,11,36541647.69,36846988.9,36122256.41,31.15,12147233.06,0,22766666.630000003,2114,1482693.8000000003,31.36,-2207426.2899999996,31091227.989999995,0,0,0,8324561.360000001,0,9939806.77,1885526.9400000009,39403286.76,4997,0
000062.SZ,20260709,8,2201,-5900179.99,3922,142564,55525434.160000004,3775,3922,0.005457463884430231,0,33245787.779999994,31009707.939999994,22615340.22,31.32,12517447.99,0,20312441.71,1574,-2494187.73,31.15,-5900179.99,16078276.459999999,0,0,0,-4234165.25,0,6617268,-2351623.73,22279646.380000003,3922,0
000062.SZ,20260709,9,1237,2549808,2331,203,36572228.70999999,2284,2332,-0.0038314176245211047,1,18690393.41,18268107.009999998,17806638.7,31.2,3200309.5,0,15179338.91,1047,-3011276.3100000005,31.32,2549808,12442462.8,0,0,0,-2736876.1100000003,0,5750117.5,-3011073.3100000005,17881835.299999997,2332,0
000062.SZ,20260709,10,1143,1962477.88,2455,378288.84,39315026.39999999,2364,2456,0.001923076923076996,1,20680483.240000002,20191005.12,18173065.119999997,31.26,5030007.239999999,0,15123099.000000002,1221,-3980417.88,31.2,1962477.88,12169435.04,0,3143,0,-2953663.96,0,6992485.12,-3602129.04,18634543.159999996,2456,3143
000062.SZ,20260709,11,1053,-464756,1672,351672,22590944.1,1601,1672,-0.008637236084453074,0,13592331.55,14285119,7325627.1,30.99,1176945,0,12406023.55,548,-6494735.9,31.26,-464756,8295786.55,0,0,0,-4110237,0,712189,-6143063.9,8998612.55,1672,0
000062.SZ,20260709,12,1357,-6078785.1,2409,-737758,37899017.05,2345,2410,0.0003226847370119898,1,22544976.810000006,21962334.33,15118744.72,31,8215194.62,0,14692611.21,988,-764804.5100000002,30.98,-6078785.1,12854801.700000001,0,0,0,-1837809.5100000002,0,2136409.52,-1502562.5100000002,15354040.240000004,2410,0
000062.SZ,20260709,13,793,-428397,1537,-406312,19296099.68,1465,1541,0.003870967741935516,4,10616991.24,9876834,8071047.68,31.12,2271400,0,8274163.24,672,-1377389.3199999998,31,-428397,6907533.4399999995,0,0,0,-1366629.8,0,1843003,-1783701.32,8679108.44,1541,0
000062.SZ,20260709,14,715,-599884,1297,-87076,18189624.240000002,1250,1300,-0.0022493573264781583,3,10012598.64,9599417.600000001,7926396.639999999,31.05,895126,0,9148569.64,535,-1073136.9600000002,31.12,-599884,7850686.6,0,0,0,-1297883.0400000003,0,295242,-1160212.9600000002,8177025.6,1300,0
000062.SZ,20260709,15,2314,-16648164.149999999,3105,54962.6,46179798.150000006,3080,3113,-0.015136876006441301,8,34008379.47,35499562.55,10420103,30.58,16829989.15,0,17379391.32,766,-8431295.4,31.06,-16648164.149999999,11788592.68,0,0,0,-5590798.640000001,0,181825,-8376332.800000001,12171418.68,3113,0
000062.SZ,20260709,16,785,-1208235.98,1460,-30876,18502790.8,1409,1460,0.008175277959450621,0,11481630.370000001,10925137.73,6942271.069999999,30.83,2440105,0,9105231.370000001,624,-2774630.6799999997,30.58,-1208235.98,5725585.41,0,0,0,-3379645.96,0,1231869.02,-2805506.6799999997,7021160.43,1460,0
000062.SZ,20260709,17,442,-194222.97999999998,862,58695,11280160.669999998,852,862,0.0025948751216348315,0,6031091.45,5947380.45,5218451.220000001,30.91,1419480.6,0,4908336.85,410,-534706.25,30.83,-194222.97999999998,3727085.6,0,0,0,-1181251.25,0,1225257.62,-476011.25,5249069.220000001,862,0
000062.SZ,20260709,18,898,-695119.8300000001,1426,76922,23470010.83,1380,1428,-0.010029116790682585,2,12791125.66,13311155.66,9701745.17,30.6,3115230.83,0,9748869.83,482,-2914290.66,30.9,-695119.8300000001,8185799.17,0,0,0,-1563070.6600000001,0,2420111,-2837368.66,10678885.17,1428,0
000062.SZ,20260709,19,430,1048772.41,1015,-208503.26,16390910.299999999,969,1016,0.011437908496731956,1,5905215.07,5944658.140000001,9991586.9,30.95,1140549.78,0,4678671.29,539,2998156.35,30.62,1048772.41,8382367.039999999,0,0,0,3703695.75,0,2189322.19,2789653.09,10485695.23,1016,0
000062.SZ,20260709,20,458,152306,804,-148769,9656256,776,805,-0.004523424878836852,1,5845895,5861012,3467053,30.81,503920,0,5379013,318,-2546265,30.95,152306,3117097,0,0,0,-2261916,0,656226,-2695034,3810361,805,0
000062.SZ,20260709,21,418,-79167,812,-92341,14553761,794,816,-0.000649139889646205,4,7211220,6503109,7724361,30.79,1233854,0,6189748,376,1300419,30.81,-79167,5975472,0,0,0,-214276,0,1154687,1208078,7342541,816,0
000062.SZ,20260709,22,2172,-20707628.9,2901,152859,54925072.17,2865,2904,-0.0019486846378693966,3,41459504.17,41510905.17,12827622,30.73,23192983.9,0,17716719.27,693,-7975654.27,30.79,-20707628.9,11530014,0,0,0,-6186705.27,0,2485355,-7822795.27,13465568,2904,0
000062.SZ,20260709,23,458,-108225,914,-114217,13933268,899,914,0.0039049788480312723,0,7302567,7033854,6661741,30.85,1250824,0,5977556,441,-263888,30.73,-108225,5562289,0,0,0,-415267,0,1142599,-378105,6630701,914,0
000062.SZ,20260709,24,1197,-8763519.12,1752,304930,28154837.12,1658,1753,-0.0029173419773095574,1,18566022.92,20289753.12,6608698,30.76,9528095.12,0,10827029.92,461,-4917536,30.85,-8763519.12,7035136.08,0,-215390,0,-3791893.84,0,764576,-4612606,9588814.2,1753,-215390
000062.SZ,20260709,25,552,886714,1090,218425,17757741,1042,1092,0.006501950585175529,2,8271503,8710227,8552487,30.96,1540334,0,7025895,490,-1044454,30.78,886714,6764464,0,0,0,-261431,0,2427048,-826029,9486238,1092,0
000062.SZ,20260709,26,1433,222039.29000000015,2677,313535,36255411.78999999,2654,2677,0.006459948320413414,0,18084323.31,19060719.669999998,16712845.12,31.16,5065164.67,0,12935448.639999999,1221,-2569913.84,30.96,222039.29000000015,12967594.520000001,0,0,0,32145.879999999655,0,5287203.96,-2256378.84,18171088.479999997,2677,0
000062.SZ,20260709,27,624,-877136.6799999999,1053,-46249,13549329.52,1033,1054,-0.004492939666238786,1,7614627.359999999,7844236.359999999,5481459.16,31.02,1434156.6800000002,0,6203843.359999999,409,-1485640.52,31.16,-877136.6799999999,5354309.48,0,-3105,0,-849533.8800000001,0,557020,-1531889.52,5934702.16,1054,-3105
000062.SZ,20260709,28,497,68692,828,-55989,12271371.48,796,828,-0.002256608639587372,0,7759570.92,6928433.16,5038609.32,30.95,1012885,0,6494988.92,299,-1958515.8399999999,31.06,68692,3681920.56,0,0,0,-2813068.3600000003,0,1081577,-2014504.84,4511800.5600000005,828,0
000062.SZ,20260709,29,642,-534352.7,1250,30809,23842260.4,1229,1250,0.00872374798061388,0,9631803.7,11243532.7,12313630.7,31.22,4349495.7,0,7074732,587,1604450.7,30.94,-534352.7,8602889.7,0,0,0,1528157.7,0,3815143,1635259.7,14210456.7,1250,0
000062.SZ,20260709,30,742,-1915800,1160,-299715,16413214,1099,1160,-0.006085842408712292,0,10833449,10102434,5432287,31.03,3504720,0,7614559,357,-2754347,31.22,-1915800,3705015,0,0,0,-3909544,0,1588920,-3054062,5579765,1160,0
000062.SZ,20260709,31,330,-238822,841,-87055,12127825,808,841,0.002255881405091856,0,5304035,4794490,6947938,31.1,459556,0,4819615,478,2392270,31.01,-238822,6627920,0,0,0,1808305,0,220734,2305215,6823790,841,0
000062.SZ,20260709,32,879,622504.46,1844,-3116,26574123.599999998,1844,1845,0.006430868167202549,1,13810539.239999998,13554448.239999998,13016559.36,31.3,1413360.54,0,12302932.7,965,-1160393.3400000005,31.11,622504.46,10821965.36,0,0,0,-1480967.3399999999,0,2035865,-1163509.3400000005,12763584.36,1845,0
000062.SZ,20260709,33,665,-232545,1292,-359430,20455022,1274,1303,0.0003194888178913102,11,10550907,10437929,9488949,31.31,1289390,0,9523692,609,-716435,31.31,-232545,8585095,0,0,0,-938597,0,1056845,-1075865,9904115,1303,0
000062.SZ,20260709,34,672,8197056.04,3139,26352,45454860.08,3085,3148,0.026828489300542956,9,12114195.3,9832149.3,34959736.78,32.15,648632.3,0,11162216,2413,16930531.439999998,31.31,8197056.04,24798323.44,0,0,0,13636107.44,0,8845688.34,16956883.439999998,33340664.78,3148,0
000062.SZ,20260709,35,3467,-2251417.15,6751,-1248486.9000000001,96018292.75,6386,6755,-0.0034214618973561254,4,55096339.5,49503469.949999996,41282759,32.04,17094717.15,0,37340093.35,2919,-5969293.8,32.13,-2251417.15,26740182.25,0,0,0,-10599911.100000001,0,14843300,-7217780.699999999,40921953.25000001,6755,0
000062.SZ,20260709,36,1451,3697470.41,3115,-41754.66000000003,52046071.41,2930,3119,0.009675405742821544,4,23280248.12,22466158.62,27502228.13,32.35,7216661.72,0,16084793.4,1479,1338599.1000000006,32.04,3697470.41,17830484.16,0,0,0,1745690.7600000007,0,10914132.129999999,1296844.4400000004,28765823.29,3119,0
000062.SZ,20260709,37,1131,-1633120.4999999995,1884,358765,35569750,1827,1885,-0.003709428129830125,1,24176453,23774853,10841456,32.23,5222565,0,18042203,696,-11300276.5,32.35,-1633120.4999999995,8715537.5,0,0,0,-9326665.5,0,3589444.5,-10941511.5,11393297,1885,0
000062.SZ,20260709,38,1407,2275505,2569,-181420,41122448,2520,2569,-0.006515668631709394,0,21351986,20829128,19552271,32.02,2297682,0,18546687,1113,-3552362,32.24,2275505,15704892,0,-3189,0,-2841795,0,4573187,-3733782,19770462,2569,-3189
000062.SZ,20260709,39,1049,-2566340.34,1831,-96807.99999999999,29177003.500000004,1796,1831,0,0,15909029.44,16156180.499999998,12685427,32.02,4666462.34,0,11486972.100000001,747,-904413.1599999999,32.01,-2566340.34,10923447.06,0,0,0,-563525.0399999998,0,2100122,-1001221.1599999999,13267974.06,1831,0
000062.SZ,20260709,40,620,-644461,1299,240751,20135051.5,1232,1299,0.008432229856339662,0,10439438,9092190,10114696.5,32.29,2725090,0,7240099,612,1666967.5,32.03,-644461,8089233.5,0,0,0,849134.5,0,2080629,1907718.5,9695613.5,1299,0
000062.SZ,20260709,41,743,414561.8800000001,1298,11485.68,19963180.939999998,1264,1303,-0.0027872406317744286,5,11525518.379999999,11717114.34,7861862.6,32.2,1100290,0,10386588.38,521,-4269813.62,32.29,414561.8800000001,6961450.68,0,0,0,-3425137.7,0,1514851.88,-4258327.94,8437662.56,1303,0
000062.SZ,20260709,42,785,1787734.23,1405,19340.999999999996,24838108.080000002,1376,1406,-0.0024844720496896085,1,12148517.2,12393175,12193752.080000002,32.12,360448,0,11568090.739999998,591,-1987157.15,32.2,1787734.23,10761387.110000003,0,0,0,-806703.6300000001,0,2148182.23,-1967816.15,12689590.880000003,1406,0
000062.SZ,20260709,43,812,-1665471,1492,-302083,24882622.27,1462,1495,0.002801992528020032,3,14206415.630000003,13804336.870000001,10744100.399999999,32.21,2070941,0,12173994.630000003,650,-1394765.4700000004,32.12,-1665471,10232216.639999997,0,0,0,-1941777.99,0,405470,-1696848.470000001,10676206.639999997,1495,0
000062.SZ,20260709,44,651,925802,2070,-21650.999999999975,30721144.96,2020,2070,0.013039428748835818,0,11054177.16,10320746.16,19655267.8,32.63,1754172,0,8986656.16,1369,8408719.64,32.21,925802,17300342.799999997,0,84734.00000000001,0,8313686.640000001,0,2679974,8387068.640000001,19666967.8,2070,84734.00000000001
000062.SZ,20260709,45,1339,-3094120,2468,605768,40522405.8,2388,2469,-0.0042905301869445465,1,22929090.7,23079664.200000003,16389043.6,32.49,5461155,0,17575132.7,1049,-3596500.6000000006,32.64,-3094120,15119083.1,0,0,0,-2456049.5999999996,0,2367035,-2990732.5999999996,17593315.1,2469,0
000062.SZ,20260709,46,2076,-2505253.92,3622,48384,58892358.44,3591,3623,-0.009541397353031772,1,31770541.64,32226422.52,26365571.92,32.18,3833840.92,0,27936700.72,1515,-3355596.68,32.49,-2505253.92,25793229.8,0,0,0,-2143470.9199999995,0,1328587,-3307212.68,27121816.8,3623,0
000062.SZ,20260709,47,1332,-2033934.33,4368,263612,67216657.82000001,4326,4368,-0.0012430080795524906,0,31607818.279999997,19470190.54,47334991.28,32.14,4617042.33,0,27164841.419999998,2994,29898735.07,32.18,-2033934.33,32851666.07,0,0,0,5686824.65,0,2583107.9999999995,30162347.07,35608839.54,4368,0
000063.SZ,20260709,0,11952,-31256228.00000001,25687,-38802905.9,751781402.04,22545,25843,-0.0024265300620114156,156,419497983.9,343695731.34,300179826.59999996,37,220014657.4,22,197148858.5,10593,-12259676.740000002,37.09,-31256228.00000001,145859456.73999998,0,10043822,22,-51289401.76,0,188758429.4,-51062582.63999999,332283418.14,25865,10043822
000063.SZ,20260709,1,5529,170193869.06,19006,9214963.1,532550016.09999996,17723,19073,0.020540540540540487,67,174402055.26000002,143809590.88,351597560.32,37.76,55154164.44,1,113344567.02000001,12194,37594100.379999995,37.02,170193869.06,138703251.14,0,5473164,1,25358684.12,0,225348033.5,46809063.480000004,358147960.84,19074,5473164
000063.SZ,20260709,2,10674,401748477.22,35779,223768.16000000015,1083017346.3400002,34192,35822,0.010063559322033967,43,320262991.09,297543118.63,744230907.55,38.14,160110771.83,1,149693374.8,23518,44939311.7,37.76,401748477.22,211353950.66,0,0,1,61660575.86,0,561859249.05,45163079.86,762754355.25,35823,0
000063.SZ,20260709,3,10634,46031699.13000001,25698,-2759111.2,701968819.59,24596,25753,-0.007865757734661697,55,322455288.15999997,317582123.26,361294652.33000004,37.84,151546363.30000004,0,172384672.72,13962,-2319170.0599999987,38.14,46031699.13000001,180459721.14000002,0,0,0,8075048.420000003,0,197578062.43,-5078281.259999998,379513531.43,25753,0
000063.SZ,20260709,4,5944,387414789.06,27712,8710300.7,787144488.87,26631,27722,0.01744186046511619,10,161869439.32,136090252.07,621932661.0999999,38.5,56341219.440000005,2,88903544.82,20687,98427619.97000001,37.85,387414789.06,198143716.11,0,7298981,2,109240171.29,0,443756008.5,107137920.67,625275049.55,27724,7298981
